"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_przedprodukcyjnym_proc"
"2283",3218000,"Powiat łobeski",2007,21
"2284",3261000,"Powiat m.Koszalin",2007,16
"2285",3262000,"Powiat m.Szczecin",2007,16.1
"2286",3263000,"Powiat m.Świnoujście",2007,16.5
"2287",201000,"Powiat bolesławiecki",2008,19.7
"2288",202000,"Powiat dzierżoniowski",2008,17.1
"2289",203000,"Powiat głogowski",2008,19.3
"2290",204000,"Powiat górowski",2008,22.1
"2291",205000,"Powiat jaworski",2008,18.7
"2292",206000,"Powiat jeleniogórski",2008,18
"2293",207000,"Powiat kamiennogórski",2008,19.1
"2294",208000,"Powiat kłodzki",2008,17.4
"2295",209000,"Powiat legnicki",2008,19.4
"2296",210000,"Powiat lubański",2008,19.2
"2297",211000,"Powiat lubiński",2008,18.7
"2298",212000,"Powiat lwówecki",2008,19.5
"2299",213000,"Powiat milicki",2008,21.6
"2300",214000,"Powiat oleśnicki",2008,20.1
"2301",215000,"Powiat oławski",2008,19.1
"2302",216000,"Powiat polkowicki",2008,21.8
"2303",217000,"Powiat strzeliński",2008,18.9
"2304",218000,"Powiat średzki",2008,20
"2305",219000,"Powiat świdnicki",2008,18.2
"2306",220000,"Powiat trzebnicki",2008,20.3
"2307",221000,"Powiat wałbrzyski",2008,16.3
"2308",222000,"Powiat wołowski",2008,18.8
"2309",223000,"Powiat wrocławski",2008,20.3
"2310",224000,"Powiat ząbkowicki",2008,18.3
"2311",225000,"Powiat zgorzelecki",2008,18.5
"2312",226000,"Powiat złotoryjski",2008,19.2
"2313",261000,"Powiat m.Jelenia Góra",2008,15.2
"2314",262000,"Powiat m.Legnica",2008,17.5
"2315",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"2316",264000,"Powiat m.Wrocław",2008,14.7
"2317",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"2318",401000,"Powiat aleksandrowski",2008,19.8
"2319",402000,"Powiat brodnicki",2008,22.8
"2320",403000,"Powiat bydgoski",2008,22.8
"2321",404000,"Powiat chełmiński",2008,21.8
"2322",405000,"Powiat golubsko-dobrzyński",2008,22.8
"2323",406000,"Powiat grudziądzki",2008,23.5
"2324",407000,"Powiat inowrocławski",2008,19.4
"2325",408000,"Powiat lipnowski",2008,23.5
"2326",409000,"Powiat mogileński",2008,21.2
"2327",410000,"Powiat nakielski",2008,22.5
"2328",411000,"Powiat radziejowski",2008,20.9
"2329",412000,"Powiat rypiński",2008,22.3
"2330",413000,"Powiat sępoleński",2008,22.4
"2331",414000,"Powiat świecki",2008,21.5
"2332",415000,"Powiat toruński",2008,23.3
"2333",416000,"Powiat tucholski",2008,22.8
"2334",417000,"Powiat wąbrzeski",2008,21.8
"2335",418000,"Powiat włocławski",2008,21.2
"2336",419000,"Powiat żniński",2008,21.1
"2337",461000,"Powiat m.Bydgoszcz",2008,16.6
"2338",462000,"Powiat m.Grudziądz",2008,18.4
