"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_mieszkania_na_10_tys_ludnosci"
"5265",2808000,"Powiat kętrzyński",2015,10.5
"5266",2809000,"Powiat lidzbarski",2015,18.4
"5267",2810000,"Powiat mrągowski",2015,29.1
"5268",2811000,"Powiat nidzicki",2015,23.4
"5269",2812000,"Powiat nowomiejski",2015,18.5
"5270",2813000,"Powiat olecki",2015,29.9
"5271",2814000,"Powiat olsztyński",2015,69.5
"5272",2815000,"Powiat ostródzki",2015,28.9
"5273",2816000,"Powiat piski",2015,22.9
"5274",2817000,"Powiat szczycieński",2015,39.5
"5275",2818000,"Powiat gołdapski",2015,16.8
"5276",2819000,"Powiat węgorzewski",2015,9.8
"5277",2861000,"Powiat m.Elbląg",2015,9.6
"5278",2862000,"Powiat m.Olsztyn",2015,40.2
"5279",3001000,"Powiat chodzieski",2015,15.1
"5280",3002000,"Powiat czarnkowsko-trzcianecki",2015,25.7
"5281",3003000,"Powiat gnieźnieński",2015,42.9
"5282",3004000,"Powiat gostyński",2015,29
"5283",3005000,"Powiat grodziski",2015,45.2
"5284",3006000,"Powiat jarociński",2015,19.2
"5285",3007000,"Powiat kaliski",2015,28.8
"5286",3008000,"Powiat kępiński",2015,27.3
"5287",3009000,"Powiat kolski",2015,22
"5288",3010000,"Powiat koniński",2015,37.4
"5289",3011000,"Powiat kościański",2015,30.5
"5290",3012000,"Powiat krotoszyński",2015,24.2
"5291",3013000,"Powiat leszczyński",2015,66.3
"5292",3014000,"Powiat międzychodzki",2015,36.7
"5293",3015000,"Powiat nowotomyski",2015,44.7
"5294",3016000,"Powiat obornicki",2015,40.8
"5295",3017000,"Powiat ostrowski",2015,27.3
"5296",3018000,"Powiat ostrzeszowski",2015,33.2
"5297",3019000,"Powiat pilski",2015,17.1
"5298",3020000,"Powiat pleszewski",2015,33.5
"5299",3021000,"Powiat poznański",2015,105.2
"5300",3022000,"Powiat rawicki",2015,30.8
"5301",3023000,"Powiat słupecki",2015,33.5
"5302",3024000,"Powiat szamotulski",2015,43.5
"5303",3025000,"Powiat średzki",2015,55.5
"5304",3026000,"Powiat śremski",2015,57.8
"5305",3027000,"Powiat turecki",2015,20.9
"5306",3028000,"Powiat wągrowiecki",2015,56.8
"5307",3029000,"Powiat wolsztyński",2015,29.8
"5308",3030000,"Powiat wrzesiński",2015,53.4
"5309",3031000,"Powiat złotowski",2015,33.2
"5310",3061000,"Powiat m.Kalisz",2015,27.2
"5311",3062000,"Powiat m.Konin",2015,11.7
"5312",3063000,"Powiat m.Leszno",2015,41
"5313",3064000,"Powiat m.Poznań",2015,66.6
"5314",3201000,"Powiat białogardzki",2015,14.6
"5315",3202000,"Powiat choszczeński",2015,23
"5316",3203000,"Powiat drawski",2015,23.6
"5317",3204000,"Powiat goleniowski",2015,27.7
"5318",3205000,"Powiat gryficki",2015,12.4
"5319",3206000,"Powiat gryfiński",2015,17.3
"5320",3207000,"Powiat kamieński",2015,71.9
"5321",3208000,"Powiat kołobrzeski",2015,60.2
"5322",3209000,"Powiat koszaliński",2015,54.1
"5323",3210000,"Powiat myśliborski",2015,31.9
"5324",3211000,"Powiat policki",2015,65.7
"5325",3212000,"Powiat pyrzycki",2015,12.6
"5326",3213000,"Powiat sławieński",2015,32.8
"5327",3214000,"Powiat stargardzki",2015,16.7
"5328",3215000,"Powiat szczecinecki",2015,14.6
"5329",3216000,"Powiat świdwiński",2015,15.2
"5330",3217000,"Powiat wałecki",2015,15.9
"5331",3218000,"Powiat łobeski",2015,14.9
"5332",3261000,"Powiat m.Koszalin",2015,55.4
"5333",3262000,"Powiat m.Szczecin",2015,27.8
"5334",3263000,"Powiat m.Świnoujście",2015,26.7
"5335",201000,"Powiat bolesławiecki",2016,50.7
"5336",202000,"Powiat dzierżoniowski",2016,11.8
"5337",203000,"Powiat głogowski",2016,39
"5338",204000,"Powiat górowski",2016,13.9
"5339",205000,"Powiat jaworski",2016,13.2
"5340",206000,"Powiat jeleniogórski",2016,40.4
"5341",207000,"Powiat kamiennogórski",2016,9.9
"5342",208000,"Powiat kłodzki",2016,25.6
"5343",209000,"Powiat legnicki",2016,36.3
"5344",210000,"Powiat lubański",2016,20.2
"5345",211000,"Powiat lubiński",2016,31.5
"5346",212000,"Powiat lwówecki",2016,13.1
"5347",213000,"Powiat milicki",2016,33.6
"5348",214000,"Powiat oleśnicki",2016,40.1
"5349",215000,"Powiat oławski",2016,46.2
"5350",216000,"Powiat polkowicki",2016,26.9
"5351",217000,"Powiat strzeliński",2016,27.2
"5352",218000,"Powiat średzki",2016,71.6
"5353",219000,"Powiat świdnicki",2016,21
"5354",220000,"Powiat trzebnicki",2016,46.9
"5355",221000,"Powiat wałbrzyski",2016,7.9
"5356",222000,"Powiat wołowski",2016,32.9
"5357",223000,"Powiat wrocławski",2016,174.7
"5358",224000,"Powiat ząbkowicki",2016,14.4
"5359",225000,"Powiat zgorzelecki",2016,14.6
"5360",226000,"Powiat złotoryjski",2016,10.6
"5361",261000,"Powiat m.Jelenia Góra",2016,15.1
"5362",262000,"Powiat m.Legnica",2016,17.7
"5363",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"5364",264000,"Powiat m.Wrocław",2016,133
"5365",265000,"Powiat m.Wałbrzych od 2013",2016,9.1
"5366",401000,"Powiat aleksandrowski",2016,28.1
"5367",402000,"Powiat brodnicki",2016,42.1
"5368",403000,"Powiat bydgoski",2016,69.8
"5369",404000,"Powiat chełmiński",2016,23.5
"5370",405000,"Powiat golubsko-dobrzyński",2016,24.3
"5371",406000,"Powiat grudziądzki",2016,26.5
"5372",407000,"Powiat inowrocławski",2016,16.3
"5373",408000,"Powiat lipnowski",2016,26.4
"5374",409000,"Powiat mogileński",2016,21
"5375",410000,"Powiat nakielski",2016,32.4
"5376",411000,"Powiat radziejowski",2016,13.8
"5377",412000,"Powiat rypiński",2016,19.9
"5378",413000,"Powiat sępoleński",2016,27.7
"5379",414000,"Powiat świecki",2016,20.3
"5380",415000,"Powiat toruński",2016,65.6
"5381",416000,"Powiat tucholski",2016,37.8
"5382",417000,"Powiat wąbrzeski",2016,20.7
"5383",418000,"Powiat włocławski",2016,22.9
"5384",419000,"Powiat żniński",2016,27.4
"5385",461000,"Powiat m.Bydgoszcz",2016,24.3
"5386",462000,"Powiat m.Grudziądz",2016,10
"5387",463000,"Powiat m.Toruń",2016,45.7
"5388",464000,"Powiat m.Włocławek",2016,13.1
"5389",601000,"Powiat bialski",2016,27.2
"5390",602000,"Powiat biłgorajski",2016,23.4
"5391",603000,"Powiat chełmski",2016,24.7
"5392",604000,"Powiat hrubieszowski",2016,8.5
"5393",605000,"Powiat janowski",2016,10.7
"5394",606000,"Powiat krasnostawski",2016,15.8
"5395",607000,"Powiat kraśnicki",2016,22.1
"5396",608000,"Powiat lubartowski",2016,31.5
"5397",609000,"Powiat lubelski",2016,50
"5398",610000,"Powiat łęczyński",2016,43.1
"5399",611000,"Powiat łukowski",2016,31.7
"5400",612000,"Powiat opolski",2016,17.1
"5401",613000,"Powiat parczewski",2016,16.3
"5402",614000,"Powiat puławski",2016,34.7
"5403",615000,"Powiat radzyński",2016,19.3
"5404",616000,"Powiat rycki",2016,12.9
"5405",617000,"Powiat świdnicki",2016,32.7
"5406",618000,"Powiat tomaszowski",2016,11.4
"5407",619000,"Powiat włodawski",2016,29.4
"5408",620000,"Powiat zamojski",2016,21.4
"5409",661000,"Powiat m.Biała Podlaska",2016,41.1
"5410",662000,"Powiat m.Chełm",2016,19.9
"5411",663000,"Powiat m.Lublin",2016,67.4
"5412",664000,"Powiat m.Zamość",2016,20.5
"5413",801000,"Powiat gorzowski",2016,41.7
"5414",802000,"Powiat krośnieński",2016,16.8
"5415",803000,"Powiat międzyrzecki",2016,19.4
"5416",804000,"Powiat nowosolski",2016,28.9
"5417",805000,"Powiat słubicki",2016,24.3
"5418",806000,"Powiat strzelecko-drezdenecki",2016,29
"5419",807000,"Powiat sulęciński",2016,17.8
"5420",808000,"Powiat świebodziński",2016,43.4
"5421",809000,"Powiat zielonogórski",2016,33.7
"5422",810000,"Powiat żagański",2016,11.8
"5423",811000,"Powiat żarski",2016,15.5
"5424",812000,"Powiat wschowski",2016,26.7
"5425",861000,"Powiat m.Gorzów Wielkopolski",2016,41.2
"5426",862000,"Powiat m.Zielona Góra",2016,82.4
"5427",1001000,"Powiat bełchatowski",2016,27.5
"5428",1002000,"Powiat kutnowski",2016,22.2
"5429",1003000,"Powiat łaski",2016,28.3
"5430",1004000,"Powiat łęczycki",2016,9.8
"5431",1005000,"Powiat łowicki",2016,23.2
"5432",1006000,"Powiat łódzki wschodni",2016,36
"5433",1007000,"Powiat opoczyński",2016,23.3
"5434",1008000,"Powiat pabianicki",2016,35.3
"5435",1009000,"Powiat pajęczański",2016,24.7
"5436",1010000,"Powiat piotrkowski",2016,34.6
"5437",1011000,"Powiat poddębicki",2016,25.5
"5438",1012000,"Powiat radomszczański",2016,30.3
"5439",1013000,"Powiat rawski",2016,27.1
"5440",1014000,"Powiat sieradzki",2016,19.7
"5441",1015000,"Powiat skierniewicki",2016,27.5
"5442",1016000,"Powiat tomaszowski",2016,32.6
"5443",1017000,"Powiat wieluński",2016,23.7
"5444",1018000,"Powiat wieruszowski",2016,28.5
"5445",1019000,"Powiat zduńskowolski",2016,22.1
"5446",1020000,"Powiat zgierski",2016,43.2
"5447",1021000,"Powiat brzeziński",2016,39.4
"5448",1061000,"Powiat m.Łódź",2016,29.6
"5449",1062000,"Powiat m.Piotrków Trybunalski",2016,18.2
"5450",1063000,"Powiat m.Skierniewice",2016,12.2
"5451",1201000,"Powiat bocheński",2016,30.6
"5452",1202000,"Powiat brzeski",2016,29.8
"5453",1203000,"Powiat chrzanowski",2016,16.1
"5454",1204000,"Powiat dąbrowski",2016,18.4
"5455",1205000,"Powiat gorlicki",2016,28.1
"5456",1206000,"Powiat krakowski",2016,48.1
"5457",1207000,"Powiat limanowski",2016,33.8
"5458",1208000,"Powiat miechowski",2016,10.9
"5459",1209000,"Powiat myślenicki",2016,33.1
"5460",1210000,"Powiat nowosądecki",2016,16.8
"5461",1211000,"Powiat nowotarski",2016,27.3
"5462",1212000,"Powiat olkuski",2016,16.1
"5463",1213000,"Powiat oświęcimski",2016,23.3
"5464",1214000,"Powiat proszowicki",2016,25.2
"5465",1215000,"Powiat suski",2016,27.2
"5466",1216000,"Powiat tarnowski",2016,32.9
"5467",1217000,"Powiat tatrzański",2016,45.8
"5468",1218000,"Powiat wadowicki",2016,33.8
"5469",1219000,"Powiat wielicki",2016,64.2
"5470",1261000,"Powiat m.Kraków",2016,122.8
"5471",1262000,"Powiat m.Nowy Sącz",2016,31.1
"5472",1263000,"Powiat m.Tarnów",2016,24
"5473",1401000,"Powiat białobrzeski",2016,29.8
"5474",1402000,"Powiat ciechanowski",2016,18.9
"5475",1403000,"Powiat garwoliński",2016,40.4
"5476",1404000,"Powiat gostyniński",2016,23.5
"5477",1405000,"Powiat grodziski",2016,79
"5478",1406000,"Powiat grójecki",2016,50.4
"5479",1407000,"Powiat kozienicki",2016,22.9
"5480",1408000,"Powiat legionowski",2016,84.6
"5481",1409000,"Powiat lipski",2016,22.4
"5482",1410000,"Powiat łosicki",2016,15.8
"5483",1411000,"Powiat makowski",2016,23.3
"5484",1412000,"Powiat miński",2016,42.1
"5485",1413000,"Powiat mławski",2016,32.3
"5486",1414000,"Powiat nowodworski",2016,72.7
"5487",1415000,"Powiat ostrołęcki",2016,36.8
"5488",1416000,"Powiat ostrowski",2016,19.5
"5489",1417000,"Powiat otwocki",2016,54.4
"5490",1418000,"Powiat piaseczyński",2016,85.3
"5491",1419000,"Powiat płocki",2016,39
"5492",1420000,"Powiat płoński",2016,35.2
"5493",1421000,"Powiat pruszkowski",2016,34.8
"5494",1422000,"Powiat przasnyski",2016,25.8
"5495",1423000,"Powiat przysuski",2016,19.3
"5496",1424000,"Powiat pułtuski",2016,40.5
"5497",1425000,"Powiat radomski",2016,35.9
"5498",1426000,"Powiat siedlecki",2016,28.7
"5499",1427000,"Powiat sierpecki",2016,22.2
"5500",1428000,"Powiat sochaczewski",2016,23.8
"5501",1429000,"Powiat sokołowski",2016,27.1
"5502",1430000,"Powiat szydłowiecki",2016,26.1
"5503",1432000,"Powiat warszawski zachodni",2016,72.7
"5504",1433000,"Powiat węgrowski",2016,24.4
"5505",1434000,"Powiat wołomiński",2016,85.8
"5506",1435000,"Powiat wyszkowski",2016,47.5
"5507",1436000,"Powiat zwoleński",2016,28.1
"5508",1437000,"Powiat żuromiński",2016,27.8
"5509",1438000,"Powiat żyrardowski",2016,28.5
"5510",1461000,"Powiat m.Ostrołęka",2016,20.4
"5511",1462000,"Powiat m.Płock",2016,39.2
"5512",1463000,"Powiat m.Radom",2016,23.1
"5513",1464000,"Powiat m.Siedlce",2016,61.4
"5514",1465000,"Powiat m. st. Warszawa",2016,115
"5515",1601000,"Powiat brzeski",2016,15.9
"5516",1602000,"Powiat głubczycki",2016,7.3
"5517",1603000,"Powiat kędzierzyńsko-kozielski",2016,9
"5518",1604000,"Powiat kluczborski",2016,11.6
"5519",1605000,"Powiat krapkowicki",2016,10.4
"5520",1606000,"Powiat namysłowski",2016,46.6
"5521",1607000,"Powiat nyski",2016,10.7
"5522",1608000,"Powiat oleski",2016,14.4
"5523",1609000,"Powiat opolski",2016,24.9
"5524",1610000,"Powiat prudnicki",2016,8.9
"5525",1611000,"Powiat strzelecki",2016,11.2
"5526",1661000,"Powiat m.Opole",2016,38.1
"5527",1801000,"Powiat bieszczadzki",2016,18.2
"5528",1802000,"Powiat brzozowski",2016,24.5
"5529",1803000,"Powiat dębicki",2016,24.1
"5530",1804000,"Powiat jarosławski",2016,16.8
"5531",1805000,"Powiat jasielski",2016,19.9
"5532",1806000,"Powiat kolbuszowski",2016,23.7
"5533",1807000,"Powiat krośnieński",2016,24.3
"5534",1808000,"Powiat leżajski",2016,21.1
"5535",1809000,"Powiat lubaczowski",2016,20
"5536",1810000,"Powiat łańcucki",2016,26.9
"5537",1811000,"Powiat mielecki",2016,33.7
"5538",1812000,"Powiat niżański",2016,22.4
"5539",1813000,"Powiat przemyski",2016,26.1
"5540",1814000,"Powiat przeworski",2016,21.3
"5541",1815000,"Powiat ropczycko-sędziszowski",2016,28.1
"5542",1816000,"Powiat rzeszowski",2016,47.7
"5543",1817000,"Powiat sanocki",2016,19.6
"5544",1818000,"Powiat stalowowolski",2016,24.7
"5545",1819000,"Powiat strzyżowski",2016,26.6
"5546",1820000,"Powiat tarnobrzeski",2016,18.3
"5547",1821000,"Powiat leski",2016,26.2
"5548",1861000,"Powiat m.Krosno",2016,24.6
"5549",1862000,"Powiat m.Przemyśl",2016,16.5
"5550",1863000,"Powiat m.Rzeszów",2016,158.2
"5551",1864000,"Powiat m.Tarnobrzeg",2016,17
"5552",2001000,"Powiat augustowski",2016,14.7
"5553",2002000,"Powiat białostocki",2016,60.7
"5554",2003000,"Powiat bielski",2016,23.1
"5555",2004000,"Powiat grajewski",2016,30.5
"5556",2005000,"Powiat hajnowski",2016,21.4
"5557",2006000,"Powiat kolneński",2016,20.2
"5558",2007000,"Powiat łomżyński",2016,27.3
"5559",2008000,"Powiat moniecki",2016,12.8
"5560",2009000,"Powiat sejneński",2016,29.7
"5561",2010000,"Powiat siemiatycki",2016,23.4
"5562",2011000,"Powiat sokólski",2016,14.6
"5563",2012000,"Powiat suwalski",2016,27.6
"5564",2013000,"Powiat wysokomazowiecki",2016,17.2
"5565",2014000,"Powiat zambrowski",2016,20.8
"5566",2061000,"Powiat m.Białystok",2016,60.6
"5567",2062000,"Powiat m.Łomża",2016,53.6
"5568",2063000,"Powiat m.Suwałki",2016,56.4
"5569",2201000,"Powiat bytowski",2016,22.3
"5570",2202000,"Powiat chojnicki",2016,34.3
"5571",2203000,"Powiat człuchowski",2016,18.7
"5572",2204000,"Powiat gdański",2016,80.9
"5573",2205000,"Powiat kartuski",2016,76
"5574",2206000,"Powiat kościerski",2016,35.4
"5575",2207000,"Powiat kwidzyński",2016,21.9
"5576",2208000,"Powiat lęborski",2016,39.4
"5577",2209000,"Powiat malborski",2016,21.5
"5578",2210000,"Powiat nowodworski",2016,30.5
"5579",2211000,"Powiat pucki",2016,71.7
"5580",2212000,"Powiat słupski",2016,59.5
"5581",2213000,"Powiat starogardzki",2016,32.4
"5582",2214000,"Powiat tczewski",2016,38.4
"5583",2215000,"Powiat wejherowski",2016,46.2
"5584",2216000,"Powiat sztumski",2016,15.4
"5585",2261000,"Powiat m.Gdańsk",2016,109.7
"5586",2262000,"Powiat m.Gdynia",2016,49.2
"5587",2263000,"Powiat m.Słupsk",2016,32
"5588",2264000,"Powiat m.Sopot",2016,12.1
"5589",2401000,"Powiat będziński",2016,18.1
"5590",2402000,"Powiat bielski",2016,31.1
"5591",2403000,"Powiat cieszyński",2016,31.2
"5592",2404000,"Powiat częstochowski",2016,30.4
"5593",2405000,"Powiat gliwicki",2016,32.6
"5594",2406000,"Powiat kłobucki",2016,26.5
"5595",2407000,"Powiat lubliniecki",2016,25.2
"5596",2408000,"Powiat mikołowski",2016,46
"5597",2409000,"Powiat myszkowski",2016,18
"5598",2410000,"Powiat pszczyński",2016,30.9
"5599",2411000,"Powiat raciborski",2016,9.3
"5600",2412000,"Powiat rybnicki",2016,28.9
"5601",2413000,"Powiat tarnogórski",2016,36.1
"5602",2414000,"Powiat bieruńsko-lędziński",2016,38.8
"5603",2415000,"Powiat wodzisławski",2016,20.4
"5604",2416000,"Powiat zawierciański",2016,13.8
"5605",2417000,"Powiat żywiecki",2016,30.3
"5606",2461000,"Powiat m.Bielsko-Biała",2016,32.1
"5607",2462000,"Powiat m.Bytom",2016,3.5
"5608",2463000,"Powiat m.Chorzów",2016,8.1
"5609",2464000,"Powiat m.Częstochowa",2016,19.7
"5610",2465000,"Powiat m.Dąbrowa Górnicza",2016,19.5
"5611",2466000,"Powiat m.Gliwice",2016,20.4
"5612",2467000,"Powiat m.Jastrzębie-Zdrój",2016,17.9
"5613",2468000,"Powiat m.Jaworzno",2016,23
"5614",2469000,"Powiat m.Katowice",2016,56
"5615",2470000,"Powiat m.Mysłowice",2016,29.2
"5616",2471000,"Powiat m.Piekary Śląskie",2016,6.4
"5617",2472000,"Powiat m.Ruda Śląska",2016,11.8
"5618",2473000,"Powiat m.Rybnik",2016,28.2
"5619",2474000,"Powiat m.Siemianowice Śląskie",2016,4
"5620",2475000,"Powiat m.Sosnowiec",2016,8.8
"5621",2476000,"Powiat m.Świętochłowice",2016,12.4
"5622",2477000,"Powiat m.Tychy",2016,21.3
"5623",2478000,"Powiat m.Zabrze",2016,9.8
"5624",2479000,"Powiat m.Żory",2016,35.7
"5625",2601000,"Powiat buski",2016,20.3
"5626",2602000,"Powiat jędrzejowski",2016,26.1
"5627",2603000,"Powiat kazimierski",2016,9
"5628",2604000,"Powiat kielecki",2016,37.3
"5629",2605000,"Powiat konecki",2016,18.5
"5630",2606000,"Powiat opatowski",2016,12.5
"5631",2607000,"Powiat ostrowiecki",2016,11.2
"5632",2608000,"Powiat pińczowski",2016,19.3
"5633",2609000,"Powiat sandomierski",2016,13.4
"5634",2610000,"Powiat skarżyski",2016,11.5
"5635",2611000,"Powiat starachowicki",2016,18.8
"5636",2612000,"Powiat staszowski",2016,23.2
"5637",2613000,"Powiat włoszczowski",2016,26.9
"5638",2661000,"Powiat m.Kielce",2016,38.2
"5639",2801000,"Powiat bartoszycki",2016,9.3
"5640",2802000,"Powiat braniewski",2016,24.5
"5641",2803000,"Powiat działdowski",2016,30.3
"5642",2804000,"Powiat elbląski",2016,24.3
"5643",2805000,"Powiat ełcki",2016,56.2
"5644",2806000,"Powiat giżycki",2016,51.7
"5645",2807000,"Powiat iławski",2016,33.3
"5646",2808000,"Powiat kętrzyński",2016,9.3
"5647",2809000,"Powiat lidzbarski",2016,12.6
"5648",2810000,"Powiat mrągowski",2016,43.7
"5649",2811000,"Powiat nidzicki",2016,29.2
"5650",2812000,"Powiat nowomiejski",2016,21.5
"5651",2813000,"Powiat olecki",2016,25.4
"5652",2814000,"Powiat olsztyński",2016,67.9
"5653",2815000,"Powiat ostródzki",2016,15.6
"5654",2816000,"Powiat piski",2016,22.3
"5655",2817000,"Powiat szczycieński",2016,28.2
"5656",2818000,"Powiat gołdapski",2016,33.1
"5657",2819000,"Powiat węgorzewski",2016,27.9
"5658",2861000,"Powiat m.Elbląg",2016,25.5
"5659",2862000,"Powiat m.Olsztyn",2016,31.6
"5660",3001000,"Powiat chodzieski",2016,21.7
"5661",3002000,"Powiat czarnkowsko-trzcianecki",2016,16
"5662",3003000,"Powiat gnieźnieński",2016,49.5
"5663",3004000,"Powiat gostyński",2016,36.3
"5664",3005000,"Powiat grodziski",2016,41.7
"5665",3006000,"Powiat jarociński",2016,23.3
"5666",3007000,"Powiat kaliski",2016,24.8
"5667",3008000,"Powiat kępiński",2016,46.1
"5668",3009000,"Powiat kolski",2016,18.7
"5669",3010000,"Powiat koniński",2016,30.1
"5670",3011000,"Powiat kościański",2016,32.9
"5671",3012000,"Powiat krotoszyński",2016,31
"5672",3013000,"Powiat leszczyński",2016,68
"5673",3014000,"Powiat międzychodzki",2016,37
"5674",3015000,"Powiat nowotomyski",2016,59.2
"5675",3016000,"Powiat obornicki",2016,47.9
"5676",3017000,"Powiat ostrowski",2016,32.1
"5677",3018000,"Powiat ostrzeszowski",2016,28.5
"5678",3019000,"Powiat pilski",2016,25.5
"5679",3020000,"Powiat pleszewski",2016,20.6
"5680",3021000,"Powiat poznański",2016,110
"5681",3022000,"Powiat rawicki",2016,29.9
"5682",3023000,"Powiat słupecki",2016,23
"5683",3024000,"Powiat szamotulski",2016,62
"5684",3025000,"Powiat średzki",2016,79.7
"5685",3026000,"Powiat śremski",2016,63.1
"5686",3027000,"Powiat turecki",2016,16.1
"5687",3028000,"Powiat wągrowiecki",2016,44.8
"5688",3029000,"Powiat wolsztyński",2016,32.7
"5689",3030000,"Powiat wrzesiński",2016,82.9
"5690",3031000,"Powiat złotowski",2016,33.4
"5691",3061000,"Powiat m.Kalisz",2016,15.9
"5692",3062000,"Powiat m.Konin",2016,24.9
"5693",3063000,"Powiat m.Leszno",2016,48.7
"5694",3064000,"Powiat m.Poznań",2016,53.8
"5695",3201000,"Powiat białogardzki",2016,10.3
"5696",3202000,"Powiat choszczeński",2016,25.8
"5697",3203000,"Powiat drawski",2016,29.3
"5698",3204000,"Powiat goleniowski",2016,29.5
"5699",3205000,"Powiat gryficki",2016,11.3
"5700",3206000,"Powiat gryfiński",2016,19.6
"5701",3207000,"Powiat kamieński",2016,33.6
"5702",3208000,"Powiat kołobrzeski",2016,78.1
"5703",3209000,"Powiat koszaliński",2016,62.6
"5704",3210000,"Powiat myśliborski",2016,18.6
"5705",3211000,"Powiat policki",2016,62
"5706",3212000,"Powiat pyrzycki",2016,15.5
"5707",3213000,"Powiat sławieński",2016,35.6
"5708",3214000,"Powiat stargardzki",2016,17
"5709",3215000,"Powiat szczecinecki",2016,13.9
"5710",3216000,"Powiat świdwiński",2016,25.1
"5711",3217000,"Powiat wałecki",2016,17
"5712",3218000,"Powiat łobeski",2016,10.4
"5713",3261000,"Powiat m.Koszalin",2016,39.8
"5714",3262000,"Powiat m.Szczecin",2016,72.9
"5715",3263000,"Powiat m.Świnoujście",2016,27.2
"5716",201000,"Powiat bolesławiecki",2017,43.3
"5717",202000,"Powiat dzierżoniowski",2017,12.3
"5718",203000,"Powiat głogowski",2017,31.5
"5719",204000,"Powiat górowski",2017,20.5
"5720",205000,"Powiat jaworski",2017,17
"5721",206000,"Powiat jeleniogórski",2017,91.8
"5722",207000,"Powiat kamiennogórski",2017,9.1
"5723",208000,"Powiat kłodzki",2017,12.5
"5724",209000,"Powiat legnicki",2017,32.4
"5725",210000,"Powiat lubański",2017,23.2
"5726",211000,"Powiat lubiński",2017,23
"5727",212000,"Powiat lwówecki",2017,14.2
"5728",213000,"Powiat milicki",2017,17.8
"5729",214000,"Powiat oleśnicki",2017,46.4
"5730",215000,"Powiat oławski",2017,68.2
"5731",216000,"Powiat polkowicki",2017,45.3
"5732",217000,"Powiat strzeliński",2017,38
"5733",218000,"Powiat średzki",2017,66.1
"5734",219000,"Powiat świdnicki",2017,29.2
"5735",220000,"Powiat trzebnicki",2017,47.1
"5736",221000,"Powiat wałbrzyski",2017,12.5
"5737",222000,"Powiat wołowski",2017,27.9
"5738",223000,"Powiat wrocławski",2017,144.1
"5739",224000,"Powiat ząbkowicki",2017,25.4
"5740",225000,"Powiat zgorzelecki",2017,13.9
"5741",226000,"Powiat złotoryjski",2017,16.3
"5742",261000,"Powiat m.Jelenia Góra",2017,22.3
"5743",262000,"Powiat m.Legnica",2017,27.4
"5744",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"5745",264000,"Powiat m.Wrocław",2017,138.5
"5746",265000,"Powiat m.Wałbrzych od 2013",2017,3.1
"5747",401000,"Powiat aleksandrowski",2017,41.6
"5748",402000,"Powiat brodnicki",2017,47.9
"5749",403000,"Powiat bydgoski",2017,70
"5750",404000,"Powiat chełmiński",2017,22.8
"5751",405000,"Powiat golubsko-dobrzyński",2017,40.9
"5752",406000,"Powiat grudziądzki",2017,30.3
"5753",407000,"Powiat inowrocławski",2017,30.5
"5754",408000,"Powiat lipnowski",2017,22.4
"5755",409000,"Powiat mogileński",2017,24.9
"5756",410000,"Powiat nakielski",2017,33.2
"5757",411000,"Powiat radziejowski",2017,12.9
"5758",412000,"Powiat rypiński",2017,22.9
"5759",413000,"Powiat sępoleński",2017,22
"5760",414000,"Powiat świecki",2017,26.1
"5761",415000,"Powiat toruński",2017,62.5
"5762",416000,"Powiat tucholski",2017,23.3
"5763",417000,"Powiat wąbrzeski",2017,13.6
"5764",418000,"Powiat włocławski",2017,21.4
"5765",419000,"Powiat żniński",2017,29.5
"5766",461000,"Powiat m.Bydgoszcz",2017,40.5
"5767",462000,"Powiat m.Grudziądz",2017,31.4
"5768",463000,"Powiat m.Toruń",2017,60
"5769",464000,"Powiat m.Włocławek",2017,17.6
"5770",601000,"Powiat bialski",2017,26.2
"5771",602000,"Powiat biłgorajski",2017,31
"5772",603000,"Powiat chełmski",2017,20.8
"5773",604000,"Powiat hrubieszowski",2017,12.8
"5774",605000,"Powiat janowski",2017,23.3
"5775",606000,"Powiat krasnostawski",2017,17.3
"5776",607000,"Powiat kraśnicki",2017,11.6
"5777",608000,"Powiat lubartowski",2017,18.5
"5778",609000,"Powiat lubelski",2017,57.8
"5779",610000,"Powiat łęczyński",2017,38.3
"5780",611000,"Powiat łukowski",2017,22.9
"5781",612000,"Powiat opolski",2017,15.9
"5782",613000,"Powiat parczewski",2017,27.8
"5783",614000,"Powiat puławski",2017,23.9
"5784",615000,"Powiat radzyński",2017,32.1
"5785",616000,"Powiat rycki",2017,19.4
"5786",617000,"Powiat świdnicki",2017,25.4
"5787",618000,"Powiat tomaszowski",2017,7.4
"5788",619000,"Powiat włodawski",2017,20.8
"5789",620000,"Powiat zamojski",2017,17.8
"5790",661000,"Powiat m.Biała Podlaska",2017,77.8
"5791",662000,"Powiat m.Chełm",2017,11.8
"5792",663000,"Powiat m.Lublin",2017,79.8
"5793",664000,"Powiat m.Zamość",2017,20.2
"5794",801000,"Powiat gorzowski",2017,37.7
"5795",802000,"Powiat krośnieński",2017,26.4
"5796",803000,"Powiat międzyrzecki",2017,19.9
"5797",804000,"Powiat nowosolski",2017,25.9
"5798",805000,"Powiat słubicki",2017,43.8
"5799",806000,"Powiat strzelecko-drezdenecki",2017,31.9
"5800",807000,"Powiat sulęciński",2017,25.2
"5801",808000,"Powiat świebodziński",2017,18.3
"5802",809000,"Powiat zielonogórski",2017,39.9
