"","Kod","Nazwa","rok","Liczba_ludnosci_na_1_miejsce_w_kinach_stalych_ogolem_osoba"
"3991",1601000,"Powiat brzeski",2012,222
"3992",1602000,"Powiat głubczycki",2012,0
"3993",1603000,"Powiat kędzierzyńsko-kozielski",2012,75
"3994",1604000,"Powiat kluczborski",2012,0
"3995",1605000,"Powiat krapkowicki",2012,99
"3996",1606000,"Powiat namysłowski",2012,0
"3997",1607000,"Powiat nyski",2012,136
"3998",1608000,"Powiat oleski",2012,120
"3999",1609000,"Powiat opolski",2012,0
"4000",1610000,"Powiat prudnicki",2012,0
"4001",1611000,"Powiat strzelecki",2012,0
"4002",1661000,"Powiat m.Opole",2012,98
"4003",1801000,"Powiat bieszczadzki",2012,118
"4004",1802000,"Powiat brzozowski",2012,225
"4005",1803000,"Powiat dębicki",2012,254
"4006",1804000,"Powiat jarosławski",2012,360
"4007",1805000,"Powiat jasielski",2012,578
"4008",1806000,"Powiat kolbuszowski",2012,0
"4009",1807000,"Powiat krośnieński",2012,304
"4010",1808000,"Powiat leżajski",2012,0
"4011",1809000,"Powiat lubaczowski",2012,281
"4012",1810000,"Powiat łańcucki",2012,198
"4013",1811000,"Powiat mielecki",2012,271
"4014",1812000,"Powiat niżański",2012,146
"4015",1813000,"Powiat przemyski",2012,0
"4016",1814000,"Powiat przeworski",2012,179
"4017",1815000,"Powiat ropczycko-sędziszowski",2012,266
"4018",1816000,"Powiat rzeszowski",2012,0
"4019",1817000,"Powiat sanocki",2012,282
"4020",1818000,"Powiat stalowowolski",2012,95
"4021",1819000,"Powiat strzyżowski",2012,209
"4022",1820000,"Powiat tarnobrzeski",2012,204
"4023",1821000,"Powiat leski",2012,183
"4024",1861000,"Powiat m.Krosno",2012,60
"4025",1862000,"Powiat m.Przemyśl",2012,198
"4026",1863000,"Powiat m.Rzeszów",2012,41
"4027",1864000,"Powiat m.Tarnobrzeg",2012,152
"4028",2001000,"Powiat augustowski",2012,0
"4029",2002000,"Powiat białostocki",2012,1444
"4030",2003000,"Powiat bielski",2012,0
"4031",2004000,"Powiat grajewski",2012,167
"4032",2005000,"Powiat hajnowski",2012,460
"4033",2006000,"Powiat kolneński",2012,144
"4034",2007000,"Powiat łomżyński",2012,0
"4035",2008000,"Powiat moniecki",2012,0
"4036",2009000,"Powiat sejneński",2012,0
"4037",2010000,"Powiat siemiatycki",2012,0
"4038",2011000,"Powiat sokólski",2012,128
"4039",2012000,"Powiat suwalski",2012,0
"4040",2013000,"Powiat wysokomazowiecki",2012,411
"4041",2014000,"Powiat zambrowski",2012,131
"4042",2061000,"Powiat m.Białystok",2012,88
"4043",2062000,"Powiat m.Łomża",2012,322
"4044",2063000,"Powiat m.Suwałki",2012,115
"4045",2201000,"Powiat bytowski",2012,0
"4046",2202000,"Powiat chojnicki",2012,178
"4047",2203000,"Powiat człuchowski",2012,0
"4048",2204000,"Powiat gdański",2012,0
"4049",2205000,"Powiat kartuski",2012,0
"4050",2206000,"Powiat kościerski",2012,280
"4051",2207000,"Powiat kwidzyński",2012,113
"4052",2208000,"Powiat lęborski",2012,265
"4053",2209000,"Powiat malborski",2012,0
"4054",2210000,"Powiat nowodworski",2012,0
"4055",2211000,"Powiat pucki",2012,0
"4056",2212000,"Powiat słupski",2012,406
"4057",2213000,"Powiat starogardzki",2012,374
"4058",2214000,"Powiat tczewski",2012,155
"4059",2215000,"Powiat wejherowski",2012,204
"4060",2216000,"Powiat sztumski",2012,0
"4061",2261000,"Powiat m.Gdańsk",2012,70
"4062",2262000,"Powiat m.Gdynia",2012,117
"4063",2263000,"Powiat m.Słupsk",2012,77
"4064",2264000,"Powiat m.Sopot",2012,36
"4065",2401000,"Powiat będziński",2012,0
"4066",2402000,"Powiat bielski",2012,337
"4067",2403000,"Powiat cieszyński",2012,820
"4068",2404000,"Powiat częstochowski",2012,0
"4069",2405000,"Powiat gliwicki",2012,607
"4070",2406000,"Powiat kłobucki",2012,177
"4071",2407000,"Powiat lubliniecki",2012,144
"4072",2408000,"Powiat mikołowski",2012,0
"4073",2409000,"Powiat myszkowski",2012,165
"4074",2410000,"Powiat pszczyński",2012,0
"4075",2411000,"Powiat raciborski",2012,186
"4076",2412000,"Powiat rybnicki",2012,0
"4077",2413000,"Powiat tarnogórski",2012,282
"4078",2414000,"Powiat bieruńsko-lędziński",2012,311
"4079",2415000,"Powiat wodzisławski",2012,231
"4080",2416000,"Powiat zawierciański",2012,227
"4081",2417000,"Powiat żywiecki",2012,625
"4082",2461000,"Powiat m.Bielsko-Biała",2012,54
"4083",2462000,"Powiat m.Bytom",2012,93
"4084",2463000,"Powiat m.Chorzów",2012,0
"4085",2464000,"Powiat m.Częstochowa",2012,64
"4086",2465000,"Powiat m.Dąbrowa Górnicza",2012,140
"4087",2466000,"Powiat m.Gliwice",2012,68
"4088",2467000,"Powiat m.Jastrzębie-Zdrój",2012,197
"4089",2468000,"Powiat m.Jaworzno",2012,0
"4090",2469000,"Powiat m.Katowice",2012,32
"4091",2470000,"Powiat m.Mysłowice",2012,0
"4092",2471000,"Powiat m.Piekary Śląskie",2012,0
"4093",2472000,"Powiat m.Ruda Śląska",2012,74
"4094",2473000,"Powiat m.Rybnik",2012,50
"4095",2474000,"Powiat m.Siemianowice Śląskie",2012,0
"4096",2475000,"Powiat m.Sosnowiec",2012,102
"4097",2476000,"Powiat m.Świętochłowice",2012,0
"4098",2477000,"Powiat m.Tychy",2012,106
"4099",2478000,"Powiat m.Zabrze",2012,54
"4100",2479000,"Powiat m.Żory",2012,218
"4101",2601000,"Powiat buski",2012,183
"4102",2602000,"Powiat jędrzejowski",2012,0
"4103",2603000,"Powiat kazimierski",2012,0
"4104",2604000,"Powiat kielecki",2012,0
"4105",2605000,"Powiat konecki",2012,0
"4106",2606000,"Powiat opatowski",2012,0
"4107",2607000,"Powiat ostrowiecki",2012,248
"4108",2608000,"Powiat pińczowski",2012,0
"4109",2609000,"Powiat sandomierski",2012,1874
"4110",2610000,"Powiat skarżyski",2012,130
"4111",2611000,"Powiat starachowicki",2012,207
"4112",2612000,"Powiat staszowski",2012,289
"4113",2613000,"Powiat włoszczowski",2012,201
"4114",2661000,"Powiat m.Kielce",2012,50
"4115",2801000,"Powiat bartoszycki",2012,0
"4116",2802000,"Powiat braniewski",2012,141
"4117",2803000,"Powiat działdowski",2012,267
"4118",2804000,"Powiat elbląski",2012,142
"4119",2805000,"Powiat ełcki",2012,0
"4120",2806000,"Powiat giżycki",2012,578
"4121",2807000,"Powiat iławski",2012,226
"4122",2808000,"Powiat kętrzyński",2012,403
"4123",2809000,"Powiat lidzbarski",2012,143
"4124",2810000,"Powiat mrągowski",2012,113
"4125",2811000,"Powiat nidzicki",2012,0
"4126",2812000,"Powiat nowomiejski",2012,201
"4127",2813000,"Powiat olecki",2012,97
"4128",2814000,"Powiat olsztyński",2012,790
"4129",2815000,"Powiat ostródzki",2012,351
"4130",2816000,"Powiat piski",2012,0
"4131",2817000,"Powiat szczycieński",2012,0
"4132",2818000,"Powiat gołdapski",2012,183
"4133",2819000,"Powiat węgorzewski",2012,0
"4134",2861000,"Powiat m.Elbląg",2012,72
"4135",2862000,"Powiat m.Olsztyn",2012,87
"4136",3001000,"Powiat chodzieski",2012,167
"4137",3002000,"Powiat czarnkowsko-trzcianecki",2012,0
"4138",3003000,"Powiat gnieźnieński",2012,424
"4139",3004000,"Powiat gostyński",2012,170
"4140",3005000,"Powiat grodziski",2012,0
"4141",3006000,"Powiat jarociński",2012,364
"4142",3007000,"Powiat kaliski",2012,0
"4143",3008000,"Powiat kępiński",2012,243
"4144",3009000,"Powiat kolski",2012,308
"4145",3010000,"Powiat koniński",2012,763
"4146",3011000,"Powiat kościański",2012,0
"4147",3012000,"Powiat krotoszyński",2012,219
"4148",3013000,"Powiat leszczyński",2012,0
"4149",3014000,"Powiat międzychodzki",2012,0
"4150",3015000,"Powiat nowotomyski",2012,0
"4151",3016000,"Powiat obornicki",2012,0
"4152",3017000,"Powiat ostrowski",2012,403
"4153",3018000,"Powiat ostrzeszowski",2012,184
"4154",3019000,"Powiat pilski",2012,128
"4155",3020000,"Powiat pleszewski",2012,414
"4156",3021000,"Powiat poznański",2012,1596
"4157",3022000,"Powiat rawicki",2012,330
"4158",3023000,"Powiat słupecki",2012,182
"4159",3024000,"Powiat szamotulski",2012,485
"4160",3025000,"Powiat średzki",2012,414
"4161",3026000,"Powiat śremski",2012,524
"4162",3027000,"Powiat turecki",2012,276
"4163",3028000,"Powiat wągrowiecki",2012,287
"4164",3029000,"Powiat wolsztyński",2012,0
"4165",3030000,"Powiat wrzesiński",2012,359
"4166",3031000,"Powiat złotowski",2012,418
"4167",3061000,"Powiat m.Kalisz",2012,322
"4168",3062000,"Powiat m.Konin",2012,54
"4169",3063000,"Powiat m.Leszno",2012,278
"4170",3064000,"Powiat m.Poznań",2012,35
"4171",3201000,"Powiat białogardzki",2012,218
"4172",3202000,"Powiat choszczeński",2012,119
"4173",3203000,"Powiat drawski",2012,266
"4174",3204000,"Powiat goleniowski",2012,336
"4175",3205000,"Powiat gryficki",2012,347
"4176",3206000,"Powiat gryfiński",2012,605
"4177",3207000,"Powiat kamieński",2012,0
"4178",3208000,"Powiat kołobrzeski",2012,343
"4179",3209000,"Powiat koszaliński",2012,0
"4180",3210000,"Powiat myśliborski",2012,0
"4181",3211000,"Powiat policki",2012,0
"4182",3212000,"Powiat pyrzycki",2012,144
"4183",3213000,"Powiat sławieński",2012,134
"4184",3214000,"Powiat stargardzki",2012,307
"4185",3215000,"Powiat szczecinecki",2012,266
"4186",3216000,"Powiat świdwiński",2012,245
"4187",3217000,"Powiat wałecki",2012,132
"4188",3218000,"Powiat łobeski",2012,0
"4189",3261000,"Powiat m.Koszalin",2012,80
"4190",3262000,"Powiat m.Szczecin",2012,83
"4191",3263000,"Powiat m.Świnoujście",2012,0
"4192",201000,"Powiat bolesławiecki",2013,162
"4193",202000,"Powiat dzierżoniowski",2013,195
"4194",203000,"Powiat głogowski",2013,162
"4195",204000,"Powiat górowski",2013,114
"4196",205000,"Powiat jaworski",2013,0
"4197",206000,"Powiat jeleniogórski",2013,0
"4198",207000,"Powiat kamiennogórski",2013,0
"4199",208000,"Powiat kłodzki",2013,92
"4200",209000,"Powiat legnicki",2013,0
"4201",210000,"Powiat lubański",2013,85
"4202",211000,"Powiat lubiński",2013,64
"4203",212000,"Powiat lwówecki",2013,0
"4204",213000,"Powiat milicki",2013,0
"4205",214000,"Powiat oleśnicki",2013,348
"4206",215000,"Powiat oławski",2013,0
"4207",216000,"Powiat polkowicki",2013,363
"4208",217000,"Powiat strzeliński",2013,0
"4209",218000,"Powiat średzki",2013,265
"4210",219000,"Powiat świdnicki",2013,155
"4211",220000,"Powiat trzebnicki",2013,185
"4212",221000,"Powiat wałbrzyski",2013,0
"4213",222000,"Powiat wołowski",2013,205
"4214",223000,"Powiat wrocławski",2013,0
"4215",224000,"Powiat ząbkowicki",2013,194
"4216",225000,"Powiat zgorzelecki",2013,97
"4217",226000,"Powiat złotoryjski",2013,215
"4218",261000,"Powiat m.Jelenia Góra",2013,88
"4219",262000,"Powiat m.Legnica",2013,76
"4220",263000,"Powiat m.Wałbrzych do 2002",2013,NA
"4221",264000,"Powiat m.Wrocław",2013,48
"4222",265000,"Powiat m.Wałbrzych od 2013",2013,64
"4223",401000,"Powiat aleksandrowski",2013,1118
"4224",402000,"Powiat brodnicki",2013,0
"4225",403000,"Powiat bydgoski",2013,0
"4226",404000,"Powiat chełmiński",2013,0
"4227",405000,"Powiat golubsko-dobrzyński",2013,0
"4228",406000,"Powiat grudziądzki",2013,0
"4229",407000,"Powiat inowrocławski",2013,795
"4230",408000,"Powiat lipnowski",2013,460
"4231",409000,"Powiat mogileński",2013,171
"4232",410000,"Powiat nakielski",2013,311
"4233",411000,"Powiat radziejowski",2013,0
"4234",412000,"Powiat rypiński",2013,212
"4235",413000,"Powiat sępoleński",2013,75
"4236",414000,"Powiat świecki",2013,271
"4237",415000,"Powiat toruński",2013,0
"4238",416000,"Powiat tucholski",2013,0
"4239",417000,"Powiat wąbrzeski",2013,105
"4240",418000,"Powiat włocławski",2013,0
"4241",419000,"Powiat żniński",2013,0
"4242",461000,"Powiat m.Bydgoszcz",2013,62
"4243",462000,"Powiat m.Grudziądz",2013,76
"4244",463000,"Powiat m.Toruń",2013,48
"4245",464000,"Powiat m.Włocławek",2013,91
"4246",601000,"Powiat bialski",2013,346
"4247",602000,"Powiat biłgorajski",2013,369
"4248",603000,"Powiat chełmski",2013,0
"4249",604000,"Powiat hrubieszowski",2013,168
"4250",605000,"Powiat janowski",2013,232
"4251",606000,"Powiat krasnostawski",2013,304
"4252",607000,"Powiat kraśnicki",2013,199
"4253",608000,"Powiat lubartowski",2013,509
"4254",609000,"Powiat lubelski",2013,0
"4255",610000,"Powiat łęczyński",2013,0
"4256",611000,"Powiat łukowski",2013,0
"4257",612000,"Powiat opolski",2013,179
"4258",613000,"Powiat parczewski",2013,0
"4259",614000,"Powiat puławski",2013,110
"4260",615000,"Powiat radzyński",2013,317
"4261",616000,"Powiat rycki",2013,271
"4262",617000,"Powiat świdnicki",2013,151
"4263",618000,"Powiat tomaszowski",2013,256
"4264",619000,"Powiat włodawski",2013,147
"4265",620000,"Powiat zamojski",2013,666
"4266",661000,"Powiat m.Biała Podlaska",2013,204
"4267",662000,"Powiat m.Chełm",2013,95
"4268",663000,"Powiat m.Lublin",2013,91
"4269",664000,"Powiat m.Zamość",2013,90
"4270",801000,"Powiat gorzowski",2013,0
"4271",802000,"Powiat krośnieński",2013,0
"4272",803000,"Powiat międzyrzecki",2013,118
"4273",804000,"Powiat nowosolski",2013,0
"4274",805000,"Powiat słubicki",2013,131
"4275",806000,"Powiat strzelecko-drezdenecki",2013,0
"4276",807000,"Powiat sulęciński",2013,0
"4277",808000,"Powiat świebodziński",2013,0
"4278",809000,"Powiat zielonogórski",2013,0
"4279",810000,"Powiat żagański",2013,0
"4280",811000,"Powiat żarski",2013,242
"4281",812000,"Powiat wschowski",2013,0
"4282",861000,"Powiat m.Gorzów Wielkopolski",2013,100
"4283",862000,"Powiat m.Zielona Góra",2013,65
"4284",1001000,"Powiat bełchatowski",2013,104
"4285",1002000,"Powiat kutnowski",2013,287
"4286",1003000,"Powiat łaski",2013,0
"4287",1004000,"Powiat łęczycki",2013,0
"4288",1005000,"Powiat łowicki",2013,582
"4289",1006000,"Powiat łódzki wschodni",2013,385
"4290",1007000,"Powiat opoczyński",2013,211
"4291",1008000,"Powiat pabianicki",2013,501
"4292",1009000,"Powiat pajęczański",2013,138
"4293",1010000,"Powiat piotrkowski",2013,0
"4294",1011000,"Powiat poddębicki",2013,0
"4295",1012000,"Powiat radomszczański",2013,197
"4296",1013000,"Powiat rawski",2013,165
"4297",1014000,"Powiat sieradzki",2013,6670
"4298",1015000,"Powiat skierniewicki",2013,0
"4299",1016000,"Powiat tomaszowski",2013,444
"4300",1017000,"Powiat wieluński",2013,0
"4301",1018000,"Powiat wieruszowski",2013,325
"4302",1019000,"Powiat zduńskowolski",2013,0
"4303",1020000,"Powiat zgierski",2013,0
"4304",1021000,"Powiat brzeziński",2013,0
"4305",1061000,"Powiat m.Łódź",2013,115
"4306",1062000,"Powiat m.Piotrków Trybunalski",2013,71
"4307",1063000,"Powiat m.Skierniewice",2013,102
"4308",1201000,"Powiat bocheński",2013,557
"4309",1202000,"Powiat brzeski",2013,658
"4310",1203000,"Powiat chrzanowski",2013,159
"4311",1204000,"Powiat dąbrowski",2013,379
"4312",1205000,"Powiat gorlicki",2013,485
"4313",1206000,"Powiat krakowski",2013,866
"4314",1207000,"Powiat limanowski",2013,321
"4315",1208000,"Powiat miechowski",2013,225
"4316",1209000,"Powiat myślenicki",2013,316
"4317",1210000,"Powiat nowosądecki",2013,812
"4318",1211000,"Powiat nowotarski",2013,668
"4319",1212000,"Powiat olkuski",2013,163
"4320",1213000,"Powiat oświęcimski",2013,72
"4321",1214000,"Powiat proszowicki",2013,0
"4322",1215000,"Powiat suski",2013,0
"4323",1216000,"Powiat tarnowski",2013,422
"4324",1217000,"Powiat tatrzański",2013,123
"4325",1218000,"Powiat wadowicki",2013,431
"4326",1219000,"Powiat wielicki",2013,0
"4327",1261000,"Powiat m.Kraków",2013,51
"4328",1262000,"Powiat m.Nowy Sącz",2013,46
"4329",1263000,"Powiat m.Tarnów",2013,109
"4330",1401000,"Powiat białobrzeski",2013,0
"4331",1402000,"Powiat ciechanowski",2013,236
"4332",1403000,"Powiat garwoliński",2013,431
"4333",1404000,"Powiat gostyniński",2013,119
"4334",1405000,"Powiat grodziski",2013,195
"4335",1406000,"Powiat grójecki",2013,363
"4336",1407000,"Powiat kozienicki",2013,0
"4337",1408000,"Powiat legionowski",2013,2221
"4338",1409000,"Powiat lipski",2013,0
"4339",1410000,"Powiat łosicki",2013,125
"4340",1411000,"Powiat makowski",2013,186
"4341",1412000,"Powiat miński",2013,0
"4342",1413000,"Powiat mławski",2013,276
"4343",1414000,"Powiat nowodworski",2013,476
"4344",1415000,"Powiat ostrołęcki",2013,0
"4345",1416000,"Powiat ostrowski",2013,373
"4346",1417000,"Powiat otwocki",2013,676
"4347",1418000,"Powiat piaseczyński",2013,1634
"4348",1419000,"Powiat płocki",2013,0
"4349",1420000,"Powiat płoński",2013,230
"4350",1421000,"Powiat pruszkowski",2013,70
"4351",1422000,"Powiat przasnyski",2013,209
"4352",1423000,"Powiat przysuski",2013,0
"4353",1424000,"Powiat pułtuski",2013,228
"4354",1425000,"Powiat radomski",2013,0
"4355",1426000,"Powiat siedlecki",2013,0
"4356",1427000,"Powiat sierpecki",2013,179
"4357",1428000,"Powiat sochaczewski",2013,312
"4358",1429000,"Powiat sokołowski",2013,0
"4359",1430000,"Powiat szydłowiecki",2013,0
"4360",1432000,"Powiat warszawski zachodni",2013,462
"4361",1433000,"Powiat węgrowski",2013,161
"4362",1434000,"Powiat wołomiński",2013,572
"4363",1435000,"Powiat wyszkowski",2013,1395
"4364",1436000,"Powiat zwoleński",2013,0
"4365",1437000,"Powiat żuromiński",2013,233
"4366",1438000,"Powiat żyrardowski",2013,151
"4367",1461000,"Powiat m.Ostrołęka",2013,137
"4368",1462000,"Powiat m.Płock",2013,67
"4369",1463000,"Powiat m.Radom",2013,83
"4370",1464000,"Powiat m.Siedlce",2013,84
"4371",1465000,"Powiat m. st. Warszawa",2013,55
"4372",1601000,"Powiat brzeski",2013,221
"4373",1602000,"Powiat głubczycki",2013,0
"4374",1603000,"Powiat kędzierzyńsko-kozielski",2013,55
"4375",1604000,"Powiat kluczborski",2013,0
"4376",1605000,"Powiat krapkowicki",2013,211
"4377",1606000,"Powiat namysłowski",2013,0
"4378",1607000,"Powiat nyski",2013,135
"4379",1608000,"Powiat oleski",2013,73
"4380",1609000,"Powiat opolski",2013,0
"4381",1610000,"Powiat prudnicki",2013,0
"4382",1611000,"Powiat strzelecki",2013,0
"4383",1661000,"Powiat m.Opole",2013,97
"4384",1801000,"Powiat bieszczadzki",2013,117
"4385",1802000,"Powiat brzozowski",2013,224
"4386",1803000,"Powiat dębicki",2013,254
"4387",1804000,"Powiat jarosławski",2013,370
"4388",1805000,"Powiat jasielski",2013,577
"4389",1806000,"Powiat kolbuszowski",2013,0
"4390",1807000,"Powiat krośnieński",2013,226
"4391",1808000,"Powiat leżajski",2013,230
"4392",1809000,"Powiat lubaczowski",2013,280
"4393",1810000,"Powiat łańcucki",2013,199
"4394",1811000,"Powiat mielecki",2013,271
"4395",1812000,"Powiat niżański",2013,316
"4396",1813000,"Powiat przemyski",2013,0
"4397",1814000,"Powiat przeworski",2013,179
"4398",1815000,"Powiat ropczycko-sędziszowski",2013,266
"4399",1816000,"Powiat rzeszowski",2013,0
"4400",1817000,"Powiat sanocki",2013,282
"4401",1818000,"Powiat stalowowolski",2013,89
"4402",1819000,"Powiat strzyżowski",2013,208
"4403",1820000,"Powiat tarnobrzeski",2013,203
"4404",1821000,"Powiat leski",2013,182
"4405",1861000,"Powiat m.Krosno",2013,60
"4406",1862000,"Powiat m.Przemyśl",2013,196
"4407",1863000,"Powiat m.Rzeszów",2013,41
"4408",1864000,"Powiat m.Tarnobrzeg",2013,151
"4409",2001000,"Powiat augustowski",2013,0
"4410",2002000,"Powiat białostocki",2013,0
"4411",2003000,"Powiat bielski",2013,0
"4412",2004000,"Powiat grajewski",2013,166
"4413",2005000,"Powiat hajnowski",2013,0
"4414",2006000,"Powiat kolneński",2013,142
"4415",2007000,"Powiat łomżyński",2013,0
"4416",2008000,"Powiat moniecki",2013,0
"4417",2009000,"Powiat sejneński",2013,0
"4418",2010000,"Powiat siemiatycki",2013,235
"4419",2011000,"Powiat sokólski",2013,237
"4420",2012000,"Powiat suwalski",2013,0
"4421",2013000,"Powiat wysokomazowiecki",2013,132
"4422",2014000,"Powiat zambrowski",2013,130
"4423",2061000,"Powiat m.Białystok",2013,88
"4424",2062000,"Powiat m.Łomża",2013,322
"4425",2063000,"Powiat m.Suwałki",2013,115
"4426",2201000,"Powiat bytowski",2013,0
"4427",2202000,"Powiat chojnicki",2013,179
"4428",2203000,"Powiat człuchowski",2013,0
"4429",2204000,"Powiat gdański",2013,1754
"4430",2205000,"Powiat kartuski",2013,0
"4431",2206000,"Powiat kościerski",2013,280
"4432",2207000,"Powiat kwidzyński",2013,224
"4433",2208000,"Powiat lęborski",2013,265
"4434",2209000,"Powiat malborski",2013,0
"4435",2210000,"Powiat nowodworski",2013,0
"4436",2211000,"Powiat pucki",2013,0
"4437",2212000,"Powiat słupski",2013,403
"4438",2213000,"Powiat starogardzki",2013,374
"4439",2214000,"Powiat tczewski",2013,155
"4440",2215000,"Powiat wejherowski",2013,163
"4441",2216000,"Powiat sztumski",2013,185
"4442",2261000,"Powiat m.Gdańsk",2013,69
"4443",2262000,"Powiat m.Gdynia",2013,74
"4444",2263000,"Powiat m.Słupsk",2013,76
"4445",2264000,"Powiat m.Sopot",2013,32
"4446",2401000,"Powiat będziński",2013,0
"4447",2402000,"Powiat bielski",2013,156
