"","Kod","Nazwa","rok","SKOLARYZACJA_CTAB_wspolczynnik_skolaryzacji_netto_gimnazja_proc"
"19828",615000,"Powiat radzyński",2007,98.76
"19829",616000,"Powiat rycki",2007,102.35
"19830",617000,"Powiat świdnicki",2007,94.14
"19831",618000,"Powiat tomaszowski",2007,96.41
"19832",619000,"Powiat włodawski",2007,95.08
"19833",620000,"Powiat zamojski",2007,89.38
"19834",661000,"Powiat m.Biała Podlaska",2007,109.29
"19835",662000,"Powiat m.Chełm",2007,102.88
"19836",663000,"Powiat m.Lublin",2007,101.17
"19837",664000,"Powiat m.Zamość",2007,111.44
"19838",801000,"Powiat gorzowski",2007,80.94
"19839",802000,"Powiat krośnieński",2007,95.16
"19840",803000,"Powiat międzyrzecki",2007,93.73
"19841",804000,"Powiat nowosolski",2007,92.82
"19842",805000,"Powiat słubicki",2007,97.13
"19843",806000,"Powiat strzelecko-drezdenecki",2007,94.11
"19844",807000,"Powiat sulęciński",2007,98.07
"19845",808000,"Powiat świebodziński",2007,95.47
"19846",809000,"Powiat zielonogórski",2007,79.47
"19847",810000,"Powiat żagański",2007,92.54
"19848",811000,"Powiat żarski",2007,96.38
"19849",812000,"Powiat wschowski",2007,92.93
"19850",861000,"Powiat m.Gorzów Wielkopolski",2007,103.15
"19851",862000,"Powiat m.Zielona Góra",2007,110.86
"19852",1001000,"Powiat bełchatowski",2007,97.01
"19853",1002000,"Powiat kutnowski",2007,97.19
"19854",1003000,"Powiat łaski",2007,97.42
"19855",1004000,"Powiat łęczycki",2007,96.36
"19856",1005000,"Powiat łowicki",2007,96.36
"19857",1006000,"Powiat łódzki wschodni",2007,95.48
"19858",1007000,"Powiat opoczyński",2007,98.71
"19859",1008000,"Powiat pabianicki",2007,92.72
"19860",1009000,"Powiat pajęczański",2007,98.94
"19861",1010000,"Powiat piotrkowski",2007,92.63
"19862",1011000,"Powiat poddębicki",2007,95.94
"19863",1012000,"Powiat radomszczański",2007,95.75
"19864",1013000,"Powiat rawski",2007,99.51
"19865",1014000,"Powiat sieradzki",2007,96.08
"19866",1015000,"Powiat skierniewicki",2007,84.05
"19867",1016000,"Powiat tomaszowski",2007,96.12
"19868",1017000,"Powiat wieluński",2007,97.73
"19869",1018000,"Powiat wieruszowski",2007,95.79
"19870",1019000,"Powiat zduńskowolski",2007,96.25
"19871",1020000,"Powiat zgierski",2007,92.81
"19872",1021000,"Powiat brzeziński",2007,90.27
"19873",1061000,"Powiat m.Łódź",2007,95.17
"19874",1062000,"Powiat m.Piotrków Trybunalski",2007,102.2
"19875",1063000,"Powiat m.Skierniewice",2007,110.43
"19876",1201000,"Powiat bocheński",2007,97.41
"19877",1202000,"Powiat brzeski",2007,97.96
"19878",1203000,"Powiat chrzanowski",2007,94.86
"19879",1204000,"Powiat dąbrowski",2007,91.92
"19880",1205000,"Powiat gorlicki",2007,96.76
"19881",1206000,"Powiat krakowski",2007,90.02
"19882",1207000,"Powiat limanowski",2007,97.86
"19883",1208000,"Powiat miechowski",2007,95.89
"19884",1209000,"Powiat myślenicki",2007,97.85
"19885",1210000,"Powiat nowosądecki",2007,96.05
"19886",1211000,"Powiat nowotarski",2007,91.92
"19887",1212000,"Powiat olkuski",2007,97.51
"19888",1213000,"Powiat oświęcimski",2007,100.22
"19889",1214000,"Powiat proszowicki",2007,98.73
"19890",1215000,"Powiat suski",2007,98.45
"19891",1216000,"Powiat tarnowski",2007,85.66
"19892",1217000,"Powiat tatrzański",2007,89.21
"19893",1218000,"Powiat wadowicki",2007,98.97
"19894",1219000,"Powiat wielicki",2007,92.97
"19895",1261000,"Powiat m.Kraków",2007,98.29
"19896",1262000,"Powiat m.Nowy Sącz",2007,104.29
"19897",1263000,"Powiat m.Tarnów",2007,102.41
"19898",1401000,"Powiat białobrzeski",2007,98.41
"19899",1402000,"Powiat ciechanowski",2007,98.52
"19900",1403000,"Powiat garwoliński",2007,98.81
"19901",1404000,"Powiat gostyniński",2007,94.96
"19902",1405000,"Powiat grodziski",2007,103.78
"19903",1406000,"Powiat grójecki",2007,97.3
"19904",1407000,"Powiat kozienicki",2007,97.66
"19905",1408000,"Powiat legionowski",2007,91.6
"19906",1409000,"Powiat lipski",2007,95.69
"19907",1410000,"Powiat łosicki",2007,97.3
"19908",1411000,"Powiat makowski",2007,97.45
"19909",1412000,"Powiat miński",2007,98.24
"19910",1413000,"Powiat mławski",2007,98.08
"19911",1414000,"Powiat nowodworski",2007,94.54
"19912",1415000,"Powiat ostrołęcki",2007,90.87
"19913",1416000,"Powiat ostrowski",2007,100.03
"19914",1417000,"Powiat otwocki",2007,92.73
"19915",1418000,"Powiat piaseczyński",2007,91.85
"19916",1419000,"Powiat płocki",2007,93.61
"19917",1420000,"Powiat płoński",2007,98.89
"19918",1421000,"Powiat pruszkowski",2007,86.56
"19919",1422000,"Powiat przasnyski",2007,97.17
"19920",1423000,"Powiat przysuski",2007,101.7
"19921",1424000,"Powiat pułtuski",2007,98.8
"19922",1425000,"Powiat radomski",2007,91.91
"19923",1426000,"Powiat siedlecki",2007,90.54
"19924",1427000,"Powiat sierpecki",2007,96.63
"19925",1428000,"Powiat sochaczewski",2007,100.15
"19926",1429000,"Powiat sokołowski",2007,97.57
"19927",1430000,"Powiat szydłowiecki",2007,94.37
"19928",1432000,"Powiat warszawski zachodni",2007,82.1
"19929",1433000,"Powiat węgrowski",2007,97.79
"19930",1434000,"Powiat wołomiński",2007,93.47
"19931",1435000,"Powiat wyszkowski",2007,95.45
"19932",1436000,"Powiat zwoleński",2007,95.5
"19933",1437000,"Powiat żuromiński",2007,99.01
"19934",1438000,"Powiat żyrardowski",2007,94.34
"19935",1461000,"Powiat m.Ostrołęka",2007,109.16
"19936",1462000,"Powiat m.Płock",2007,99.69
"19937",1463000,"Powiat m.Radom",2007,102.89
"19938",1464000,"Powiat m.Siedlce",2007,104.75
"19939",1465000,"Powiat m. st. Warszawa",2007,98.08
"19940",1601000,"Powiat brzeski",2007,90.39
"19941",1602000,"Powiat głubczycki",2007,92.42
"19942",1603000,"Powiat kędzierzyńsko-kozielski",2007,90.14
"19943",1604000,"Powiat kluczborski",2007,90.32
"19944",1605000,"Powiat krapkowicki",2007,90.62
"19945",1606000,"Powiat namysłowski",2007,93.19
"19946",1607000,"Powiat nyski",2007,92.77
"19947",1608000,"Powiat oleski",2007,93.75
"19948",1609000,"Powiat opolski",2007,86.55
"19949",1610000,"Powiat prudnicki",2007,91.65
"19950",1611000,"Powiat strzelecki",2007,89.09
"19951",1661000,"Powiat m.Opole",2007,95.8
"19952",1801000,"Powiat bieszczadzki",2007,95.8
"19953",1802000,"Powiat brzozowski",2007,97.63
"19954",1803000,"Powiat dębicki",2007,96.25
"19955",1804000,"Powiat jarosławski",2007,96.83
"19956",1805000,"Powiat jasielski",2007,96.72
"19957",1806000,"Powiat kolbuszowski",2007,93.07
"19958",1807000,"Powiat krośnieński",2007,90.97
"19959",1808000,"Powiat leżajski",2007,94.17
"19960",1809000,"Powiat lubaczowski",2007,95.82
"19961",1810000,"Powiat łańcucki",2007,97.08
"19962",1811000,"Powiat mielecki",2007,95.11
"19963",1812000,"Powiat niżański",2007,92.85
"19964",1813000,"Powiat przemyski",2007,90.44
"19965",1814000,"Powiat przeworski",2007,97.36
"19966",1815000,"Powiat ropczycko-sędziszowski",2007,94.88
"19967",1816000,"Powiat rzeszowski",2007,89.26
"19968",1817000,"Powiat sanocki",2007,94.35
"19969",1818000,"Powiat stalowowolski",2007,95.39
"19970",1819000,"Powiat strzyżowski",2007,95.93
"19971",1820000,"Powiat tarnobrzeski",2007,93.13
"19972",1821000,"Powiat leski",2007,96.37
"19973",1861000,"Powiat m.Krosno",2007,115.71
"19974",1862000,"Powiat m.Przemyśl",2007,104.01
"19975",1863000,"Powiat m.Rzeszów",2007,106.82
"19976",1864000,"Powiat m.Tarnobrzeg",2007,97
"19977",2001000,"Powiat augustowski",2007,95.51
"19978",2002000,"Powiat białostocki",2007,82.81
"19979",2003000,"Powiat bielski",2007,94.34
"19980",2004000,"Powiat grajewski",2007,93.93
"19981",2005000,"Powiat hajnowski",2007,97.02
"19982",2006000,"Powiat kolneński",2007,97.16
"19983",2007000,"Powiat łomżyński",2007,74.26
"19984",2008000,"Powiat moniecki",2007,88.39
"19985",2009000,"Powiat sejneński",2007,95.6
"19986",2010000,"Powiat siemiatycki",2007,95.18
"19987",2011000,"Powiat sokólski",2007,95.68
"19988",2012000,"Powiat suwalski",2007,83.33
"19989",2013000,"Powiat wysokomazowiecki",2007,94.39
"19990",2014000,"Powiat zambrowski",2007,90.54
"19991",2061000,"Powiat m.Białystok",2007,100.57
"19992",2062000,"Powiat m.Łomża",2007,112.71
"19993",2063000,"Powiat m.Suwałki",2007,101.66
"19994",2201000,"Powiat bytowski",2007,94.99
"19995",2202000,"Powiat chojnicki",2007,99.05
"19996",2203000,"Powiat człuchowski",2007,93.78
"19997",2204000,"Powiat gdański",2007,90.59
"19998",2205000,"Powiat kartuski",2007,94.94
"19999",2206000,"Powiat kościerski",2007,97.35
"20000",2207000,"Powiat kwidzyński",2007,94.43
"20001",2208000,"Powiat lęborski",2007,94.76
"20002",2209000,"Powiat malborski",2007,101.66
"20003",2210000,"Powiat nowodworski",2007,94.5
"20004",2211000,"Powiat pucki",2007,87.42
"20005",2212000,"Powiat słupski",2007,90.39
"20006",2213000,"Powiat starogardzki",2007,95.83
"20007",2214000,"Powiat tczewski",2007,91.83
"20008",2215000,"Powiat wejherowski",2007,95.68
"20009",2216000,"Powiat sztumski",2007,85.63
"20010",2261000,"Powiat m.Gdańsk",2007,95.57
"20011",2262000,"Powiat m.Gdynia",2007,100.52
"20012",2263000,"Powiat m.Słupsk",2007,100.57
"20013",2264000,"Powiat m.Sopot",2007,89.8
"20014",2401000,"Powiat będziński",2007,89.74
"20015",2402000,"Powiat bielski",2007,92.69
"20016",2403000,"Powiat cieszyński",2007,97.05
"20017",2404000,"Powiat częstochowski",2007,94.45
"20018",2405000,"Powiat gliwicki",2007,94.2
"20019",2406000,"Powiat kłobucki",2007,96.54
"20020",2407000,"Powiat lubliniecki",2007,94.29
"20021",2408000,"Powiat mikołowski",2007,94.06
"20022",2409000,"Powiat myszkowski",2007,97.89
"20023",2410000,"Powiat pszczyński",2007,96.04
"20024",2411000,"Powiat raciborski",2007,93.89
"20025",2412000,"Powiat rybnicki",2007,96.81
"20026",2413000,"Powiat tarnogórski",2007,92.61
"20027",2414000,"Powiat bieruńsko-lędziński",2007,94.39
"20028",2415000,"Powiat wodzisławski",2007,95.77
"20029",2416000,"Powiat zawierciański",2007,97.13
"20030",2417000,"Powiat żywiecki",2007,96.62
"20031",2461000,"Powiat m.Bielsko-Biała",2007,97.43
"20032",2462000,"Powiat m.Bytom",2007,87.77
"20033",2463000,"Powiat m.Chorzów",2007,97.35
"20034",2464000,"Powiat m.Częstochowa",2007,97.95
"20035",2465000,"Powiat m.Dąbrowa Górnicza",2007,97.58
"20036",2466000,"Powiat m.Gliwice",2007,93.72
"20037",2467000,"Powiat m.Jastrzębie-Zdrój",2007,92.02
"20038",2468000,"Powiat m.Jaworzno",2007,94.99
"20039",2469000,"Powiat m.Katowice",2007,93.39
"20040",2470000,"Powiat m.Mysłowice",2007,94.77
"20041",2471000,"Powiat m.Piekary Śląskie",2007,88.61
"20042",2472000,"Powiat m.Ruda Śląska",2007,90.15
"20043",2473000,"Powiat m.Rybnik",2007,96.82
"20044",2474000,"Powiat m.Siemianowice Śląskie",2007,94.07
"20045",2475000,"Powiat m.Sosnowiec",2007,94.68
"20046",2476000,"Powiat m.Świętochłowice",2007,91.36
"20047",2477000,"Powiat m.Tychy",2007,97.07
"20048",2478000,"Powiat m.Zabrze",2007,89.7
"20049",2479000,"Powiat m.Żory",2007,96.51
"20050",2601000,"Powiat buski",2007,98.86
"20051",2602000,"Powiat jędrzejowski",2007,97.01
"20052",2603000,"Powiat kazimierski",2007,95.19
"20053",2604000,"Powiat kielecki",2007,94.08
"20054",2605000,"Powiat konecki",2007,97.98
"20055",2606000,"Powiat opatowski",2007,97.19
"20056",2607000,"Powiat ostrowiecki",2007,96.33
"20057",2608000,"Powiat pińczowski",2007,101.08
"20058",2609000,"Powiat sandomierski",2007,97.81
"20059",2610000,"Powiat skarżyski",2007,94.5
"20060",2611000,"Powiat starachowicki",2007,95.95
"20061",2612000,"Powiat staszowski",2007,98
"20062",2613000,"Powiat włoszczowski",2007,98.1
"20063",2661000,"Powiat m.Kielce",2007,102.26
"20064",2801000,"Powiat bartoszycki",2007,94.97
"20065",2802000,"Powiat braniewski",2007,93.68
"20066",2803000,"Powiat działdowski",2007,97.62
"20067",2804000,"Powiat elbląski",2007,90.59
"20068",2805000,"Powiat ełcki",2007,91.19
"20069",2806000,"Powiat giżycki",2007,94.8
"20070",2807000,"Powiat iławski",2007,95.65
"20071",2808000,"Powiat kętrzyński",2007,91.31
"20072",2809000,"Powiat lidzbarski",2007,97.57
"20073",2810000,"Powiat mrągowski",2007,95.43
"20074",2811000,"Powiat nidzicki",2007,95.89
"20075",2812000,"Powiat nowomiejski",2007,94.8
"20076",2813000,"Powiat olecki",2007,91.77
"20077",2814000,"Powiat olsztyński",2007,84.08
"20078",2815000,"Powiat ostródzki",2007,94.53
"20079",2816000,"Powiat piski",2007,93.19
"20080",2817000,"Powiat szczycieński",2007,95.49
"20081",2818000,"Powiat gołdapski",2007,90.47
"20082",2819000,"Powiat węgorzewski",2007,94.23
"20083",2861000,"Powiat m.Elbląg",2007,92.09
"20084",2862000,"Powiat m.Olsztyn",2007,106.81
"20085",3001000,"Powiat chodzieski",2007,96.23
"20086",3002000,"Powiat czarnkowsko-trzcianecki",2007,96.45
"20087",3003000,"Powiat gnieźnieński",2007,97.1
"20088",3004000,"Powiat gostyński",2007,97.53
"20089",3005000,"Powiat grodziski",2007,95.01
"20090",3006000,"Powiat jarociński",2007,99.79
"20091",3007000,"Powiat kaliski",2007,94.4
"20092",3008000,"Powiat kępiński",2007,98.09
"20093",3009000,"Powiat kolski",2007,97.07
"20094",3010000,"Powiat koniński",2007,93
"20095",3011000,"Powiat kościański",2007,96.55
"20096",3012000,"Powiat krotoszyński",2007,94.86
"20097",3013000,"Powiat leszczyński",2007,91.78
"20098",3014000,"Powiat międzychodzki",2007,93.75
"20099",3015000,"Powiat nowotomyski",2007,97.59
"20100",3016000,"Powiat obornicki",2007,94.72
"20101",3017000,"Powiat ostrowski",2007,96.63
"20102",3018000,"Powiat ostrzeszowski",2007,96.41
"20103",3019000,"Powiat pilski",2007,96.49
"20104",3020000,"Powiat pleszewski",2007,95.26
"20105",3021000,"Powiat poznański",2007,88.27
"20106",3022000,"Powiat rawicki",2007,98.72
"20107",3023000,"Powiat słupecki",2007,97.76
"20108",3024000,"Powiat szamotulski",2007,95.33
"20109",3025000,"Powiat średzki",2007,95.76
"20110",3026000,"Powiat śremski",2007,97.27
"20111",3027000,"Powiat turecki",2007,97.33
"20112",3028000,"Powiat wągrowiecki",2007,99.82
"20113",3029000,"Powiat wolsztyński",2007,95.28
"20114",3030000,"Powiat wrzesiński",2007,98.49
"20115",3031000,"Powiat złotowski",2007,92.45
"20116",3061000,"Powiat m.Kalisz",2007,99.97
"20117",3062000,"Powiat m.Konin",2007,106.32
"20118",3063000,"Powiat m.Leszno",2007,103.52
"20119",3064000,"Powiat m.Poznań",2007,102.4
"20120",3201000,"Powiat białogardzki",2007,89.29
"20121",3202000,"Powiat choszczeński",2007,94.13
"20122",3203000,"Powiat drawski",2007,94.17
"20123",3204000,"Powiat goleniowski",2007,93.42
"20124",3205000,"Powiat gryficki",2007,95.75
"20125",3206000,"Powiat gryfiński",2007,89.09
"20126",3207000,"Powiat kamieński",2007,89.42
"20127",3208000,"Powiat kołobrzeski",2007,96.3
"20128",3209000,"Powiat koszaliński",2007,76.18
"20129",3210000,"Powiat myśliborski",2007,94.77
"20130",3211000,"Powiat policki",2007,73.18
"20131",3212000,"Powiat pyrzycki",2007,88.57
"20132",3213000,"Powiat sławieński",2007,92.85
"20133",3214000,"Powiat stargardzki",2007,93.86
"20134",3215000,"Powiat szczecinecki",2007,94.01
"20135",3216000,"Powiat świdwiński",2007,92.31
"20136",3217000,"Powiat wałecki",2007,95.06
"20137",3218000,"Powiat łobeski",2007,91.43
"20138",3261000,"Powiat m.Koszalin",2007,106.56
"20139",3262000,"Powiat m.Szczecin",2007,100.16
"20140",3263000,"Powiat m.Świnoujście",2007,93.13
"20141",201000,"Powiat bolesławiecki",2008,94.6
"20142",202000,"Powiat dzierżoniowski",2008,90.72
"20143",203000,"Powiat głogowski",2008,97.22
"20144",204000,"Powiat górowski",2008,95.18
"20145",205000,"Powiat jaworski",2008,91.44
"20146",206000,"Powiat jeleniogórski",2008,76.57
"20147",207000,"Powiat kamiennogórski",2008,95.19
"20148",208000,"Powiat kłodzki",2008,91.91
"20149",209000,"Powiat legnicki",2008,88.32
"20150",210000,"Powiat lubański",2008,94.77
"20151",211000,"Powiat lubiński",2008,96.71
"20152",212000,"Powiat lwówecki",2008,92.15
"20153",213000,"Powiat milicki",2008,98.2
"20154",214000,"Powiat oleśnicki",2008,95.78
"20155",215000,"Powiat oławski",2008,93.57
"20156",216000,"Powiat polkowicki",2008,93.67
"20157",217000,"Powiat strzeliński",2008,96.36
"20158",218000,"Powiat średzki",2008,86.25
"20159",219000,"Powiat świdnicki",2008,93.41
"20160",220000,"Powiat trzebnicki",2008,92.19
"20161",221000,"Powiat wałbrzyski",2008,92
"20162",222000,"Powiat wołowski",2008,93.51
"20163",223000,"Powiat wrocławski",2008,83.76
"20164",224000,"Powiat ząbkowicki",2008,59.32
"20165",225000,"Powiat zgorzelecki",2008,93.9
"20166",226000,"Powiat złotoryjski",2008,91.3
"20167",261000,"Powiat m.Jelenia Góra",2008,106.45
"20168",262000,"Powiat m.Legnica",2008,97.74
"20169",264000,"Powiat m.Wrocław",2008,97.6
"20170",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"20171",401000,"Powiat aleksandrowski",2008,95.07
"20172",402000,"Powiat brodnicki",2008,96.38
"20173",403000,"Powiat bydgoski",2008,86.27
"20174",404000,"Powiat chełmiński",2008,93.78
"20175",405000,"Powiat golubsko-dobrzyński",2008,91.7
"20176",406000,"Powiat grudziądzki",2008,87.03
"20177",407000,"Powiat inowrocławski",2008,94.83
"20178",408000,"Powiat lipnowski",2008,96.01
"20179",409000,"Powiat mogileński",2008,93.62
"20180",410000,"Powiat nakielski",2008,93.2
"20181",411000,"Powiat radziejowski",2008,99.02
"20182",412000,"Powiat rypiński",2008,95.46
"20183",413000,"Powiat sępoleński",2008,89.25
"20184",414000,"Powiat świecki",2008,95.86
"20185",415000,"Powiat toruński",2008,84.05
"20186",416000,"Powiat tucholski",2008,94.2
"20187",417000,"Powiat wąbrzeski",2008,93.18
"20188",418000,"Powiat włocławski",2008,88.75
"20189",419000,"Powiat żniński",2008,97.78
"20190",461000,"Powiat m.Bydgoszcz",2008,97.72
"20191",462000,"Powiat m.Grudziądz",2008,98.29
"20192",463000,"Powiat m.Toruń",2008,99.28
"20193",464000,"Powiat m.Włocławek",2008,97.32
"20194",601000,"Powiat bialski",2008,92.57
"20195",602000,"Powiat biłgorajski",2008,96.15
"20196",603000,"Powiat chełmski",2008,93.16
"20197",604000,"Powiat hrubieszowski",2008,97.64
"20198",605000,"Powiat janowski",2008,95.65
"20199",606000,"Powiat krasnostawski",2008,97.11
"20200",607000,"Powiat kraśnicki",2008,95.02
"20201",608000,"Powiat lubartowski",2008,98.26
"20202",609000,"Powiat lubelski",2008,83.66
"20203",610000,"Powiat łęczyński",2008,96.95
"20204",611000,"Powiat łukowski",2008,97.46
"20205",612000,"Powiat opolski",2008,96.19
"20206",613000,"Powiat parczewski",2008,95.53
"20207",614000,"Powiat puławski",2008,97.93
"20208",615000,"Powiat radzyński",2008,99.05
"20209",616000,"Powiat rycki",2008,101.07
"20210",617000,"Powiat świdnicki",2008,94.16
"20211",618000,"Powiat tomaszowski",2008,96.85
"20212",619000,"Powiat włodawski",2008,94.58
"20213",620000,"Powiat zamojski",2008,89.23
"20214",661000,"Powiat m.Biała Podlaska",2008,105.74
"20215",662000,"Powiat m.Chełm",2008,103.71
"20216",663000,"Powiat m.Lublin",2008,98.27
"20217",664000,"Powiat m.Zamość",2008,111.36
"20218",801000,"Powiat gorzowski",2008,80.72
"20219",802000,"Powiat krośnieński",2008,94.09
"20220",803000,"Powiat międzyrzecki",2008,92.9
"20221",804000,"Powiat nowosolski",2008,92.66
"20222",805000,"Powiat słubicki",2008,95.67
"20223",806000,"Powiat strzelecko-drezdenecki",2008,92.8
"20224",807000,"Powiat sulęciński",2008,95.1
"20225",808000,"Powiat świebodziński",2008,95.01
"20226",809000,"Powiat zielonogórski",2008,78.96
"20227",810000,"Powiat żagański",2008,93.18
"20228",811000,"Powiat żarski",2008,96.31
"20229",812000,"Powiat wschowski",2008,93.31
"20230",861000,"Powiat m.Gorzów Wielkopolski",2008,103.11
"20231",862000,"Powiat m.Zielona Góra",2008,109.04
"20232",1001000,"Powiat bełchatowski",2008,96.55
"20233",1002000,"Powiat kutnowski",2008,95.55
"20234",1003000,"Powiat łaski",2008,96.5
"20235",1004000,"Powiat łęczycki",2008,96.83
"20236",1005000,"Powiat łowicki",2008,94.43
"20237",1006000,"Powiat łódzki wschodni",2008,95.88
"20238",1007000,"Powiat opoczyński",2008,98.62
"20239",1008000,"Powiat pabianicki",2008,91.91
"20240",1009000,"Powiat pajęczański",2008,97.95
"20241",1010000,"Powiat piotrkowski",2008,92.08
"20242",1011000,"Powiat poddębicki",2008,97.57
"20243",1012000,"Powiat radomszczański",2008,95.38
"20244",1013000,"Powiat rawski",2008,99.75
"20245",1014000,"Powiat sieradzki",2008,96.49
"20246",1015000,"Powiat skierniewicki",2008,83.9
