"","Kod","Nazwa","rok","SKOLARYZACJA_CTAB_wspolczynnik_skolaryzacji_netto_gimnazja_proc"
"21012",1021000,"Powiat brzeziński",2010,89.33
"21013",1061000,"Powiat m.Łódź",2010,93.86
"21014",1062000,"Powiat m.Piotrków Trybunalski",2010,98.73
"21015",1063000,"Powiat m.Skierniewice",2010,108.83
"21016",1201000,"Powiat bocheński",2010,95.69
"21017",1202000,"Powiat brzeski",2010,96.37
"21018",1203000,"Powiat chrzanowski",2010,93.7
"21019",1204000,"Powiat dąbrowski",2010,91.04
"21020",1205000,"Powiat gorlicki",2010,93.97
"21021",1206000,"Powiat krakowski",2010,87.69
"21022",1207000,"Powiat limanowski",2010,96.55
"21023",1208000,"Powiat miechowski",2010,95.42
"21024",1209000,"Powiat myślenicki",2010,97.28
"21025",1210000,"Powiat nowosądecki",2010,94.34
"21026",1211000,"Powiat nowotarski",2010,92.1
"21027",1212000,"Powiat olkuski",2010,97.02
"21028",1213000,"Powiat oświęcimski",2010,100.08
"21029",1214000,"Powiat proszowicki",2010,96.26
"21030",1215000,"Powiat suski",2010,95.5
"21031",1216000,"Powiat tarnowski",2010,89.36
"21032",1217000,"Powiat tatrzański",2010,85.35
"21033",1218000,"Powiat wadowicki",2010,97.55
"21034",1219000,"Powiat wielicki",2010,92.71
"21035",1261000,"Powiat m.Kraków",2010,98.57
"21036",1262000,"Powiat m.Nowy Sącz",2010,101.11
"21037",1263000,"Powiat m.Tarnów",2010,105.31
"21038",1401000,"Powiat białobrzeski",2010,96.1
"21039",1402000,"Powiat ciechanowski",2010,95.93
"21040",1403000,"Powiat garwoliński",2010,96.57
"21041",1404000,"Powiat gostyniński",2010,91.99
"21042",1405000,"Powiat grodziski",2010,101.59
"21043",1406000,"Powiat grójecki",2010,96.05
"21044",1407000,"Powiat kozienicki",2010,95.02
"21045",1408000,"Powiat legionowski",2010,93.05
"21046",1409000,"Powiat lipski",2010,93.39
"21047",1410000,"Powiat łosicki",2010,96.37
"21048",1411000,"Powiat makowski",2010,95.58
"21049",1412000,"Powiat miński",2010,97.47
"21050",1413000,"Powiat mławski",2010,94.04
"21051",1414000,"Powiat nowodworski",2010,95.68
"21052",1415000,"Powiat ostrołęcki",2010,87.81
"21053",1416000,"Powiat ostrowski",2010,97.15
"21054",1417000,"Powiat otwocki",2010,93.27
"21055",1418000,"Powiat piaseczyński",2010,92.43
"21056",1419000,"Powiat płocki",2010,88.78
"21057",1420000,"Powiat płoński",2010,96.21
"21058",1421000,"Powiat pruszkowski",2010,84.85
"21059",1422000,"Powiat przasnyski",2010,95.86
"21060",1423000,"Powiat przysuski",2010,99.08
"21061",1424000,"Powiat pułtuski",2010,97.7
"21062",1425000,"Powiat radomski",2010,89.2
"21063",1426000,"Powiat siedlecki",2010,89.41
"21064",1427000,"Powiat sierpecki",2010,93.84
"21065",1428000,"Powiat sochaczewski",2010,97.75
"21066",1429000,"Powiat sokołowski",2010,95.72
"21067",1430000,"Powiat szydłowiecki",2010,94.36
"21068",1432000,"Powiat warszawski zachodni",2010,85.01
"21069",1433000,"Powiat węgrowski",2010,95.06
"21070",1434000,"Powiat wołomiński",2010,93.39
"21071",1435000,"Powiat wyszkowski",2010,95.64
"21072",1436000,"Powiat zwoleński",2010,94.45
"21073",1437000,"Powiat żuromiński",2010,95.62
"21074",1438000,"Powiat żyrardowski",2010,94.89
"21075",1461000,"Powiat m.Ostrołęka",2010,110.6
"21076",1462000,"Powiat m.Płock",2010,103.91
"21077",1463000,"Powiat m.Radom",2010,100.42
"21078",1464000,"Powiat m.Siedlce",2010,106.94
"21079",1465000,"Powiat m. st. Warszawa",2010,101.76
"21080",1601000,"Powiat brzeski",2010,90.26
"21081",1602000,"Powiat głubczycki",2010,91.67
"21082",1603000,"Powiat kędzierzyńsko-kozielski",2010,89.95
"21083",1604000,"Powiat kluczborski",2010,91.66
"21084",1605000,"Powiat krapkowicki",2010,90.7
"21085",1606000,"Powiat namysłowski",2010,92.28
"21086",1607000,"Powiat nyski",2010,91.5
"21087",1608000,"Powiat oleski",2010,94.14
"21088",1609000,"Powiat opolski",2010,85.19
"21089",1610000,"Powiat prudnicki",2010,91.5
"21090",1611000,"Powiat strzelecki",2010,89.29
"21091",1661000,"Powiat m.Opole",2010,98.8
"21092",1801000,"Powiat bieszczadzki",2010,92.82
"21093",1802000,"Powiat brzozowski",2010,95.8
"21094",1803000,"Powiat dębicki",2010,94.41
"21095",1804000,"Powiat jarosławski",2010,92.63
"21096",1805000,"Powiat jasielski",2010,95.86
"21097",1806000,"Powiat kolbuszowski",2010,90.48
"21098",1807000,"Powiat krośnieński",2010,89.07
"21099",1808000,"Powiat leżajski",2010,91.05
"21100",1809000,"Powiat lubaczowski",2010,93.51
"21101",1810000,"Powiat łańcucki",2010,95.48
"21102",1811000,"Powiat mielecki",2010,93.79
"21103",1812000,"Powiat niżański",2010,89.79
"21104",1813000,"Powiat przemyski",2010,84.13
"21105",1814000,"Powiat przeworski",2010,96.13
"21106",1815000,"Powiat ropczycko-sędziszowski",2010,93.29
"21107",1816000,"Powiat rzeszowski",2010,87.81
"21108",1817000,"Powiat sanocki",2010,90.86
"21109",1818000,"Powiat stalowowolski",2010,92.53
"21110",1819000,"Powiat strzyżowski",2010,95.19
"21111",1820000,"Powiat tarnobrzeski",2010,90.35
"21112",1821000,"Powiat leski",2010,90.99
"21113",1861000,"Powiat m.Krosno",2010,113.46
"21114",1862000,"Powiat m.Przemyśl",2010,106.34
"21115",1863000,"Powiat m.Rzeszów",2010,105.97
"21116",1864000,"Powiat m.Tarnobrzeg",2010,101.64
"21117",2001000,"Powiat augustowski",2010,93.72
"21118",2002000,"Powiat białostocki",2010,78.92
"21119",2003000,"Powiat bielski",2010,92.74
"21120",2004000,"Powiat grajewski",2010,90.94
"21121",2005000,"Powiat hajnowski",2010,94.13
"21122",2006000,"Powiat kolneński",2010,93.11
"21123",2007000,"Powiat łomżyński",2010,70.87
"21124",2008000,"Powiat moniecki",2010,88.44
"21125",2009000,"Powiat sejneński",2010,95.38
"21126",2010000,"Powiat siemiatycki",2010,90.07
"21127",2011000,"Powiat sokólski",2010,92.39
"21128",2012000,"Powiat suwalski",2010,80.32
"21129",2013000,"Powiat wysokomazowiecki",2010,92.06
"21130",2014000,"Powiat zambrowski",2010,91.27
"21131",2061000,"Powiat m.Białystok",2010,99.52
"21132",2062000,"Powiat m.Łomża",2010,116.49
"21133",2063000,"Powiat m.Suwałki",2010,103.1
"21134",2201000,"Powiat bytowski",2010,90.32
"21135",2202000,"Powiat chojnicki",2010,96.22
"21136",2203000,"Powiat człuchowski",2010,88.13
"21137",2204000,"Powiat gdański",2010,88.35
"21138",2205000,"Powiat kartuski",2010,95.61
"21139",2206000,"Powiat kościerski",2010,93.54
"21140",2207000,"Powiat kwidzyński",2010,90.36
"21141",2208000,"Powiat lęborski",2010,91.68
"21142",2209000,"Powiat malborski",2010,96.65
"21143",2210000,"Powiat nowodworski",2010,89.91
"21144",2211000,"Powiat pucki",2010,83.65
"21145",2212000,"Powiat słupski",2010,85.98
"21146",2213000,"Powiat starogardzki",2010,94.91
"21147",2214000,"Powiat tczewski",2010,91.73
"21148",2215000,"Powiat wejherowski",2010,94.28
"21149",2216000,"Powiat sztumski",2010,83.15
"21150",2261000,"Powiat m.Gdańsk",2010,94.82
"21151",2262000,"Powiat m.Gdynia",2010,99.97
"21152",2263000,"Powiat m.Słupsk",2010,98.07
"21153",2264000,"Powiat m.Sopot",2010,79.28
"21154",2401000,"Powiat będziński",2010,86.46
"21155",2402000,"Powiat bielski",2010,89.68
"21156",2403000,"Powiat cieszyński",2010,95.33
"21157",2404000,"Powiat częstochowski",2010,90.75
"21158",2405000,"Powiat gliwicki",2010,93.15
"21159",2406000,"Powiat kłobucki",2010,94.64
"21160",2407000,"Powiat lubliniecki",2010,92.31
"21161",2408000,"Powiat mikołowski",2010,93.35
"21162",2409000,"Powiat myszkowski",2010,94.86
"21163",2410000,"Powiat pszczyński",2010,94.34
"21164",2411000,"Powiat raciborski",2010,90.68
"21165",2412000,"Powiat rybnicki",2010,91.73
"21166",2413000,"Powiat tarnogórski",2010,92.05
"21167",2414000,"Powiat bieruńsko-lędziński",2010,91.63
"21168",2415000,"Powiat wodzisławski",2010,95.56
"21169",2416000,"Powiat zawierciański",2010,95.49
"21170",2417000,"Powiat żywiecki",2010,95.76
"21171",2461000,"Powiat m.Bielsko-Biała",2010,97.11
"21172",2462000,"Powiat m.Bytom",2010,84.49
"21173",2463000,"Powiat m.Chorzów",2010,101.67
"21174",2464000,"Powiat m.Częstochowa",2010,98.78
"21175",2465000,"Powiat m.Dąbrowa Górnicza",2010,98.01
"21176",2466000,"Powiat m.Gliwice",2010,92.82
"21177",2467000,"Powiat m.Jastrzębie-Zdrój",2010,91.46
"21178",2468000,"Powiat m.Jaworzno",2010,92.47
"21179",2469000,"Powiat m.Katowice",2010,90.48
"21180",2470000,"Powiat m.Mysłowice",2010,93
"21181",2471000,"Powiat m.Piekary Śląskie",2010,88.99
"21182",2472000,"Powiat m.Ruda Śląska",2010,88.3
"21183",2473000,"Powiat m.Rybnik",2010,95.71
"21184",2474000,"Powiat m.Siemianowice Śląskie",2010,89.93
"21185",2475000,"Powiat m.Sosnowiec",2010,94.01
"21186",2476000,"Powiat m.Świętochłowice",2010,91.97
"21187",2477000,"Powiat m.Tychy",2010,96.8
"21188",2478000,"Powiat m.Zabrze",2010,91.82
"21189",2479000,"Powiat m.Żory",2010,93.71
"21190",2601000,"Powiat buski",2010,95.64
"21191",2602000,"Powiat jędrzejowski",2010,94.56
"21192",2603000,"Powiat kazimierski",2010,91.65
"21193",2604000,"Powiat kielecki",2010,90.33
"21194",2605000,"Powiat konecki",2010,94.38
"21195",2606000,"Powiat opatowski",2010,95.27
"21196",2607000,"Powiat ostrowiecki",2010,92.19
"21197",2608000,"Powiat pińczowski",2010,97
"21198",2609000,"Powiat sandomierski",2010,92.69
"21199",2610000,"Powiat skarżyski",2010,91.85
"21200",2611000,"Powiat starachowicki",2010,95.63
"21201",2612000,"Powiat staszowski",2010,96.44
"21202",2613000,"Powiat włoszczowski",2010,96.91
"21203",2661000,"Powiat m.Kielce",2010,102.84
"21204",2801000,"Powiat bartoszycki",2010,91.38
"21205",2802000,"Powiat braniewski",2010,88.67
"21206",2803000,"Powiat działdowski",2010,93.54
"21207",2804000,"Powiat elbląski",2010,88.73
"21208",2805000,"Powiat ełcki",2010,88.22
"21209",2806000,"Powiat giżycki",2010,91.08
"21210",2807000,"Powiat iławski",2010,92.87
"21211",2808000,"Powiat kętrzyński",2010,92.57
"21212",2809000,"Powiat lidzbarski",2010,90.13
"21213",2810000,"Powiat mrągowski",2010,90.75
"21214",2811000,"Powiat nidzicki",2010,89.32
"21215",2812000,"Powiat nowomiejski",2010,92.22
"21216",2813000,"Powiat olecki",2010,90.13
"21217",2814000,"Powiat olsztyński",2010,76.76
"21218",2815000,"Powiat ostródzki",2010,91.13
"21219",2816000,"Powiat piski",2010,88.89
"21220",2817000,"Powiat szczycieński",2010,92.43
"21221",2818000,"Powiat gołdapski",2010,88.69
"21222",2819000,"Powiat węgorzewski",2010,87.85
"21223",2861000,"Powiat m.Elbląg",2010,88.84
"21224",2862000,"Powiat m.Olsztyn",2010,106.64
"21225",3001000,"Powiat chodzieski",2010,95.55
"21226",3002000,"Powiat czarnkowsko-trzcianecki",2010,96.04
"21227",3003000,"Powiat gnieźnieński",2010,95.68
"21228",3004000,"Powiat gostyński",2010,96.13
"21229",3005000,"Powiat grodziski",2010,93.99
"21230",3006000,"Powiat jarociński",2010,96.31
"21231",3007000,"Powiat kaliski",2010,91.51
"21232",3008000,"Powiat kępiński",2010,97.21
"21233",3009000,"Powiat kolski",2010,96.35
"21234",3010000,"Powiat koniński",2010,90.92
"21235",3011000,"Powiat kościański",2010,96.26
"21236",3012000,"Powiat krotoszyński",2010,93.59
"21237",3013000,"Powiat leszczyński",2010,89.5
"21238",3014000,"Powiat międzychodzki",2010,92.89
"21239",3015000,"Powiat nowotomyski",2010,96.99
"21240",3016000,"Powiat obornicki",2010,92.55
"21241",3017000,"Powiat ostrowski",2010,95.71
"21242",3018000,"Powiat ostrzeszowski",2010,96.69
"21243",3019000,"Powiat pilski",2010,94.05
"21244",3020000,"Powiat pleszewski",2010,93.25
"21245",3021000,"Powiat poznański",2010,87.74
"21246",3022000,"Powiat rawicki",2010,97.34
"21247",3023000,"Powiat słupecki",2010,94.8
"21248",3024000,"Powiat szamotulski",2010,94.69
"21249",3025000,"Powiat średzki",2010,94.89
"21250",3026000,"Powiat śremski",2010,95.59
"21251",3027000,"Powiat turecki",2010,95.89
"21252",3028000,"Powiat wągrowiecki",2010,95.53
"21253",3029000,"Powiat wolsztyński",2010,95.85
"21254",3030000,"Powiat wrzesiński",2010,95.98
"21255",3031000,"Powiat złotowski",2010,89.65
"21256",3061000,"Powiat m.Kalisz",2010,98.9
"21257",3062000,"Powiat m.Konin",2010,110.38
"21258",3063000,"Powiat m.Leszno",2010,100.76
"21259",3064000,"Powiat m.Poznań",2010,102.47
"21260",3201000,"Powiat białogardzki",2010,86.42
"21261",3202000,"Powiat choszczeński",2010,91.6
"21262",3203000,"Powiat drawski",2010,91.58
"21263",3204000,"Powiat goleniowski",2010,90.77
"21264",3205000,"Powiat gryficki",2010,90.2
"21265",3206000,"Powiat gryfiński",2010,86.6
"21266",3207000,"Powiat kamieński",2010,83.95
"21267",3208000,"Powiat kołobrzeski",2010,88.92
"21268",3209000,"Powiat koszaliński",2010,72.91
"21269",3210000,"Powiat myśliborski",2010,89.76
"21270",3211000,"Powiat policki",2010,71.74
"21271",3212000,"Powiat pyrzycki",2010,89.09
"21272",3213000,"Powiat sławieński",2010,89.37
"21273",3214000,"Powiat stargardzki",2010,90.65
"21274",3215000,"Powiat szczecinecki",2010,88.81
"21275",3216000,"Powiat świdwiński",2010,87.03
"21276",3217000,"Powiat wałecki",2010,93.11
"21277",3218000,"Powiat łobeski",2010,88.1
"21278",3261000,"Powiat m.Koszalin",2010,103.7
"21279",3262000,"Powiat m.Szczecin",2010,98.08
"21280",3263000,"Powiat m.Świnoujście",2010,92.94
"21281",201000,"Powiat bolesławiecki",2011,93.5
"21282",202000,"Powiat dzierżoniowski",2011,89.02
"21283",203000,"Powiat głogowski",2011,93.63
"21284",204000,"Powiat górowski",2011,91.28
"21285",205000,"Powiat jaworski",2011,90.9
"21286",206000,"Powiat jeleniogórski",2011,71.78
"21287",207000,"Powiat kamiennogórski",2011,89.31
"21288",208000,"Powiat kłodzki",2011,88.36
"21289",209000,"Powiat legnicki",2011,81.23
"21290",210000,"Powiat lubański",2011,91.39
"21291",211000,"Powiat lubiński",2011,97.59
"21292",212000,"Powiat lwówecki",2011,87.47
"21293",213000,"Powiat milicki",2011,94.27
"21294",214000,"Powiat oleśnicki",2011,93.69
"21295",215000,"Powiat oławski",2011,89.94
"21296",216000,"Powiat polkowicki",2011,78.14
"21297",217000,"Powiat strzeliński",2011,94.52
"21298",218000,"Powiat średzki",2011,81.48
"21299",219000,"Powiat świdnicki",2011,90.26
"21300",220000,"Powiat trzebnicki",2011,89.83
"21301",221000,"Powiat wałbrzyski",2011,87.49
"21302",222000,"Powiat wołowski",2011,94.41
"21303",223000,"Powiat wrocławski",2011,81.35
"21304",224000,"Powiat ząbkowicki",2011,90.21
"21305",225000,"Powiat zgorzelecki",2011,91.59
"21306",226000,"Powiat złotoryjski",2011,88.36
"21307",261000,"Powiat m.Jelenia Góra",2011,109.83
"21308",262000,"Powiat m.Legnica",2011,99.97
"21309",264000,"Powiat m.Wrocław",2011,98.34
"21310",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"21311",401000,"Powiat aleksandrowski",2011,90.59
"21312",402000,"Powiat brodnicki",2011,94.46
"21313",403000,"Powiat bydgoski",2011,84.69
"21314",404000,"Powiat chełmiński",2011,89.73
"21315",405000,"Powiat golubsko-dobrzyński",2011,91.76
"21316",406000,"Powiat grudziądzki",2011,80.58
"21317",407000,"Powiat inowrocławski",2011,93.72
"21318",408000,"Powiat lipnowski",2011,90
"21319",409000,"Powiat mogileński",2011,89.86
"21320",410000,"Powiat nakielski",2011,91.72
"21321",411000,"Powiat radziejowski",2011,96.17
"21322",412000,"Powiat rypiński",2011,94.27
"21323",413000,"Powiat sępoleński",2011,89.51
"21324",414000,"Powiat świecki",2011,91.48
"21325",415000,"Powiat toruński",2011,82.18
"21326",416000,"Powiat tucholski",2011,91.27
"21327",417000,"Powiat wąbrzeski",2011,90.97
"21328",418000,"Powiat włocławski",2011,85.37
"21329",419000,"Powiat żniński",2011,94.94
"21330",461000,"Powiat m.Bydgoszcz",2011,94.99
"21331",462000,"Powiat m.Grudziądz",2011,98.47
"21332",463000,"Powiat m.Toruń",2011,100.19
"21333",464000,"Powiat m.Włocławek",2011,97.89
"21334",601000,"Powiat bialski",2011,89.58
"21335",602000,"Powiat biłgorajski",2011,95.51
"21336",603000,"Powiat chełmski",2011,87.42
"21337",604000,"Powiat hrubieszowski",2011,92.41
"21338",605000,"Powiat janowski",2011,94.23
"21339",606000,"Powiat krasnostawski",2011,95.03
"21340",607000,"Powiat kraśnicki",2011,92.31
"21341",608000,"Powiat lubartowski",2011,94.33
"21342",609000,"Powiat lubelski",2011,79.74
"21343",610000,"Powiat łęczyński",2011,93.72
"21344",611000,"Powiat łukowski",2011,95.84
"21345",612000,"Powiat opolski",2011,93.77
"21346",613000,"Powiat parczewski",2011,92.13
"21347",614000,"Powiat puławski",2011,95.28
"21348",615000,"Powiat radzyński",2011,97.65
"21349",616000,"Powiat rycki",2011,99.61
"21350",617000,"Powiat świdnicki",2011,92.11
"21351",618000,"Powiat tomaszowski",2011,94.32
"21352",619000,"Powiat włodawski",2011,93.79
"21353",620000,"Powiat zamojski",2011,85.54
"21354",661000,"Powiat m.Biała Podlaska",2011,111.49
"21355",662000,"Powiat m.Chełm",2011,105.64
"21356",663000,"Powiat m.Lublin",2011,101.34
"21357",664000,"Powiat m.Zamość",2011,112.36
"21358",801000,"Powiat gorzowski",2011,79.29
"21359",802000,"Powiat krośnieński",2011,89.53
"21360",803000,"Powiat międzyrzecki",2011,88.88
"21361",804000,"Powiat nowosolski",2011,89.08
"21362",805000,"Powiat słubicki",2011,91.18
"21363",806000,"Powiat strzelecko-drezdenecki",2011,88.6
"21364",807000,"Powiat sulęciński",2011,90.77
"21365",808000,"Powiat świebodziński",2011,92.36
"21366",809000,"Powiat zielonogórski",2011,77.17
"21367",810000,"Powiat żagański",2011,89.83
"21368",811000,"Powiat żarski",2011,93.04
"21369",812000,"Powiat wschowski",2011,91.58
"21370",861000,"Powiat m.Gorzów Wielkopolski",2011,102.3
"21371",862000,"Powiat m.Zielona Góra",2011,111.19
"21372",1001000,"Powiat bełchatowski",2011,97.2
"21373",1002000,"Powiat kutnowski",2011,95.75
"21374",1003000,"Powiat łaski",2011,93.5
"21375",1004000,"Powiat łęczycki",2011,95.06
"21376",1005000,"Powiat łowicki",2011,96.69
"21377",1006000,"Powiat łódzki wschodni",2011,90.57
"21378",1007000,"Powiat opoczyński",2011,96.44
"21379",1008000,"Powiat pabianicki",2011,90.37
"21380",1009000,"Powiat pajęczański",2011,96.25
"21381",1010000,"Powiat piotrkowski",2011,90.88
"21382",1011000,"Powiat poddębicki",2011,95.34
"21383",1012000,"Powiat radomszczański",2011,94.03
"21384",1013000,"Powiat rawski",2011,97.34
"21385",1014000,"Powiat sieradzki",2011,95.41
"21386",1015000,"Powiat skierniewicki",2011,83.17
"21387",1016000,"Powiat tomaszowski",2011,94.94
"21388",1017000,"Powiat wieluński",2011,96.88
"21389",1018000,"Powiat wieruszowski",2011,96.22
"21390",1019000,"Powiat zduńskowolski",2011,95.61
"21391",1020000,"Powiat zgierski",2011,89.51
"21392",1021000,"Powiat brzeziński",2011,89.92
"21393",1061000,"Powiat m.Łódź",2011,94.33
"21394",1062000,"Powiat m.Piotrków Trybunalski",2011,97.93
"21395",1063000,"Powiat m.Skierniewice",2011,109.88
"21396",1201000,"Powiat bocheński",2011,95.63
"21397",1202000,"Powiat brzeski",2011,95.62
"21398",1203000,"Powiat chrzanowski",2011,93.39
"21399",1204000,"Powiat dąbrowski",2011,91.09
"21400",1205000,"Powiat gorlicki",2011,94.47
"21401",1206000,"Powiat krakowski",2011,86.74
"21402",1207000,"Powiat limanowski",2011,96.32
"21403",1208000,"Powiat miechowski",2011,95.97
"21404",1209000,"Powiat myślenicki",2011,96.51
"21405",1210000,"Powiat nowosądecki",2011,92.58
"21406",1211000,"Powiat nowotarski",2011,91.11
"21407",1212000,"Powiat olkuski",2011,96.31
"21408",1213000,"Powiat oświęcimski",2011,99.77
"21409",1214000,"Powiat proszowicki",2011,95.29
"21410",1215000,"Powiat suski",2011,95.35
"21411",1216000,"Powiat tarnowski",2011,88.6
"21412",1217000,"Powiat tatrzański",2011,86.04
"21413",1218000,"Powiat wadowicki",2011,97.22
"21414",1219000,"Powiat wielicki",2011,92.65
"21415",1261000,"Powiat m.Kraków",2011,98.26
"21416",1262000,"Powiat m.Nowy Sącz",2011,101.76
"21417",1263000,"Powiat m.Tarnów",2011,105.94
"21418",1401000,"Powiat białobrzeski",2011,95.07
"21419",1402000,"Powiat ciechanowski",2011,95.68
"21420",1403000,"Powiat garwoliński",2011,97.56
"21421",1404000,"Powiat gostyniński",2011,91.03
"21422",1405000,"Powiat grodziski",2011,99.93
"21423",1406000,"Powiat grójecki",2011,96.66
"21424",1407000,"Powiat kozienicki",2011,94.09
"21425",1408000,"Powiat legionowski",2011,91.62
"21426",1409000,"Powiat lipski",2011,97.6
"21427",1410000,"Powiat łosicki",2011,95.39
"21428",1411000,"Powiat makowski",2011,94.53
"21429",1412000,"Powiat miński",2011,97.15
"21430",1413000,"Powiat mławski",2011,94.86
"21431",1414000,"Powiat nowodworski",2011,95.08
"21432",1415000,"Powiat ostrołęcki",2011,87.23
"21433",1416000,"Powiat ostrowski",2011,97.53
"21434",1417000,"Powiat otwocki",2011,94.07
"21435",1418000,"Powiat piaseczyński",2011,92.83
"21436",1419000,"Powiat płocki",2011,88.24
"21437",1420000,"Powiat płoński",2011,95.76
"21438",1421000,"Powiat pruszkowski",2011,82.09
"21439",1422000,"Powiat przasnyski",2011,93.98
"21440",1423000,"Powiat przysuski",2011,101.16
"21441",1424000,"Powiat pułtuski",2011,98.15
"21442",1425000,"Powiat radomski",2011,88.35
"21443",1426000,"Powiat siedlecki",2011,89.69
"21444",1427000,"Powiat sierpecki",2011,93.83
"21445",1428000,"Powiat sochaczewski",2011,98.42
"21446",1429000,"Powiat sokołowski",2011,95.26
"21447",1430000,"Powiat szydłowiecki",2011,93.59
"21448",1432000,"Powiat warszawski zachodni",2011,82.38
"21449",1433000,"Powiat węgrowski",2011,95.61
"21450",1434000,"Powiat wołomiński",2011,93.23
"21451",1435000,"Powiat wyszkowski",2011,95.2
"21452",1436000,"Powiat zwoleński",2011,92.03
"21453",1437000,"Powiat żuromiński",2011,94.43
"21454",1438000,"Powiat żyrardowski",2011,95.35
"21455",1461000,"Powiat m.Ostrołęka",2011,113.12
"21456",1462000,"Powiat m.Płock",2011,105.43
"21457",1463000,"Powiat m.Radom",2011,100.99
"21458",1464000,"Powiat m.Siedlce",2011,106.85
"21459",1465000,"Powiat m. st. Warszawa",2011,101.38
"21460",1601000,"Powiat brzeski",2011,89.18
"21461",1602000,"Powiat głubczycki",2011,89.66
"21462",1603000,"Powiat kędzierzyńsko-kozielski",2011,88.32
"21463",1604000,"Powiat kluczborski",2011,90.69
"21464",1605000,"Powiat krapkowicki",2011,89.84
"21465",1606000,"Powiat namysłowski",2011,93.39
"21466",1607000,"Powiat nyski",2011,90.07
"21467",1608000,"Powiat oleski",2011,93.71
"21468",1609000,"Powiat opolski",2011,85.81
"21469",1610000,"Powiat prudnicki",2011,89.81
"21470",1611000,"Powiat strzelecki",2011,87.84
"21471",1661000,"Powiat m.Opole",2011,99.46
"21472",1801000,"Powiat bieszczadzki",2011,95.66
"21473",1802000,"Powiat brzozowski",2011,95.4
"21474",1803000,"Powiat dębicki",2011,93.08
"21475",1804000,"Powiat jarosławski",2011,92.58
"21476",1805000,"Powiat jasielski",2011,94.57
"21477",1806000,"Powiat kolbuszowski",2011,89.5
"21478",1807000,"Powiat krośnieński",2011,87.94
"21479",1808000,"Powiat leżajski",2011,91.95
"21480",1809000,"Powiat lubaczowski",2011,93.4
"21481",1810000,"Powiat łańcucki",2011,95.47
"21482",1811000,"Powiat mielecki",2011,93.66
"21483",1812000,"Powiat niżański",2011,88.56
"21484",1813000,"Powiat przemyski",2011,81.53
"21485",1814000,"Powiat przeworski",2011,95.22
"21486",1815000,"Powiat ropczycko-sędziszowski",2011,92.77
"21487",1816000,"Powiat rzeszowski",2011,86.56
"21488",1817000,"Powiat sanocki",2011,90.7
"21489",1818000,"Powiat stalowowolski",2011,92.45
"21490",1819000,"Powiat strzyżowski",2011,94.16
"21491",1820000,"Powiat tarnobrzeski",2011,88.26
"21492",1821000,"Powiat leski",2011,88.22
"21493",1861000,"Powiat m.Krosno",2011,115.25
"21494",1862000,"Powiat m.Przemyśl",2011,109.09
"21495",1863000,"Powiat m.Rzeszów",2011,106.47
"21496",1864000,"Powiat m.Tarnobrzeg",2011,102.93
"21497",2001000,"Powiat augustowski",2011,93.38
"21498",2002000,"Powiat białostocki",2011,78.1
"21499",2003000,"Powiat bielski",2011,91.37
"21500",2004000,"Powiat grajewski",2011,90.66
"21501",2005000,"Powiat hajnowski",2011,93.15
"21502",2006000,"Powiat kolneński",2011,93.65
"21503",2007000,"Powiat łomżyński",2011,70.65
"21504",2008000,"Powiat moniecki",2011,87.08
"21505",2009000,"Powiat sejneński",2011,93.73
"21506",2010000,"Powiat siemiatycki",2011,88.64
"21507",2011000,"Powiat sokólski",2011,92.7
"21508",2012000,"Powiat suwalski",2011,81
"21509",2013000,"Powiat wysokomazowiecki",2011,90.21
"21510",2014000,"Powiat zambrowski",2011,89.74
"21511",2061000,"Powiat m.Białystok",2011,100.39
"21512",2062000,"Powiat m.Łomża",2011,114.54
"21513",2063000,"Powiat m.Suwałki",2011,102.82
"21514",2201000,"Powiat bytowski",2011,89.55
"21515",2202000,"Powiat chojnicki",2011,96.09
"21516",2203000,"Powiat człuchowski",2011,89.72
"21517",2204000,"Powiat gdański",2011,87.97
"21518",2205000,"Powiat kartuski",2011,94.79
"21519",2206000,"Powiat kościerski",2011,93.39
"21520",2207000,"Powiat kwidzyński",2011,89.48
"21521",2208000,"Powiat lęborski",2011,92.35
"21522",2209000,"Powiat malborski",2011,96.92
"21523",2210000,"Powiat nowodworski",2011,89.04
"21524",2211000,"Powiat pucki",2011,83.16
"21525",2212000,"Powiat słupski",2011,85.04
"21526",2213000,"Powiat starogardzki",2011,91.03
"21527",2214000,"Powiat tczewski",2011,90.81
"21528",2215000,"Powiat wejherowski",2011,93.81
"21529",2216000,"Powiat sztumski",2011,81.55
"21530",2261000,"Powiat m.Gdańsk",2011,95.24
"21531",2262000,"Powiat m.Gdynia",2011,99.89
"21532",2263000,"Powiat m.Słupsk",2011,99.51
"21533",2264000,"Powiat m.Sopot",2011,78.29
"21534",2401000,"Powiat będziński",2011,85.77
"21535",2402000,"Powiat bielski",2011,89.29
"21536",2403000,"Powiat cieszyński",2011,95.13
"21537",2404000,"Powiat częstochowski",2011,90.82
"21538",2405000,"Powiat gliwicki",2011,92.17
"21539",2406000,"Powiat kłobucki",2011,94.39
"21540",2407000,"Powiat lubliniecki",2011,92.43
"21541",2408000,"Powiat mikołowski",2011,93.01
"21542",2409000,"Powiat myszkowski",2011,94.15
"21543",2410000,"Powiat pszczyński",2011,94.36
