"","Kod","Nazwa","rok","Lozka_w_szpitalach_ogolnych_wskazniki_loZka_w_szpitalach_ogolnych"
"2637",1008000,"Powiat pabianicki",2012,395
"2638",1009000,"Powiat pajęczański",2012,28
"2639",1010000,"Powiat piotrkowski",2012,28
"2640",1011000,"Powiat poddębicki",2012,211
"2641",1012000,"Powiat radomszczański",2012,434
"2642",1013000,"Powiat rawski",2012,166
"2643",1014000,"Powiat sieradzki",2012,786
"2644",1016000,"Powiat tomaszowski",2012,442
"2645",1017000,"Powiat wieluński",2012,309
"2646",1018000,"Powiat wieruszowski",2012,42
"2647",1019000,"Powiat zduńskowolski",2012,199
"2648",1020000,"Powiat zgierski",2012,877
"2649",1021000,"Powiat brzeziński",2012,181
"2650",1061000,"Powiat m.Łódź",2012,5796
"2651",1062000,"Powiat m.Piotrków Trybunalski",2012,570
"2652",1063000,"Powiat m.Skierniewice",2012,393
"2653",1201000,"Powiat bocheński",2012,211
"2654",1202000,"Powiat brzeski",2012,290
"2655",1203000,"Powiat chrzanowski",2012,571
"2656",1204000,"Powiat dąbrowski",2012,267
"2657",1205000,"Powiat gorlicki",2012,505
"2658",1206000,"Powiat krakowski",2012,362
"2659",1207000,"Powiat limanowski",2012,456
"2660",1208000,"Powiat miechowski",2012,308
"2661",1209000,"Powiat myślenicki",2012,285
"2662",1210000,"Powiat nowosądecki",2012,253
"2663",1211000,"Powiat nowotarski",2012,871
"2664",1212000,"Powiat olkuski",2012,500
"2665",1213000,"Powiat oświęcimski",2012,507
"2666",1214000,"Powiat proszowicki",2012,271
"2667",1215000,"Powiat suski",2012,402
"2668",1216000,"Powiat tarnowski",2012,149
"2669",1217000,"Powiat tatrzański",2012,710
"2670",1218000,"Powiat wadowicki",2012,281
"2671",1219000,"Powiat wielicki",2012,10
"2672",1261000,"Powiat m.Kraków",2012,6047
"2673",1262000,"Powiat m.Nowy Sącz",2012,677
"2674",1263000,"Powiat m.Tarnów",2012,1019
"2675",1402000,"Powiat ciechanowski",2012,665
"2676",1403000,"Powiat garwoliński",2012,293
"2677",1404000,"Powiat gostyniński",2012,357
"2678",1405000,"Powiat grodziski",2012,336
"2679",1406000,"Powiat grójecki",2012,406
"2680",1407000,"Powiat kozienicki",2012,364
"2681",1408000,"Powiat legionowski",2012,110
"2682",1409000,"Powiat lipski",2012,234
"2683",1410000,"Powiat łosicki",2012,123
"2684",1411000,"Powiat makowski",2012,206
"2685",1412000,"Powiat miński",2012,376
"2686",1413000,"Powiat mławski",2012,195
"2687",1414000,"Powiat nowodworski",2012,159
"2688",1416000,"Powiat ostrowski",2012,227
"2689",1417000,"Powiat otwocki",2012,1319
"2690",1418000,"Powiat piaseczyński",2012,943
"2691",1420000,"Powiat płoński",2012,256
"2692",1421000,"Powiat pruszkowski",2012,433
"2693",1422000,"Powiat przasnyski",2012,304
"2694",1423000,"Powiat przysuski",2012,57
"2695",1424000,"Powiat pułtuski",2012,169
"2696",1425000,"Powiat radomski",2012,248
"2697",1427000,"Powiat sierpecki",2012,198
"2698",1428000,"Powiat sochaczewski",2012,344
"2699",1429000,"Powiat sokołowski",2012,325
"2700",1432000,"Powiat warszawski zachodni",2012,161
"2701",1433000,"Powiat węgrowski",2012,171
"2702",1434000,"Powiat wołomiński",2012,348
"2703",1435000,"Powiat wyszkowski",2012,221
"2704",1436000,"Powiat zwoleński",2012,35
"2705",1437000,"Powiat żuromiński",2012,150
"2706",1438000,"Powiat żyrardowski",2012,317
"2707",1461000,"Powiat m.Ostrołęka",2012,495
"2708",1462000,"Powiat m.Płock",2012,1205
"2709",1463000,"Powiat m.Radom",2012,1440
"2710",1464000,"Powiat m.Siedlce",2012,794
"2711",1465000,"Powiat m. st. Warszawa",2012,12275
"2712",1601000,"Powiat brzeski",2012,268
"2713",1602000,"Powiat głubczycki",2012,147
"2714",1603000,"Powiat kędzierzyńsko-kozielski",2012,413
"2715",1604000,"Powiat kluczborski",2012,174
"2716",1605000,"Powiat krapkowicki",2012,141
"2717",1606000,"Powiat namysłowski",2012,207
"2718",1607000,"Powiat nyski",2012,1348
"2719",1608000,"Powiat oleski",2012,213
"2720",1609000,"Powiat opolski",2012,281
"2721",1610000,"Powiat prudnicki",2012,179
"2722",1611000,"Powiat strzelecki",2012,199
"2723",1661000,"Powiat m.Opole",2012,1403
"2724",1801000,"Powiat bieszczadzki",2012,124
"2725",1802000,"Powiat brzozowski",2012,482
"2726",1803000,"Powiat dębicki",2012,510
"2727",1804000,"Powiat jarosławski",2012,305
"2728",1805000,"Powiat jasielski",2012,388
"2729",1806000,"Powiat kolbuszowski",2012,201
"2730",1808000,"Powiat leżajski",2012,419
"2731",1809000,"Powiat lubaczowski",2012,241
"2732",1810000,"Powiat łańcucki",2012,274
"2733",1811000,"Powiat mielecki",2012,534
"2734",1812000,"Powiat niżański",2012,230
"2735",1813000,"Powiat przemyski",2012,0
"2736",1814000,"Powiat przeworski",2012,301
"2737",1815000,"Powiat ropczycko-sędziszowski",2012,79
"2738",1816000,"Powiat rzeszowski",2012,195
"2739",1817000,"Powiat sanocki",2012,427
"2740",1818000,"Powiat stalowowolski",2012,548
"2741",1819000,"Powiat strzyżowski",2012,128
"2742",1820000,"Powiat tarnobrzeski",2012,286
"2743",1821000,"Powiat leski",2012,162
"2744",1861000,"Powiat m.Krosno",2012,688
"2745",1862000,"Powiat m.Przemyśl",2012,1001
"2746",1863000,"Powiat m.Rzeszów",2012,2201
"2747",1864000,"Powiat m.Tarnobrzeg",2012,376
"2748",2001000,"Powiat augustowski",2012,242
"2749",2002000,"Powiat białostocki",2012,129
"2750",2003000,"Powiat bielski",2012,247
"2751",2004000,"Powiat grajewski",2012,248
"2752",2005000,"Powiat hajnowski",2012,322
"2753",2006000,"Powiat kolneński",2012,148
"2754",2008000,"Powiat moniecki",2012,188
"2755",2009000,"Powiat sejneński",2012,88
"2756",2010000,"Powiat siemiatycki",2012,146
"2757",2011000,"Powiat sokólski",2012,251
"2758",2013000,"Powiat wysokomazowiecki",2012,161
"2759",2014000,"Powiat zambrowski",2012,98
"2760",2061000,"Powiat m.Białystok",2012,2513
"2761",2062000,"Powiat m.Łomża",2012,604
"2762",2063000,"Powiat m.Suwałki",2012,466
"2763",2201000,"Powiat bytowski",2012,252
"2764",2202000,"Powiat chojnicki",2012,447
"2765",2203000,"Powiat człuchowski",2012,194
"2766",2205000,"Powiat kartuski",2012,340
"2767",2206000,"Powiat kościerski",2012,414
"2768",2207000,"Powiat kwidzyński",2012,332
"2769",2208000,"Powiat lęborski",2012,266
"2770",2209000,"Powiat malborski",2012,168
"2771",2210000,"Powiat nowodworski",2012,241
"2772",2211000,"Powiat pucki",2012,241
"2773",2213000,"Powiat starogardzki",2012,322
"2774",2214000,"Powiat tczewski",2012,259
"2775",2215000,"Powiat wejherowski",2012,530
"2776",2216000,"Powiat sztumski",2012,279
"2777",2261000,"Powiat m.Gdańsk",2012,3019
"2778",2262000,"Powiat m.Gdynia",2012,931
"2779",2263000,"Powiat m.Słupsk",2012,641
"2780",2264000,"Powiat m.Sopot",2012,192
"2781",2401000,"Powiat będziński",2012,506
"2782",2402000,"Powiat bielski",2012,744
"2783",2403000,"Powiat cieszyński",2012,1653
"2784",2404000,"Powiat częstochowski",2012,156
"2785",2405000,"Powiat gliwicki",2012,504
"2786",2406000,"Powiat kłobucki",2012,120
"2787",2407000,"Powiat lubliniecki",2012,339
"2788",2408000,"Powiat mikołowski",2012,347
"2789",2409000,"Powiat myszkowski",2012,250
"2790",2410000,"Powiat pszczyński",2012,621
"2791",2411000,"Powiat raciborski",2012,434
"2792",2413000,"Powiat tarnogórski",2012,1203
"2793",2414000,"Powiat bieruńsko-lędziński",2012,40
"2794",2415000,"Powiat wodzisławski",2012,788
"2795",2416000,"Powiat zawierciański",2012,364
"2796",2417000,"Powiat żywiecki",2012,374
"2797",2461000,"Powiat m.Bielsko-Biała",2012,1186
"2798",2462000,"Powiat m.Bytom",2012,1479
"2799",2463000,"Powiat m.Chorzów",2012,870
"2800",2464000,"Powiat m.Częstochowa",2012,1727
"2801",2465000,"Powiat m.Dąbrowa Górnicza",2012,472
"2802",2466000,"Powiat m.Gliwice",2012,1141
"2803",2467000,"Powiat m.Jastrzębie-Zdrój",2012,605
"2804",2468000,"Powiat m.Jaworzno",2012,382
"2805",2469000,"Powiat m.Katowice",2012,3641
"2806",2470000,"Powiat m.Mysłowice",2012,248
"2807",2471000,"Powiat m.Piekary Śląskie",2012,437
"2808",2472000,"Powiat m.Ruda Śląska",2012,474
"2809",2473000,"Powiat m.Rybnik",2012,681
"2810",2474000,"Powiat m.Siemianowice Śląskie",2012,309
"2811",2475000,"Powiat m.Sosnowiec",2012,1568
"2812",2476000,"Powiat m.Świętochłowice",2012,291
"2813",2477000,"Powiat m.Tychy",2012,579
"2814",2478000,"Powiat m.Zabrze",2012,1261
"2815",2479000,"Powiat m.Żory",2012,207
"2816",2601000,"Powiat buski",2012,538
"2817",2602000,"Powiat jędrzejowski",2012,186
"2818",2603000,"Powiat kazimierski",2012,57
"2819",2604000,"Powiat kielecki",2012,427
"2820",2605000,"Powiat konecki",2012,609
"2821",2606000,"Powiat opatowski",2012,176
"2822",2607000,"Powiat ostrowiecki",2012,473
"2823",2608000,"Powiat pińczowski",2012,162
"2824",2609000,"Powiat sandomierski",2012,518
"2825",2610000,"Powiat skarżyski",2012,388
"2826",2611000,"Powiat starachowicki",2012,440
"2827",2612000,"Powiat staszowski",2012,289
"2828",2613000,"Powiat włoszczowski",2012,288
"2829",2661000,"Powiat m.Kielce",2012,2030
"2830",2801000,"Powiat bartoszycki",2012,320
"2831",2802000,"Powiat braniewski",2012,94
"2832",2803000,"Powiat działdowski",2012,330
"2833",2804000,"Powiat elbląski",2012,50
"2834",2805000,"Powiat ełcki",2012,420
"2835",2806000,"Powiat giżycki",2012,245
"2836",2807000,"Powiat iławski",2012,166
"2837",2808000,"Powiat kętrzyński",2012,121
"2838",2809000,"Powiat lidzbarski",2012,140
"2839",2810000,"Powiat mrągowski",2012,83
"2840",2811000,"Powiat nidzicki",2012,139
"2841",2812000,"Powiat nowomiejski",2012,120
"2842",2813000,"Powiat olecki",2012,462
"2843",2814000,"Powiat olsztyński",2012,319
"2844",2815000,"Powiat ostródzki",2012,182
"2845",2816000,"Powiat piski",2012,161
"2846",2817000,"Powiat szczycieński",2012,54
"2847",2818000,"Powiat gołdapski",2012,349
"2848",2819000,"Powiat węgorzewski",2012,89
"2849",2861000,"Powiat m.Elbląg",2012,1065
"2850",2862000,"Powiat m.Olsztyn",2012,1791
"2851",3001000,"Powiat chodzieski",2012,375
"2852",3002000,"Powiat czarnkowsko-trzcianecki",2012,311
"2853",3003000,"Powiat gnieźnieński",2012,369
"2854",3004000,"Powiat gostyński",2012,264
"2855",3005000,"Powiat grodziski",2012,115
"2856",3006000,"Powiat jarociński",2012,183
"2857",3007000,"Powiat kaliski",2012,147
"2858",3008000,"Powiat kępiński",2012,257
"2859",3009000,"Powiat kolski",2012,224
"2860",3011000,"Powiat kościański",2012,251
"2861",3012000,"Powiat krotoszyński",2012,256
"2862",3013000,"Powiat leszczyński",2012,193
"2863",3014000,"Powiat międzychodzki",2012,116
"2864",3015000,"Powiat nowotomyski",2012,188
"2865",3016000,"Powiat obornicki",2012,341
"2866",3017000,"Powiat ostrowski",2012,499
"2867",3018000,"Powiat ostrzeszowski",2012,124
"2868",3019000,"Powiat pilski",2012,757
"2869",3020000,"Powiat pleszewski",2012,282
"2870",3021000,"Powiat poznański",2012,370
"2871",3022000,"Powiat rawicki",2012,155
"2872",3023000,"Powiat słupecki",2012,243
"2873",3024000,"Powiat szamotulski",2012,198
"2874",3025000,"Powiat średzki",2012,168
"2875",3026000,"Powiat śremski",2012,364
"2876",3027000,"Powiat turecki",2012,199
"2877",3028000,"Powiat wągrowiecki",2012,176
"2878",3029000,"Powiat wolsztyński",2012,177
"2879",3030000,"Powiat wrzesiński",2012,203
"2880",3031000,"Powiat złotowski",2012,292
"2881",3061000,"Powiat m.Kalisz",2012,857
"2882",3062000,"Powiat m.Konin",2012,909
"2883",3063000,"Powiat m.Leszno",2012,515
"2884",3064000,"Powiat m.Poznań",2012,6040
"2885",3201000,"Powiat białogardzki",2012,317
"2886",3202000,"Powiat choszczeński",2012,387
"2887",3203000,"Powiat drawski",2012,277
"2888",3204000,"Powiat goleniowski",2012,278
"2889",3205000,"Powiat gryficki",2012,443
"2890",3206000,"Powiat gryfiński",2012,81
"2891",3207000,"Powiat kamieński",2012,83
"2892",3208000,"Powiat kołobrzeski",2012,374
"2893",3210000,"Powiat myśliborski",2012,236
"2894",3211000,"Powiat policki",2012,191
"2895",3212000,"Powiat pyrzycki",2012,150
"2896",3213000,"Powiat sławieński",2012,166
"2897",3214000,"Powiat stargardzki",2012,307
"2898",3215000,"Powiat szczecinecki",2012,210
"2899",3216000,"Powiat świdwiński",2012,107
"2900",3217000,"Powiat wałecki",2012,335
"2901",3218000,"Powiat łobeski",2012,20
"2902",3261000,"Powiat m.Koszalin",2012,777
"2903",3262000,"Powiat m.Szczecin",2012,3531
"2904",3263000,"Powiat m.Świnoujście",2012,117
"2905",201000,"Powiat bolesławiecki",2013,194
"2906",202000,"Powiat dzierżoniowski",2013,199
"2907",203000,"Powiat głogowski",2013,200
"2908",204000,"Powiat górowski",2013,106
"2909",205000,"Powiat jaworski",2013,84
"2910",206000,"Powiat jeleniogórski",2013,773
"2911",207000,"Powiat kamiennogórski",2013,390
"2912",208000,"Powiat kłodzki",2013,1005
"2913",210000,"Powiat lubański",2013,321
"2914",211000,"Powiat lubiński",2013,721
"2915",212000,"Powiat lwówecki",2013,395
"2916",213000,"Powiat milicki",2013,373
"2917",214000,"Powiat oleśnicki",2013,247
"2918",215000,"Powiat oławski",2013,269
"2919",217000,"Powiat strzeliński",2013,121
"2920",218000,"Powiat średzki",2013,87
"2921",219000,"Powiat świdnicki",2013,494
"2922",220000,"Powiat trzebnicki",2013,359
"2923",221000,"Powiat wałbrzyski",2013,117
"2924",222000,"Powiat wołowski",2013,156
"2925",223000,"Powiat wrocławski",2013,64
"2926",224000,"Powiat ząbkowicki",2013,84
"2927",225000,"Powiat zgorzelecki",2013,582
"2928",226000,"Powiat złotoryjski",2013,235
"2929",261000,"Powiat m.Jelenia Góra",2013,630
"2930",262000,"Powiat m.Legnica",2013,592
"2931",264000,"Powiat m.Wrocław",2013,5458
"2932",265000,"Powiat m.Wałbrzych od 2013",2013,817
"2933",401000,"Powiat aleksandrowski",2013,208
"2934",402000,"Powiat brodnicki",2013,162
"2935",403000,"Powiat bydgoski",2013,19
"2936",404000,"Powiat chełmiński",2013,164
"2937",405000,"Powiat golubsko-dobrzyński",2013,225
"2938",406000,"Powiat grudziądzki",2013,35
"2939",407000,"Powiat inowrocławski",2013,514
"2940",408000,"Powiat lipnowski",2013,346
"2941",409000,"Powiat mogileński",2013,122
"2942",410000,"Powiat nakielski",2013,183
"2943",411000,"Powiat radziejowski",2013,275
"2944",412000,"Powiat rypiński",2013,170
"2945",413000,"Powiat sępoleński",2013,135
"2946",414000,"Powiat świecki",2013,295
"2947",415000,"Powiat toruński",2013,110
"2948",416000,"Powiat tucholski",2013,133
"2949",417000,"Powiat wąbrzeski",2013,128
"2950",419000,"Powiat żniński",2013,178
"2951",461000,"Powiat m.Bydgoszcz",2013,3295
"2952",462000,"Powiat m.Grudziądz",2013,906
"2953",463000,"Powiat m.Toruń",2013,1379
"2954",464000,"Powiat m.Włocławek",2013,660
"2955",601000,"Powiat bialski",2013,152
"2956",602000,"Powiat biłgorajski",2013,312
"2957",603000,"Powiat chełmski",2013,46
"2958",604000,"Powiat hrubieszowski",2013,369
"2959",605000,"Powiat janowski",2013,280
"2960",606000,"Powiat krasnostawski",2013,290
"2961",607000,"Powiat kraśnicki",2013,346
"2962",608000,"Powiat lubartowski",2013,269
"2963",609000,"Powiat lubelski",2013,177
"2964",610000,"Powiat łęczyński",2013,183
"2965",611000,"Powiat łukowski",2013,513
"2966",612000,"Powiat opolski",2013,295
"2967",613000,"Powiat parczewski",2013,239
"2968",614000,"Powiat puławski",2013,684
"2969",615000,"Powiat radzyński",2013,304
"2970",616000,"Powiat rycki",2013,160
"2971",617000,"Powiat świdnicki",2013,247
"2972",618000,"Powiat tomaszowski",2013,446
"2973",619000,"Powiat włodawski",2013,258
"2974",620000,"Powiat zamojski",2013,66
"2975",661000,"Powiat m.Biała Podlaska",2013,583
"2976",662000,"Powiat m.Chełm",2013,589
"2977",663000,"Powiat m.Lublin",2013,3951
"2978",664000,"Powiat m.Zamość",2013,743
"2979",801000,"Powiat gorzowski",2013,161
"2980",802000,"Powiat krośnieński",2013,95
"2981",803000,"Powiat międzyrzecki",2013,273
"2982",804000,"Powiat nowosolski",2013,483
"2983",805000,"Powiat słubicki",2013,150
"2984",806000,"Powiat strzelecko-drezdenecki",2013,131
"2985",807000,"Powiat sulęciński",2013,366
"2986",808000,"Powiat świebodziński",2013,205
"2987",809000,"Powiat zielonogórski",2013,224
"2988",810000,"Powiat żagański",2013,176
"2989",811000,"Powiat żarski",2013,430
"2990",812000,"Powiat wschowski",2013,82
"2991",861000,"Powiat m.Gorzów Wielkopolski",2013,836
"2992",862000,"Powiat m.Zielona Góra",2013,857
"2993",1001000,"Powiat bełchatowski",2013,791
"2994",1002000,"Powiat kutnowski",2013,372
"2995",1003000,"Powiat łaski",2013,332
"2996",1004000,"Powiat łęczycki",2013,240
"2997",1005000,"Powiat łowicki",2013,219
"2998",1006000,"Powiat łódzki wschodni",2013,351
"2999",1007000,"Powiat opoczyński",2013,230
"3000",1008000,"Powiat pabianicki",2013,395
"3001",1009000,"Powiat pajęczański",2013,28
"3002",1010000,"Powiat piotrkowski",2013,28
"3003",1011000,"Powiat poddębicki",2013,261
"3004",1012000,"Powiat radomszczański",2013,429
"3005",1013000,"Powiat rawski",2013,166
"3006",1014000,"Powiat sieradzki",2013,788
"3007",1016000,"Powiat tomaszowski",2013,441
"3008",1017000,"Powiat wieluński",2013,315
"3009",1018000,"Powiat wieruszowski",2013,42
"3010",1019000,"Powiat zduńskowolski",2013,199
"3011",1020000,"Powiat zgierski",2013,894
"3012",1021000,"Powiat brzeziński",2013,161
"3013",1061000,"Powiat m.Łódź",2013,5773
"3014",1062000,"Powiat m.Piotrków Trybunalski",2013,580
"3015",1063000,"Powiat m.Skierniewice",2013,393
"3016",1201000,"Powiat bocheński",2013,218
"3017",1202000,"Powiat brzeski",2013,296
"3018",1203000,"Powiat chrzanowski",2013,582
"3019",1204000,"Powiat dąbrowski",2013,246
"3020",1205000,"Powiat gorlicki",2013,476
"3021",1206000,"Powiat krakowski",2013,348
"3022",1207000,"Powiat limanowski",2013,443
"3023",1208000,"Powiat miechowski",2013,315
"3024",1209000,"Powiat myślenicki",2013,291
"3025",1210000,"Powiat nowosądecki",2013,230
"3026",1211000,"Powiat nowotarski",2013,721
"3027",1212000,"Powiat olkuski",2013,498
"3028",1213000,"Powiat oświęcimski",2013,516
"3029",1214000,"Powiat proszowicki",2013,271
"3030",1215000,"Powiat suski",2013,396
"3031",1216000,"Powiat tarnowski",2013,155
"3032",1217000,"Powiat tatrzański",2013,739
"3033",1218000,"Powiat wadowicki",2013,263
"3034",1219000,"Powiat wielicki",2013,10
"3035",1261000,"Powiat m.Kraków",2013,6121
"3036",1262000,"Powiat m.Nowy Sącz",2013,710
"3037",1263000,"Powiat m.Tarnów",2013,1023
"3038",1402000,"Powiat ciechanowski",2013,663
"3039",1403000,"Powiat garwoliński",2013,354
"3040",1404000,"Powiat gostyniński",2013,351
"3041",1405000,"Powiat grodziski",2013,319
"3042",1406000,"Powiat grójecki",2013,375
"3043",1407000,"Powiat kozienicki",2013,385
"3044",1408000,"Powiat legionowski",2013,130
"3045",1409000,"Powiat lipski",2013,234
"3046",1410000,"Powiat łosicki",2013,123
"3047",1411000,"Powiat makowski",2013,217
"3048",1412000,"Powiat miński",2013,389
"3049",1413000,"Powiat mławski",2013,199
"3050",1414000,"Powiat nowodworski",2013,165
"3051",1416000,"Powiat ostrowski",2013,226
"3052",1417000,"Powiat otwocki",2013,1346
"3053",1418000,"Powiat piaseczyński",2013,902
"3054",1420000,"Powiat płoński",2013,264
"3055",1421000,"Powiat pruszkowski",2013,454
"3056",1422000,"Powiat przasnyski",2013,297
"3057",1423000,"Powiat przysuski",2013,57
"3058",1424000,"Powiat pułtuski",2013,172
"3059",1425000,"Powiat radomski",2013,248
"3060",1427000,"Powiat sierpecki",2013,198
"3061",1428000,"Powiat sochaczewski",2013,349
"3062",1429000,"Powiat sokołowski",2013,302
"3063",1432000,"Powiat warszawski zachodni",2013,178
"3064",1433000,"Powiat węgrowski",2013,173
"3065",1434000,"Powiat wołomiński",2013,347
"3066",1435000,"Powiat wyszkowski",2013,217
"3067",1436000,"Powiat zwoleński",2013,35
"3068",1437000,"Powiat żuromiński",2013,150
"3069",1438000,"Powiat żyrardowski",2013,297
"3070",1461000,"Powiat m.Ostrołęka",2013,534
"3071",1462000,"Powiat m.Płock",2013,1210
"3072",1463000,"Powiat m.Radom",2013,1423
"3073",1464000,"Powiat m.Siedlce",2013,789
"3074",1465000,"Powiat m. st. Warszawa",2013,12453
"3075",1601000,"Powiat brzeski",2013,270
"3076",1602000,"Powiat głubczycki",2013,136
"3077",1603000,"Powiat kędzierzyńsko-kozielski",2013,419
"3078",1604000,"Powiat kluczborski",2013,174
"3079",1605000,"Powiat krapkowicki",2013,143
"3080",1606000,"Powiat namysłowski",2013,194
"3081",1607000,"Powiat nyski",2013,1327
"3082",1608000,"Powiat oleski",2013,212
"3083",1609000,"Powiat opolski",2013,272
"3084",1610000,"Powiat prudnicki",2013,179
"3085",1611000,"Powiat strzelecki",2013,199
"3086",1661000,"Powiat m.Opole",2013,1405
"3087",1801000,"Powiat bieszczadzki",2013,131
"3088",1802000,"Powiat brzozowski",2013,482
"3089",1803000,"Powiat dębicki",2013,510
"3090",1804000,"Powiat jarosławski",2013,305
"3091",1805000,"Powiat jasielski",2013,388
"3092",1806000,"Powiat kolbuszowski",2013,201
"3093",1808000,"Powiat leżajski",2013,431
"3094",1809000,"Powiat lubaczowski",2013,241
"3095",1810000,"Powiat łańcucki",2013,271
"3096",1811000,"Powiat mielecki",2013,534
"3097",1812000,"Powiat niżański",2013,230
"3098",1813000,"Powiat przemyski",2013,0
"3099",1814000,"Powiat przeworski",2013,301
"3100",1815000,"Powiat ropczycko-sędziszowski",2013,81
"3101",1816000,"Powiat rzeszowski",2013,205
"3102",1817000,"Powiat sanocki",2013,428
"3103",1818000,"Powiat stalowowolski",2013,549
"3104",1819000,"Powiat strzyżowski",2013,131
"3105",1820000,"Powiat tarnobrzeski",2013,304
"3106",1821000,"Powiat leski",2013,173
"3107",1861000,"Powiat m.Krosno",2013,688
"3108",1862000,"Powiat m.Przemyśl",2013,998
"3109",1863000,"Powiat m.Rzeszów",2013,2211
"3110",1864000,"Powiat m.Tarnobrzeg",2013,387
"3111",2001000,"Powiat augustowski",2013,258
"3112",2002000,"Powiat białostocki",2013,131
"3113",2003000,"Powiat bielski",2013,247
"3114",2004000,"Powiat grajewski",2013,248
"3115",2005000,"Powiat hajnowski",2013,325
"3116",2006000,"Powiat kolneński",2013,139
"3117",2008000,"Powiat moniecki",2013,188
"3118",2009000,"Powiat sejneński",2013,88
"3119",2010000,"Powiat siemiatycki",2013,146
"3120",2011000,"Powiat sokólski",2013,217
"3121",2013000,"Powiat wysokomazowiecki",2013,161
"3122",2014000,"Powiat zambrowski",2013,99
"3123",2061000,"Powiat m.Białystok",2013,2514
"3124",2062000,"Powiat m.Łomża",2013,607
"3125",2063000,"Powiat m.Suwałki",2013,482
"3126",2201000,"Powiat bytowski",2013,227
"3127",2202000,"Powiat chojnicki",2013,447
"3128",2203000,"Powiat człuchowski",2013,194
"3129",2205000,"Powiat kartuski",2013,345
"3130",2206000,"Powiat kościerski",2013,417
"3131",2207000,"Powiat kwidzyński",2013,339
"3132",2208000,"Powiat lęborski",2013,267
"3133",2209000,"Powiat malborski",2013,170
"3134",2210000,"Powiat nowodworski",2013,240
"3135",2211000,"Powiat pucki",2013,242
"3136",2213000,"Powiat starogardzki",2013,328
"3137",2214000,"Powiat tczewski",2013,259
"3138",2215000,"Powiat wejherowski",2013,532
"3139",2216000,"Powiat sztumski",2013,275
"3140",2261000,"Powiat m.Gdańsk",2013,3292
"3141",2262000,"Powiat m.Gdynia",2013,926
"3142",2263000,"Powiat m.Słupsk",2013,695
"3143",2264000,"Powiat m.Sopot",2013,264
"3144",2401000,"Powiat będziński",2013,484
"3145",2402000,"Powiat bielski",2013,780
"3146",2403000,"Powiat cieszyński",2013,1643
"3147",2404000,"Powiat częstochowski",2013,0
"3148",2405000,"Powiat gliwicki",2013,468
"3149",2406000,"Powiat kłobucki",2013,120
"3150",2407000,"Powiat lubliniecki",2013,339
"3151",2408000,"Powiat mikołowski",2013,338
"3152",2409000,"Powiat myszkowski",2013,260
"3153",2410000,"Powiat pszczyński",2013,611
"3154",2411000,"Powiat raciborski",2013,434
"3155",2413000,"Powiat tarnogórski",2013,1199
"3156",2414000,"Powiat bieruńsko-lędziński",2013,40
"3157",2415000,"Powiat wodzisławski",2013,788
"3158",2416000,"Powiat zawierciański",2013,362
"3159",2417000,"Powiat żywiecki",2013,374
"3160",2461000,"Powiat m.Bielsko-Biała",2013,1218
"3161",2462000,"Powiat m.Bytom",2013,1425
"3162",2463000,"Powiat m.Chorzów",2013,899
"3163",2464000,"Powiat m.Częstochowa",2013,1753
"3164",2465000,"Powiat m.Dąbrowa Górnicza",2013,454
"3165",2466000,"Powiat m.Gliwice",2013,1147
"3166",2467000,"Powiat m.Jastrzębie-Zdrój",2013,600
"3167",2468000,"Powiat m.Jaworzno",2013,382
"3168",2469000,"Powiat m.Katowice",2013,3758
"3169",2470000,"Powiat m.Mysłowice",2013,248
"3170",2471000,"Powiat m.Piekary Śląskie",2013,445
"3171",2472000,"Powiat m.Ruda Śląska",2013,474
"3172",2473000,"Powiat m.Rybnik",2013,681
"3173",2474000,"Powiat m.Siemianowice Śląskie",2013,372
"3174",2475000,"Powiat m.Sosnowiec",2013,1461
"3175",2476000,"Powiat m.Świętochłowice",2013,285
"3176",2477000,"Powiat m.Tychy",2013,585
"3177",2478000,"Powiat m.Zabrze",2013,1264
"3178",2479000,"Powiat m.Żory",2013,207
"3179",2601000,"Powiat buski",2013,525
"3180",2602000,"Powiat jędrzejowski",2013,190
"3181",2603000,"Powiat kazimierski",2013,57
"3182",2604000,"Powiat kielecki",2013,408
"3183",2605000,"Powiat konecki",2013,625
"3184",2606000,"Powiat opatowski",2013,176
"3185",2607000,"Powiat ostrowiecki",2013,451
"3186",2608000,"Powiat pińczowski",2013,158
"3187",2609000,"Powiat sandomierski",2013,454
"3188",2610000,"Powiat skarżyski",2013,348
"3189",2611000,"Powiat starachowicki",2013,424
"3190",2612000,"Powiat staszowski",2013,305
"3191",2613000,"Powiat włoszczowski",2013,288
"3192",2661000,"Powiat m.Kielce",2013,1793
"3193",2801000,"Powiat bartoszycki",2013,320
"3194",2802000,"Powiat braniewski",2013,94
"3195",2803000,"Powiat działdowski",2013,325
"3196",2804000,"Powiat elbląski",2013,50
"3197",2805000,"Powiat ełcki",2013,467
"3198",2806000,"Powiat giżycki",2013,250
"3199",2807000,"Powiat iławski",2013,236
"3200",2808000,"Powiat kętrzyński",2013,174
"3201",2809000,"Powiat lidzbarski",2013,87
"3202",2810000,"Powiat mrągowski",2013,140
"3203",2811000,"Powiat nidzicki",2013,83
"3204",2812000,"Powiat nowomiejski",2013,144
"3205",2813000,"Powiat olecki",2013,120
"3206",2814000,"Powiat olsztyński",2013,487
"3207",2815000,"Powiat ostródzki",2013,317
