"","Kod","Nazwa","rok","Ludnosc_wg_grup_wieku_i_plci_ogolem_ogolem_osoba"
"3845",225000,"Powiat zgorzelecki",2005,94765
"3846",226000,"Powiat złotoryjski",2005,45885
"3847",261000,"Powiat m.Jelenia Góra",2005,87017
"3848",262000,"Powiat m.Legnica",2005,105750
"3849",263000,"Powiat m.Wałbrzych do 2002",2005,NA
"3850",264000,"Powiat m.Wrocław",2005,635932
"3851",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"3852",401000,"Powiat aleksandrowski",2005,55180
"3853",402000,"Powiat brodnicki",2005,75038
"3854",403000,"Powiat bydgoski",2005,94841
"3855",404000,"Powiat chełmiński",2005,51515
"3856",405000,"Powiat golubsko-dobrzyński",2005,45145
"3857",406000,"Powiat grudziądzki",2005,38420
"3858",407000,"Powiat inowrocławski",2005,165527
"3859",408000,"Powiat lipnowski",2005,66273
"3860",409000,"Powiat mogileński",2005,47011
"3861",410000,"Powiat nakielski",2005,84794
"3862",411000,"Powiat radziejowski",2005,42394
"3863",412000,"Powiat rypiński",2005,44398
"3864",413000,"Powiat sępoleński",2005,40895
"3865",414000,"Powiat świecki",2005,96984
"3866",415000,"Powiat toruński",2005,88773
"3867",416000,"Powiat tucholski",2005,47231
"3868",417000,"Powiat wąbrzeski",2005,34957
"3869",418000,"Powiat włocławski",2005,85471
"3870",419000,"Powiat żniński",2005,69808
"3871",461000,"Powiat m.Bydgoszcz",2005,366074
"3872",462000,"Powiat m.Grudziądz",2005,99578
"3873",463000,"Powiat m.Toruń",2005,208007
"3874",464000,"Powiat m.Włocławek",2005,119939
"3875",601000,"Powiat bialski",2005,113975
"3876",602000,"Powiat biłgorajski",2005,104423
"3877",603000,"Powiat chełmski",2005,73599
"3878",604000,"Powiat hrubieszowski",2005,69133
"3879",605000,"Powiat janowski",2005,47979
"3880",606000,"Powiat krasnostawski",2005,76335
"3881",607000,"Powiat kraśnicki",2005,100027
"3882",608000,"Powiat lubartowski",2005,90680
"3883",609000,"Powiat lubelski",2005,140041
"3884",610000,"Powiat łęczyński",2005,57381
"3885",611000,"Powiat łukowski",2005,108571
"3886",612000,"Powiat opolski",2005,63177
"3887",613000,"Powiat parczewski",2005,36633
"3888",614000,"Powiat puławski",2005,117019
"3889",615000,"Powiat radzyński",2005,61571
"3890",616000,"Powiat rycki",2005,59445
"3891",617000,"Powiat świdnicki",2005,72206
"3892",618000,"Powiat tomaszowski",2005,88702
"3893",619000,"Powiat włodawski",2005,40279
"3894",620000,"Powiat zamojski",2005,110424
"3895",661000,"Powiat m.Biała Podlaska",2005,58082
"3896",662000,"Powiat m.Chełm",2005,68160
"3897",663000,"Powiat m.Lublin",2005,354967
"3898",664000,"Powiat m.Zamość",2005,66802
"3899",801000,"Powiat gorzowski",2005,65301
"3900",802000,"Powiat krośnieński",2005,56656
"3901",803000,"Powiat międzyrzecki",2005,58402
"3902",804000,"Powiat nowosolski",2005,86816
"3903",805000,"Powiat słubicki",2005,46811
"3904",806000,"Powiat strzelecko-drezdenecki",2005,50262
"3905",807000,"Powiat sulęciński",2005,35431
"3906",808000,"Powiat świebodziński",2005,56008
"3907",809000,"Powiat zielonogórski",2005,89442
"3908",810000,"Powiat żagański",2005,82423
"3909",811000,"Powiat żarski",2005,99031
"3910",812000,"Powiat wschowski",2005,38978
"3911",861000,"Powiat m.Gorzów Wielkopolski",2005,125416
"3912",862000,"Powiat m.Zielona Góra",2005,118221
"3913",1001000,"Powiat bełchatowski",2005,112548
"3914",1002000,"Powiat kutnowski",2005,104594
"3915",1003000,"Powiat łaski",2005,50987
"3916",1004000,"Powiat łęczycki",2005,53589
"3917",1005000,"Powiat łowicki",2005,82511
"3918",1006000,"Powiat łódzki wschodni",2005,64384
"3919",1007000,"Powiat opoczyński",2005,78850
"3920",1008000,"Powiat pabianicki",2005,119172
"3921",1009000,"Powiat pajęczański",2005,53453
"3922",1010000,"Powiat piotrkowski",2005,90197
"3923",1011000,"Powiat poddębicki",2005,42359
"3924",1012000,"Powiat radomszczański",2005,119123
"3925",1013000,"Powiat rawski",2005,49484
"3926",1014000,"Powiat sieradzki",2005,121260
"3927",1015000,"Powiat skierniewicki",2005,37888
"3928",1016000,"Powiat tomaszowski",2005,121159
"3929",1017000,"Powiat wieluński",2005,78315
"3930",1018000,"Powiat wieruszowski",2005,42386
"3931",1019000,"Powiat zduńskowolski",2005,67772
"3932",1020000,"Powiat zgierski",2005,160728
"3933",1021000,"Powiat brzeziński",2005,30601
"3934",1061000,"Powiat m.Łódź",2005,767628
"3935",1062000,"Powiat m.Piotrków Trybunalski",2005,79670
"3936",1063000,"Powiat m.Skierniewice",2005,48807
"3937",1201000,"Powiat bocheński",2005,100332
"3938",1202000,"Powiat brzeski",2005,90116
"3939",1203000,"Powiat chrzanowski",2005,128313
"3940",1204000,"Powiat dąbrowski",2005,58657
"3941",1205000,"Powiat gorlicki",2005,106544
"3942",1206000,"Powiat krakowski",2005,244283
"3943",1207000,"Powiat limanowski",2005,121508
"3944",1208000,"Powiat miechowski",2005,50927
"3945",1209000,"Powiat myślenicki",2005,116484
"3946",1210000,"Powiat nowosądecki",2005,197279
"3947",1211000,"Powiat nowotarski",2005,181587
"3948",1212000,"Powiat olkuski",2005,114402
"3949",1213000,"Powiat oświęcimski",2005,153475
"3950",1214000,"Powiat proszowicki",2005,43497
"3951",1215000,"Powiat suski",2005,82016
"3952",1216000,"Powiat tarnowski",2005,193399
"3953",1217000,"Powiat tatrzański",2005,65461
"3954",1218000,"Powiat wadowicki",2005,154201
"3955",1219000,"Powiat wielicki",2005,104788
"3956",1261000,"Powiat m.Kraków",2005,756629
"3957",1262000,"Powiat m.Nowy Sącz",2005,84729
"3958",1263000,"Powiat m.Tarnów",2005,117560
"3959",1401000,"Powiat białobrzeski",2005,33555
"3960",1402000,"Powiat ciechanowski",2005,91153
"3961",1403000,"Powiat garwoliński",2005,106310
"3962",1404000,"Powiat gostyniński",2005,47141
"3963",1405000,"Powiat grodziski",2005,77633
"3964",1406000,"Powiat grójecki",2005,96506
"3965",1407000,"Powiat kozienicki",2005,61768
"3966",1408000,"Powiat legionowski",2005,95742
"3967",1409000,"Powiat lipski",2005,36809
"3968",1410000,"Powiat łosicki",2005,32856
"3969",1411000,"Powiat makowski",2005,46528
"3970",1412000,"Powiat miński",2005,140547
"3971",1413000,"Powiat mławski",2005,73532
"3972",1414000,"Powiat nowodworski",2005,75673
"3973",1415000,"Powiat ostrołęcki",2005,84284
"3974",1416000,"Powiat ostrowski",2005,75251
"3975",1417000,"Powiat otwocki",2005,115568
"3976",1418000,"Powiat piaseczyński",2005,143344
"3977",1419000,"Powiat płocki",2005,106280
"3978",1420000,"Powiat płoński",2005,87560
"3979",1421000,"Powiat pruszkowski",2005,145319
"3980",1422000,"Powiat przasnyski",2005,53086
"3981",1423000,"Powiat przysuski",2005,43927
"3982",1424000,"Powiat pułtuski",2005,51047
"3983",1425000,"Powiat radomski",2005,144882
"3984",1426000,"Powiat siedlecki",2005,80572
"3985",1427000,"Powiat sierpecki",2005,53972
"3986",1428000,"Powiat sochaczewski",2005,83447
"3987",1429000,"Powiat sokołowski",2005,57089
"3988",1430000,"Powiat szydłowiecki",2005,40201
"3989",1431000,"Powiat warszawski",2005,NA
"3990",1432000,"Powiat warszawski zachodni",2005,100269
"3991",1433000,"Powiat węgrowski",2005,68029
"3992",1434000,"Powiat wołomiński",2005,201222
"3993",1435000,"Powiat wyszkowski",2005,71534
"3994",1436000,"Powiat zwoleński",2005,37274
"3995",1437000,"Powiat żuromiński",2005,40164
"3996",1438000,"Powiat żyrardowski",2005,74693
"3997",1461000,"Powiat m.Ostrołęka",2005,53831
"3998",1462000,"Powiat m.Płock",2005,127461
"3999",1463000,"Powiat m.Radom",2005,227018
"4000",1464000,"Powiat m.Siedlce",2005,77056
"4001",1465000,"Powiat m. st. Warszawa",2005,1697596
"4002",1601000,"Powiat brzeski",2005,92516
"4003",1602000,"Powiat głubczycki",2005,50539
"4004",1603000,"Powiat kędzierzyńsko-kozielski",2005,102450
"4005",1604000,"Powiat kluczborski",2005,70347
"4006",1605000,"Powiat krapkowicki",2005,68082
"4007",1606000,"Powiat namysłowski",2005,44045
"4008",1607000,"Powiat nyski",2005,146330
"4009",1608000,"Powiat oleski",2005,68507
"4010",1609000,"Powiat opolski",2005,135091
"4011",1610000,"Powiat prudnicki",2005,60199
"4012",1611000,"Powiat strzelecki",2005,81033
"4013",1661000,"Powiat m.Opole",2005,128268
"4014",1801000,"Powiat bieszczadzki",2005,22262
"4015",1802000,"Powiat brzozowski",2005,65337
"4016",1803000,"Powiat dębicki",2005,132556
"4017",1804000,"Powiat jarosławski",2005,122597
"4018",1805000,"Powiat jasielski",2005,115310
"4019",1806000,"Powiat kolbuszowski",2005,61437
"4020",1807000,"Powiat krośnieński",2005,109689
"4021",1808000,"Powiat leżajski",2005,69276
"4022",1809000,"Powiat lubaczowski",2005,57225
"4023",1810000,"Powiat łańcucki",2005,77721
"4024",1811000,"Powiat mielecki",2005,133255
"4025",1812000,"Powiat niżański",2005,67065
"4026",1813000,"Powiat przemyski",2005,70890
"4027",1814000,"Powiat przeworski",2005,78717
"4028",1815000,"Powiat ropczycko-sędziszowski",2005,71218
"4029",1816000,"Powiat rzeszowski",2005,173774
"4030",1817000,"Powiat sanocki",2005,94733
"4031",1818000,"Powiat stalowowolski",2005,109410
"4032",1819000,"Powiat strzyżowski",2005,61978
"4033",1820000,"Powiat tarnobrzeski",2005,53790
"4034",1821000,"Powiat leski",2005,26643
"4035",1861000,"Powiat m.Krosno",2005,47817
"4036",1862000,"Powiat m.Przemyśl",2005,66909
"4037",1863000,"Powiat m.Rzeszów",2005,158539
"4038",1864000,"Powiat m.Tarnobrzeg",2005,50115
"4039",2001000,"Powiat augustowski",2005,58995
"4040",2002000,"Powiat białostocki",2005,139942
"4041",2003000,"Powiat bielski",2005,60273
"4042",2004000,"Powiat grajewski",2005,50261
"4043",2005000,"Powiat hajnowski",2005,48435
"4044",2006000,"Powiat kolneński",2005,39809
"4045",2007000,"Powiat łomżyński",2005,50880
"4046",2008000,"Powiat moniecki",2005,43111
"4047",2009000,"Powiat sejneński",2005,21452
"4048",2010000,"Powiat siemiatycki",2005,48816
"4049",2011000,"Powiat sokólski",2005,72760
"4050",2012000,"Powiat suwalski",2005,35220
"4051",2013000,"Powiat wysokomazowiecki",2005,59912
"4052",2014000,"Powiat zambrowski",2005,44913
"4053",2061000,"Powiat m.Białystok",2005,291823
"4054",2062000,"Powiat m.Łomża",2005,63819
"4055",2063000,"Powiat m.Suwałki",2005,69268
"4056",2201000,"Powiat bytowski",2005,75328
"4057",2202000,"Powiat chojnicki",2005,91410
"4058",2203000,"Powiat człuchowski",2005,56867
"4059",2204000,"Powiat gdański",2005,84711
"4060",2205000,"Powiat kartuski",2005,108560
"4061",2206000,"Powiat kościerski",2005,66639
"4062",2207000,"Powiat kwidzyński",2005,80742
"4063",2208000,"Powiat lęborski",2005,63708
"4064",2209000,"Powiat malborski",2005,63051
"4065",2210000,"Powiat nowodworski",2005,35549
"4066",2211000,"Powiat pucki",2005,73788
"4067",2212000,"Powiat słupski",2005,92102
"4068",2213000,"Powiat starogardzki",2005,121878
"4069",2214000,"Powiat tczewski",2005,112519
"4070",2215000,"Powiat wejherowski",2005,180691
"4071",2216000,"Powiat sztumski",2005,41886
"4072",2261000,"Powiat m.Gdańsk",2005,458053
"4073",2262000,"Powiat m.Gdynia",2005,252791
"4074",2263000,"Powiat m.Słupsk",2005,98695
"4075",2264000,"Powiat m.Sopot",2005,40075
"4076",2401000,"Powiat będziński",2005,151391
"4077",2402000,"Powiat bielski",2005,150281
"4078",2403000,"Powiat cieszyński",2005,170910
"4079",2404000,"Powiat częstochowski",2005,133729
"4080",2405000,"Powiat gliwicki",2005,115173
"4081",2406000,"Powiat kłobucki",2005,84765
"4082",2407000,"Powiat lubliniecki",2005,76692
"4083",2408000,"Powiat mikołowski",2005,90853
"4084",2409000,"Powiat myszkowski",2005,71728
"4085",2410000,"Powiat pszczyński",2005,104470
"4086",2411000,"Powiat raciborski",2005,112009
"4087",2412000,"Powiat rybnicki",2005,73469
"4088",2413000,"Powiat tarnogórski",2005,138228
"4089",2414000,"Powiat bieruńsko-lędziński",2005,55802
"4090",2415000,"Powiat wodzisławski",2005,155170
"4091",2416000,"Powiat zawierciański",2005,124442
"4092",2417000,"Powiat żywiecki",2005,149467
"4093",2461000,"Powiat m.Bielsko-Biała",2005,176864
"4094",2462000,"Powiat m.Bytom",2005,187943
"4095",2463000,"Powiat m.Chorzów",2005,114686
"4096",2464000,"Powiat m.Częstochowa",2005,246890
"4097",2465000,"Powiat m.Dąbrowa Górnicza",2005,130128
"4098",2466000,"Powiat m.Gliwice",2005,199451
"4099",2467000,"Powiat m.Jastrzębie-Zdrój",2005,95482
"4100",2468000,"Powiat m.Jaworzno",2005,96217
"4101",2469000,"Powiat m.Katowice",2005,317220
"4102",2470000,"Powiat m.Mysłowice",2005,75183
"4103",2471000,"Powiat m.Piekary Śląskie",2005,59675
"4104",2472000,"Powiat m.Ruda Śląska",2005,146582
"4105",2473000,"Powiat m.Rybnik",2005,141580
"4106",2474000,"Powiat m.Siemianowice Śląskie",2005,72685
"4107",2475000,"Powiat m.Sosnowiec",2005,226034
"4108",2476000,"Powiat m.Świętochłowice",2005,55327
"4109",2477000,"Powiat m.Tychy",2005,131153
"4110",2478000,"Powiat m.Zabrze",2005,191247
"4111",2479000,"Powiat m.Żory",2005,62849
"4112",2601000,"Powiat buski",2005,74149
"4113",2602000,"Powiat jędrzejowski",2005,89557
"4114",2603000,"Powiat kazimierski",2005,35944
"4115",2604000,"Powiat kielecki",2005,198376
"4116",2605000,"Powiat konecki",2005,84483
"4117",2606000,"Powiat opatowski",2005,56881
"4118",2607000,"Powiat ostrowiecki",2005,116599
"4119",2608000,"Powiat pińczowski",2005,42291
"4120",2609000,"Powiat sandomierski",2005,81899
"4121",2610000,"Powiat skarżyski",2005,80419
"4122",2611000,"Powiat starachowicki",2005,94741
"4123",2612000,"Powiat staszowski",2005,74176
"4124",2613000,"Powiat włoszczowski",2005,47299
"4125",2661000,"Powiat m.Kielce",2005,208193
"4126",2801000,"Powiat bartoszycki",2005,61598
"4127",2802000,"Powiat braniewski",2005,43894
"4128",2803000,"Powiat działdowski",2005,65193
"4129",2804000,"Powiat elbląski",2005,56491
"4130",2805000,"Powiat ełcki",2005,84746
"4131",2806000,"Powiat giżycki",2005,56963
"4132",2807000,"Powiat iławski",2005,90007
"4133",2808000,"Powiat kętrzyński",2005,66472
"4134",2809000,"Powiat lidzbarski",2005,43181
"4135",2810000,"Powiat mrągowski",2005,50143
"4136",2811000,"Powiat nidzicki",2005,33977
"4137",2812000,"Powiat nowomiejski",2005,43374
"4138",2813000,"Powiat olecki",2005,34224
"4139",2814000,"Powiat olsztyński",2005,113360
"4140",2815000,"Powiat ostródzki",2005,105455
"4141",2816000,"Powiat piski",2005,57580
"4142",2817000,"Powiat szczycieński",2005,69406
"4143",2818000,"Powiat gołdapski",2005,27055
"4144",2819000,"Powiat węgorzewski",2005,23734
"4145",2861000,"Powiat m.Elbląg",2005,127275
"4146",2862000,"Powiat m.Olsztyn",2005,174473
"4147",3001000,"Powiat chodzieski",2005,47034
"4148",3002000,"Powiat czarnkowsko-trzcianecki",2005,86175
"4149",3003000,"Powiat gnieźnieński",2005,140286
"4150",3004000,"Powiat gostyński",2005,75719
"4151",3005000,"Powiat grodziski",2005,49395
"4152",3006000,"Powiat jarociński",2005,70377
"4153",3007000,"Powiat kaliski",2005,80335
"4154",3008000,"Powiat kępiński",2005,55334
"4155",3009000,"Powiat kolski",2005,88771
"4156",3010000,"Powiat koniński",2005,123456
"4157",3011000,"Powiat kościański",2005,77675
"4158",3012000,"Powiat krotoszyński",2005,77025
"4159",3013000,"Powiat leszczyński",2005,49926
"4160",3014000,"Powiat międzychodzki",2005,36311
"4161",3015000,"Powiat nowotomyski",2005,71762
"4162",3016000,"Powiat obornicki",2005,55912
"4163",3017000,"Powiat ostrowski",2005,158467
"4164",3018000,"Powiat ostrzeszowski",2005,54472
"4165",3019000,"Powiat pilski",2005,137162
"4166",3020000,"Powiat pleszewski",2005,62004
"4167",3021000,"Powiat poznański",2005,288012
"4168",3022000,"Powiat rawicki",2005,59349
"4169",3023000,"Powiat słupecki",2005,58792
"4170",3024000,"Powiat szamotulski",2005,85731
"4171",3025000,"Powiat średzki",2005,54557
"4172",3026000,"Powiat śremski",2005,58656
"4173",3027000,"Powiat turecki",2005,83699
"4174",3028000,"Powiat wągrowiecki",2005,67520
"4175",3029000,"Powiat wolsztyński",2005,54688
"4176",3030000,"Powiat wrzesiński",2005,73751
"4177",3031000,"Powiat złotowski",2005,68533
"4178",3061000,"Powiat m.Kalisz",2005,108841
"4179",3062000,"Powiat m.Konin",2005,80838
"4180",3063000,"Powiat m.Leszno",2005,63970
"4181",3064000,"Powiat m.Poznań",2005,567882
"4182",3201000,"Powiat białogardzki",2005,48273
"4183",3202000,"Powiat choszczeński",2005,50149
"4184",3203000,"Powiat drawski",2005,58246
"4185",3204000,"Powiat goleniowski",2005,78584
"4186",3205000,"Powiat gryficki",2005,60826
"4187",3206000,"Powiat gryfiński",2005,82819
"4188",3207000,"Powiat kamieński",2005,47684
"4189",3208000,"Powiat kołobrzeski",2005,76020
"4190",3209000,"Powiat koszaliński",2005,63968
"4191",3210000,"Powiat myśliborski",2005,67538
"4192",3211000,"Powiat policki",2005,63462
"4193",3212000,"Powiat pyrzycki",2005,40001
"4194",3213000,"Powiat sławieński",2005,57727
"4195",3214000,"Powiat stargardzki",2005,119460
"4196",3215000,"Powiat szczecinecki",2005,77322
"4197",3216000,"Powiat świdwiński",2005,49052
"4198",3217000,"Powiat wałecki",2005,54779
"4199",3218000,"Powiat łobeski",2005,38330
"4200",3261000,"Powiat m.Koszalin",2005,107886
"4201",3262000,"Powiat m.Szczecin",2005,411119
"4202",3263000,"Powiat m.Świnoujście",2005,40933
"4203",201000,"Powiat bolesławiecki",2006,88501
"4204",202000,"Powiat dzierżoniowski",2006,104617
"4205",203000,"Powiat głogowski",2006,87670
"4206",204000,"Powiat górowski",2006,36464
"4207",205000,"Powiat jaworski",2006,51970
"4208",206000,"Powiat jeleniogórski",2006,63711
"4209",207000,"Powiat kamiennogórski",2006,46234
"4210",208000,"Powiat kłodzki",2006,166036
"4211",209000,"Powiat legnicki",2006,53101
"4212",210000,"Powiat lubański",2006,56876
"4213",211000,"Powiat lubiński",2006,105502
"4214",212000,"Powiat lwówecki",2006,47909
"4215",213000,"Powiat milicki",2006,36832
"4216",214000,"Powiat oleśnicki",2006,103338
"4217",215000,"Powiat oławski",2006,71222
"4218",216000,"Powiat polkowicki",2006,61149
"4219",217000,"Powiat strzeliński",2006,44134
"4220",218000,"Powiat średzki",2006,49353
"4221",219000,"Powiat świdnicki",2006,160230
"4222",220000,"Powiat trzebnicki",2006,77599
"4223",221000,"Powiat wałbrzyski",2006,183689
"4224",222000,"Powiat wołowski",2006,47446
"4225",223000,"Powiat wrocławski",2006,103548
"4226",224000,"Powiat ząbkowicki",2006,69104
"4227",225000,"Powiat zgorzelecki",2006,94122
"4228",226000,"Powiat złotoryjski",2006,45641
"4229",261000,"Powiat m.Jelenia Góra",2006,86503
"4230",262000,"Powiat m.Legnica",2006,105186
"4231",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"4232",264000,"Powiat m.Wrocław",2006,634630
"4233",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"4234",401000,"Powiat aleksandrowski",2006,55319
"4235",402000,"Powiat brodnicki",2006,75084
"4236",403000,"Powiat bydgoski",2006,97031
"4237",404000,"Powiat chełmiński",2006,51375
"4238",405000,"Powiat golubsko-dobrzyński",2006,45074
"4239",406000,"Powiat grudziądzki",2006,38427
"4240",407000,"Powiat inowrocławski",2006,164943
"4241",408000,"Powiat lipnowski",2006,66072
"4242",409000,"Powiat mogileński",2006,46848
"4243",410000,"Powiat nakielski",2006,84900
"4244",411000,"Powiat radziejowski",2006,42169
"4245",412000,"Powiat rypiński",2006,44264
"4246",413000,"Powiat sępoleński",2006,40982
"4247",414000,"Powiat świecki",2006,97040
"4248",415000,"Powiat toruński",2006,90456
"4249",416000,"Powiat tucholski",2006,47298
"4250",417000,"Powiat wąbrzeski",2006,34869
"4251",418000,"Powiat włocławski",2006,85308
"4252",419000,"Powiat żniński",2006,69754
"4253",461000,"Powiat m.Bydgoszcz",2006,363468
"4254",462000,"Powiat m.Grudziądz",2006,99244
"4255",463000,"Powiat m.Toruń",2006,207190
"4256",464000,"Powiat m.Włocławek",2006,119256
"4257",601000,"Powiat bialski",2006,113808
"4258",602000,"Powiat biłgorajski",2006,104001
"4259",603000,"Powiat chełmski",2006,79829
"4260",604000,"Powiat hrubieszowski",2006,68398
"4261",605000,"Powiat janowski",2006,47813
"4262",606000,"Powiat krasnostawski",2006,68995
"4263",607000,"Powiat kraśnicki",2006,99531
"4264",608000,"Powiat lubartowski",2006,90385
"4265",609000,"Powiat lubelski",2006,141311
"4266",610000,"Powiat łęczyński",2006,57240
"4267",611000,"Powiat łukowski",2006,108340
"4268",612000,"Powiat opolski",2006,62956
"4269",613000,"Powiat parczewski",2006,36466
"4270",614000,"Powiat puławski",2006,116663
"4271",615000,"Powiat radzyński",2006,61267
"4272",616000,"Powiat rycki",2006,59151
"4273",617000,"Powiat świdnicki",2006,72354
"4274",618000,"Powiat tomaszowski",2006,88199
"4275",619000,"Powiat włodawski",2006,40071
"4276",620000,"Powiat zamojski",2006,110036
"4277",661000,"Powiat m.Biała Podlaska",2006,58075
"4278",662000,"Powiat m.Chełm",2006,67887
"4279",663000,"Powiat m.Lublin",2006,353483
"4280",664000,"Powiat m.Zamość",2006,66507
"4281",801000,"Powiat gorzowski",2006,65723
"4282",802000,"Powiat krośnieński",2006,56325
"4283",803000,"Powiat międzyrzecki",2006,58275
"4284",804000,"Powiat nowosolski",2006,86768
"4285",805000,"Powiat słubicki",2006,46641
"4286",806000,"Powiat strzelecko-drezdenecki",2006,50132
"4287",807000,"Powiat sulęciński",2006,35347
"4288",808000,"Powiat świebodziński",2006,56111
"4289",809000,"Powiat zielonogórski",2006,89779
"4290",810000,"Powiat żagański",2006,82050
"4291",811000,"Powiat żarski",2006,98884
"4292",812000,"Powiat wschowski",2006,38866
"4293",861000,"Powiat m.Gorzów Wielkopolski",2006,125504
"4294",862000,"Powiat m.Zielona Góra",2006,118115
"4295",1001000,"Powiat bełchatowski",2006,112633
"4296",1002000,"Powiat kutnowski",2006,103875
"4297",1003000,"Powiat łaski",2006,50792
"4298",1004000,"Powiat łęczycki",2006,53317
"4299",1005000,"Powiat łowicki",2006,82195
"4300",1006000,"Powiat łódzki wschodni",2006,64793
"4301",1007000,"Powiat opoczyński",2006,78594
"4302",1008000,"Powiat pabianicki",2006,119078
"4303",1009000,"Powiat pajęczański",2006,53283
"4304",1010000,"Powiat piotrkowski",2006,90261
"4305",1011000,"Powiat poddębicki",2006,42192
"4306",1012000,"Powiat radomszczański",2006,118623
"4307",1013000,"Powiat rawski",2006,49401
"4308",1014000,"Powiat sieradzki",2006,120795
"4309",1015000,"Powiat skierniewicki",2006,37765
"4310",1016000,"Powiat tomaszowski",2006,120887
"4311",1017000,"Powiat wieluński",2006,78254
"4312",1018000,"Powiat wieruszowski",2006,42269
"4313",1019000,"Powiat zduńskowolski",2006,67840
"4314",1020000,"Powiat zgierski",2006,160760
"4315",1021000,"Powiat brzeziński",2006,30614
"4316",1061000,"Powiat m.Łódź",2006,760251
"4317",1062000,"Powiat m.Piotrków Trybunalski",2006,78954
"4318",1063000,"Powiat m.Skierniewice",2006,48772
"4319",1201000,"Powiat bocheński",2006,100726
"4320",1202000,"Powiat brzeski",2006,90268
"4321",1203000,"Powiat chrzanowski",2006,128093
"4322",1204000,"Powiat dąbrowski",2006,58605
"4323",1205000,"Powiat gorlicki",2006,106676
"4324",1206000,"Powiat krakowski",2006,245944
"4325",1207000,"Powiat limanowski",2006,122128
"4326",1208000,"Powiat miechowski",2006,50763
"4327",1209000,"Powiat myślenicki",2006,117199
"4328",1210000,"Powiat nowosądecki",2006,198630
"4329",1211000,"Powiat nowotarski",2006,182165
"4330",1212000,"Powiat olkuski",2006,114138
"4331",1213000,"Powiat oświęcimski",2006,153239
"4332",1214000,"Powiat proszowicki",2006,43470
"4333",1215000,"Powiat suski",2006,82081
"4334",1216000,"Powiat tarnowski",2006,193781
"4335",1217000,"Powiat tatrzański",2006,65196
"4336",1218000,"Powiat wadowicki",2006,154440
"4337",1219000,"Powiat wielicki",2006,105943
"4338",1261000,"Powiat m.Kraków",2006,756267
"4339",1262000,"Powiat m.Nowy Sącz",2006,84487
"4340",1263000,"Powiat m.Tarnów",2006,116967
"4341",1401000,"Powiat białobrzeski",2006,33578
"4342",1402000,"Powiat ciechanowski",2006,90832
"4343",1403000,"Powiat garwoliński",2006,106265
"4344",1404000,"Powiat gostyniński",2006,47052
"4345",1405000,"Powiat grodziski",2006,78843
"4346",1406000,"Powiat grójecki",2006,96564
"4347",1407000,"Powiat kozienicki",2006,61576
"4348",1408000,"Powiat legionowski",2006,97611
"4349",1409000,"Powiat lipski",2006,36610
"4350",1410000,"Powiat łosicki",2006,32574
"4351",1411000,"Powiat makowski",2006,46449
"4352",1412000,"Powiat miński",2006,141306
"4353",1413000,"Powiat mławski",2006,73294
"4354",1414000,"Powiat nowodworski",2006,75783
"4355",1415000,"Powiat ostrołęcki",2006,84434
"4356",1416000,"Powiat ostrowski",2006,74966
"4357",1417000,"Powiat otwocki",2006,116576
"4358",1418000,"Powiat piaseczyński",2006,147047
"4359",1419000,"Powiat płocki",2006,106621
"4360",1420000,"Powiat płoński",2006,87497
"4361",1421000,"Powiat pruszkowski",2006,146207
"4362",1422000,"Powiat przasnyski",2006,52910
"4363",1423000,"Powiat przysuski",2006,43731
"4364",1424000,"Powiat pułtuski",2006,51030
"4365",1425000,"Powiat radomski",2006,145389
"4366",1426000,"Powiat siedlecki",2006,80516
"4367",1427000,"Powiat sierpecki",2006,53756
"4368",1428000,"Powiat sochaczewski",2006,83485
"4369",1429000,"Powiat sokołowski",2006,56766
"4370",1430000,"Powiat szydłowiecki",2006,40073
"4371",1431000,"Powiat warszawski",2006,NA
"4372",1432000,"Powiat warszawski zachodni",2006,101530
"4373",1433000,"Powiat węgrowski",2006,67679
"4374",1434000,"Powiat wołomiński",2006,203749
"4375",1435000,"Powiat wyszkowski",2006,71747
"4376",1436000,"Powiat zwoleński",2006,37133
"4377",1437000,"Powiat żuromiński",2006,40075
"4378",1438000,"Powiat żyrardowski",2006,74619
"4379",1461000,"Powiat m.Ostrołęka",2006,53605
"4380",1462000,"Powiat m.Płock",2006,127224
"4381",1463000,"Powiat m.Radom",2006,225810
"4382",1464000,"Powiat m.Siedlce",2006,77051
"4383",1465000,"Powiat m. st. Warszawa",2006,1702139
"4384",1601000,"Powiat brzeski",2006,92261
"4385",1602000,"Powiat głubczycki",2006,50146
"4386",1603000,"Powiat kędzierzyńsko-kozielski",2006,101924
"4387",1604000,"Powiat kluczborski",2006,69821
"4388",1605000,"Powiat krapkowicki",2006,67741
"4389",1606000,"Powiat namysłowski",2006,44012
"4390",1607000,"Powiat nyski",2006,145512
"4391",1608000,"Powiat oleski",2006,67998
"4392",1609000,"Powiat opolski",2006,134739
"4393",1610000,"Powiat prudnicki",2006,59764
"4394",1611000,"Powiat strzelecki",2006,80421
"4395",1661000,"Powiat m.Opole",2006,127602
"4396",1801000,"Powiat bieszczadzki",2006,22184
"4397",1802000,"Powiat brzozowski",2006,65228
"4398",1803000,"Powiat dębicki",2006,132490
