"","Kod","Nazwa","rok","SCIEZKI_ROWEROWE_CTAB_scieZki_rowerowe_na_10_tys_km2_km"
"4417",3009000,"Powiat kolski",2013,133.6
"4418",3010000,"Powiat koniński",2013,200.2
"4419",3011000,"Powiat kościański",2013,664.4
"4420",3012000,"Powiat krotoszyński",2013,179.4
"4421",3013000,"Powiat leszczyński",2013,501.4
"4422",3014000,"Powiat międzychodzki",2013,101.8
"4423",3015000,"Powiat nowotomyski",2013,319.6
"4424",3016000,"Powiat obornicki",2013,166
"4425",3017000,"Powiat ostrowski",2013,443.1
"4426",3018000,"Powiat ostrzeszowski",2013,225.2
"4427",3019000,"Powiat pilski",2013,344.6
"4428",3020000,"Powiat pleszewski",2013,140.2
"4429",3021000,"Powiat poznański",2013,690.6
"4430",3022000,"Powiat rawicki",2013,242.1
"4431",3023000,"Powiat słupecki",2013,103.8
"4432",3024000,"Powiat szamotulski",2013,371.7
"4433",3025000,"Powiat średzki",2013,129.8
"4434",3026000,"Powiat śremski",2013,320.5
"4435",3027000,"Powiat turecki",2013,140.9
"4436",3028000,"Powiat wągrowiecki",2013,166.4
"4437",3029000,"Powiat wolsztyński",2013,481.1
"4438",3030000,"Powiat wrzesiński",2013,116.5
"4439",3031000,"Powiat złotowski",2013,130.7
"4440",3061000,"Powiat m.Kalisz",2013,4004.6
"4441",3062000,"Powiat m.Konin",2013,4111.9
"4442",3063000,"Powiat m.Leszno",2013,10389.2
"4443",3064000,"Powiat m.Poznań",2013,4925.4
"4444",3201000,"Powiat białogardzki",2013,216.5
"4445",3202000,"Powiat choszczeński",2013,33.1
"4446",3203000,"Powiat drawski",2013,5.7
"4447",3204000,"Powiat goleniowski",2013,43.3
"4448",3205000,"Powiat gryficki",2013,216.2
"4449",3206000,"Powiat gryfiński",2013,41.2
"4450",3207000,"Powiat kamieński",2013,413.6
"4451",3208000,"Powiat kołobrzeski",2013,622.4
"4452",3209000,"Powiat koszaliński",2013,152.4
"4453",3210000,"Powiat myśliborski",2013,101.5
"4454",3211000,"Powiat policki",2013,739.5
"4455",3212000,"Powiat pyrzycki",2013,78.5
"4456",3213000,"Powiat sławieński",2013,164.9
"4457",3214000,"Powiat stargardzki",2013,298
"4458",3215000,"Powiat szczecinecki",2013,149
"4459",3216000,"Powiat świdwiński",2013,290.9
"4460",3217000,"Powiat wałecki",2013,68.6
"4461",3218000,"Powiat łobeski",2013,9.4
"4462",3261000,"Powiat m.Koszalin",2013,4494.6
"4463",3262000,"Powiat m.Szczecin",2013,3277.3
"4464",3263000,"Powiat m.Świnoujście",2013,1140.8
"4465",201000,"Powiat bolesławiecki",2014,185.7
"4466",202000,"Powiat dzierżoniowski",2014,4160.8
"4467",203000,"Powiat głogowski",2014,309.1
"4468",204000,"Powiat górowski",2014,43.3
"4469",205000,"Powiat jaworski",2014,70.5
"4470",208000,"Powiat kłodzki",2014,118.7
"4471",209000,"Powiat legnicki",2014,55.1
"4472",211000,"Powiat lubiński",2014,522.8
"4473",212000,"Powiat lwówecki",2014,114.1
"4474",213000,"Powiat milicki",2014,120.3
"4475",214000,"Powiat oleśnicki",2014,130.6
"4476",215000,"Powiat oławski",2014,261.4
"4477",216000,"Powiat polkowicki",2014,129.6
"4478",217000,"Powiat strzeliński",2014,48.2
"4479",218000,"Powiat średzki",2014,194.6
"4480",219000,"Powiat świdnicki",2014,249.6
"4481",220000,"Powiat trzebnicki",2014,120
"4482",221000,"Powiat wałbrzyski",2014,153.4
"4483",222000,"Powiat wołowski",2014,284.5
"4484",223000,"Powiat wrocławski",2014,223.7
"4485",224000,"Powiat ząbkowicki",2014,0
"4486",225000,"Powiat zgorzelecki",2014,263.5
"4487",226000,"Powiat złotoryjski",2014,0
"4488",261000,"Powiat m.Jelenia Góra",2014,3918.7
"4489",262000,"Powiat m.Legnica",2014,5116.4
"4490",264000,"Powiat m.Wrocław",2014,7356.1
"4491",265000,"Powiat m.Wałbrzych od 2013",2014,1523
"4492",401000,"Powiat aleksandrowski",2014,621.5
"4493",402000,"Powiat brodnicki",2014,48.1
"4494",403000,"Powiat bydgoski",2014,912.4
"4495",404000,"Powiat chełmiński",2014,529.5
"4496",405000,"Powiat golubsko-dobrzyński",2014,438.9
"4497",406000,"Powiat grudziądzki",2014,138.8
"4498",407000,"Powiat inowrocławski",2014,397.5
"4499",408000,"Powiat lipnowski",2014,4.9
"4500",409000,"Powiat mogileński",2014,118.5
"4501",410000,"Powiat nakielski",2014,44.6
"4502",411000,"Powiat radziejowski",2014,205.9
"4503",412000,"Powiat rypiński",2014,59.7
"4504",413000,"Powiat sępoleński",2014,174.4
"4505",414000,"Powiat świecki",2014,187.9
"4506",415000,"Powiat toruński",2014,867.2
"4507",416000,"Powiat tucholski",2014,172
"4508",417000,"Powiat wąbrzeski",2014,396.5
"4509",418000,"Powiat włocławski",2014,105.9
"4510",419000,"Powiat żniński",2014,80.2
"4511",461000,"Powiat m.Bydgoszcz",2014,4392.5
"4512",462000,"Powiat m.Grudziądz",2014,8864.3
"4513",463000,"Powiat m.Toruń",2014,7258.9
"4514",464000,"Powiat m.Włocławek",2014,5206.4
"4515",601000,"Powiat bialski",2014,87.9
"4516",602000,"Powiat biłgorajski",2014,146.9
"4517",603000,"Powiat chełmski",2014,27.6
"4518",604000,"Powiat hrubieszowski",2014,28.4
"4519",605000,"Powiat janowski",2014,25.1
"4520",606000,"Powiat krasnostawski",2014,10.7
"4521",607000,"Powiat kraśnicki",2014,75.6
"4522",608000,"Powiat lubartowski",2014,231.2
"4523",609000,"Powiat lubelski",2014,131
"4524",610000,"Powiat łęczyński",2014,128.8
"4525",611000,"Powiat łukowski",2014,258.9
"4526",612000,"Powiat opolski",2014,39.5
"4527",613000,"Powiat parczewski",2014,6.3
"4528",614000,"Powiat puławski",2014,119.9
"4529",615000,"Powiat radzyński",2014,67.4
"4530",616000,"Powiat rycki",2014,239.2
"4531",617000,"Powiat świdnicki",2014,215.7
"4532",618000,"Powiat tomaszowski",2014,226.3
"4533",619000,"Powiat włodawski",2014,154.4
"4534",620000,"Powiat zamojski",2014,16.6
"4535",661000,"Powiat m.Biała Podlaska",2014,1315.8
"4536",662000,"Powiat m.Chełm",2014,2806.1
"4537",663000,"Powiat m.Lublin",2014,7432
"4538",664000,"Powiat m.Zamość",2014,10613.1
"4539",801000,"Powiat gorzowski",2014,595.4
"4540",802000,"Powiat krośnieński",2014,246.5
"4541",803000,"Powiat międzyrzecki",2014,140.5
"4542",804000,"Powiat nowosolski",2014,561.8
"4543",805000,"Powiat słubicki",2014,315.2
"4544",806000,"Powiat strzelecko-drezdenecki",2014,204.3
"4545",807000,"Powiat sulęciński",2014,287.8
"4546",808000,"Powiat świebodziński",2014,351.3
"4547",809000,"Powiat zielonogórski",2014,334.5
"4548",810000,"Powiat żagański",2014,147.6
"4549",811000,"Powiat żarski",2014,391.3
"4550",812000,"Powiat wschowski",2014,59.3
"4551",861000,"Powiat m.Gorzów Wielkopolski",2014,4374.7
"4552",862000,"Powiat m.Zielona Góra",2014,959.9
"4553",1001000,"Powiat bełchatowski",2014,1181.3
"4554",1002000,"Powiat kutnowski",2014,197.3
"4555",1003000,"Powiat łaski",2014,160.1
"4556",1004000,"Powiat łęczycki",2014,18.1
"4557",1005000,"Powiat łowicki",2014,49.6
"4558",1006000,"Powiat łódzki wschodni",2014,438.2
"4559",1007000,"Powiat opoczyński",2014,96.1
"4560",1008000,"Powiat pabianicki",2014,170.7
"4561",1009000,"Powiat pajęczański",2014,338.4
"4562",1010000,"Powiat piotrkowski",2014,121.8
"4563",1011000,"Powiat poddębicki",2014,194.1
"4564",1012000,"Powiat radomszczański",2014,62.4
"4565",1013000,"Powiat rawski",2014,29.4
"4566",1014000,"Powiat sieradzki",2014,87.2
"4567",1015000,"Powiat skierniewicki",2014,29.2
"4568",1016000,"Powiat tomaszowski",2014,293.7
"4569",1017000,"Powiat wieluński",2014,72.3
"4570",1018000,"Powiat wieruszowski",2014,254.7
"4571",1019000,"Powiat zduńskowolski",2014,1189
"4572",1020000,"Powiat zgierski",2014,170.7
"4573",1021000,"Powiat brzeziński",2014,0
"4574",1061000,"Powiat m.Łódź",2014,3955.7
"4575",1062000,"Powiat m.Piotrków Trybunalski",2014,3108.3
"4576",1063000,"Powiat m.Skierniewice",2014,6044.8
"4577",1201000,"Powiat bocheński",2014,61.7
"4578",1202000,"Powiat brzeski",2014,13.5
"4579",1203000,"Powiat chrzanowski",2014,75.3
"4580",1204000,"Powiat dąbrowski",2014,94.3
"4581",1205000,"Powiat gorlicki",2014,49.7
"4582",1206000,"Powiat krakowski",2014,5.7
"4583",1208000,"Powiat miechowski",2014,7.4
"4584",1209000,"Powiat myślenicki",2014,66.9
"4585",1210000,"Powiat nowosądecki",2014,31.6
"4586",1211000,"Powiat nowotarski",2014,185.1
"4587",1212000,"Powiat olkuski",2014,0
"4588",1213000,"Powiat oświęcimski",2014,448.7
"4589",1214000,"Powiat proszowicki",2014,0
"4590",1215000,"Powiat suski",2014,51
"4591",1216000,"Powiat tarnowski",2014,108.4
"4592",1217000,"Powiat tatrzański",2014,29.7
"4593",1218000,"Powiat wadowicki",2014,27.9
"4594",1219000,"Powiat wielicki",2014,170.4
"4595",1261000,"Powiat m.Kraków",2014,4711.6
"4596",1262000,"Powiat m.Nowy Sącz",2014,1441.5
"4597",1263000,"Powiat m.Tarnów",2014,7598.8
"4598",1401000,"Powiat białobrzeski",2014,115.8
"4599",1402000,"Powiat ciechanowski",2014,99.1
"4600",1403000,"Powiat garwoliński",2014,54.5
"4601",1404000,"Powiat gostyniński",2014,229.3
"4602",1405000,"Powiat grodziski",2014,430.5
"4603",1406000,"Powiat grójecki",2014,88.3
"4604",1407000,"Powiat kozienicki",2014,73.1
"4605",1408000,"Powiat legionowski",2014,949.4
"4606",1409000,"Powiat lipski",2014,18.9
"4607",1410000,"Powiat łosicki",2014,19.4
"4608",1411000,"Powiat makowski",2014,16.9
"4609",1412000,"Powiat miński",2014,110
"4610",1413000,"Powiat mławski",2014,132.8
"4611",1414000,"Powiat nowodworski",2014,529.7
"4612",1415000,"Powiat ostrołęcki",2014,153.5
"4613",1416000,"Powiat ostrowski",2014,43.5
"4614",1417000,"Powiat otwocki",2014,496.8
"4615",1418000,"Powiat piaseczyński",2014,412.2
"4616",1419000,"Powiat płocki",2014,98
"4617",1420000,"Powiat płoński",2014,148.6
"4618",1421000,"Powiat pruszkowski",2014,1327.6
"4619",1422000,"Powiat przasnyski",2014,419.3
"4620",1423000,"Powiat przysuski",2014,21.2
"4621",1424000,"Powiat pułtuski",2014,13.3
"4622",1425000,"Powiat radomski",2014,35.3
"4623",1426000,"Powiat siedlecki",2014,56.1
"4624",1427000,"Powiat sierpecki",2014,12.9
"4625",1428000,"Powiat sochaczewski",2014,161.9
"4626",1429000,"Powiat sokołowski",2014,69
"4627",1430000,"Powiat szydłowiecki",2014,39.8
"4628",1432000,"Powiat warszawski zachodni",2014,492.7
"4629",1433000,"Powiat węgrowski",2014,167.1
"4630",1434000,"Powiat wołomiński",2014,369.1
"4631",1435000,"Powiat wyszkowski",2014,431.3
"4632",1436000,"Powiat zwoleński",2014,71.5
"4633",1437000,"Powiat żuromiński",2014,111.6
"4634",1438000,"Powiat żyrardowski",2014,306.1
"4635",1461000,"Powiat m.Ostrołęka",2014,5937.8
"4636",1462000,"Powiat m.Płock",2014,3543.8
"4637",1463000,"Powiat m.Radom",2014,3184.3
"4638",1464000,"Powiat m.Siedlce",2014,8694.3
"4639",1465000,"Powiat m. st. Warszawa",2014,7975
"4640",1601000,"Powiat brzeski",2014,70.8
"4641",1602000,"Powiat głubczycki",2014,31.2
"4642",1603000,"Powiat kędzierzyńsko-kozielski",2014,342.3
"4643",1604000,"Powiat kluczborski",2014,5.9
"4644",1605000,"Powiat krapkowicki",2014,450.4
"4645",1606000,"Powiat namysłowski",2014,68.2
"4646",1607000,"Powiat nyski",2014,702.7
"4647",1608000,"Powiat oleski",2014,56.5
"4648",1609000,"Powiat opolski",2014,162
"4649",1610000,"Powiat prudnicki",2014,348.2
"4650",1611000,"Powiat strzelecki",2014,412.5
"4651",1661000,"Powiat m.Opole",2014,6131.5
"4652",1802000,"Powiat brzozowski",2014,0
"4653",1803000,"Powiat dębicki",2014,167.2
"4654",1804000,"Powiat jarosławski",2014,182.8
"4655",1805000,"Powiat jasielski",2014,1.2
"4656",1806000,"Powiat kolbuszowski",2014,29.7
"4657",1807000,"Powiat krośnieński",2014,0
"4658",1808000,"Powiat leżajski",2014,54.8
"4659",1809000,"Powiat lubaczowski",2014,215.5
"4660",1810000,"Powiat łańcucki",2014,0
"4661",1811000,"Powiat mielecki",2014,673.5
"4662",1812000,"Powiat niżański",2014,29.3
"4663",1813000,"Powiat przemyski",2014,11.6
"4664",1815000,"Powiat ropczycko-sędziszowski",2014,93
"4665",1816000,"Powiat rzeszowski",2014,39.7
"4666",1818000,"Powiat stalowowolski",2014,645.6
"4667",1819000,"Powiat strzyżowski",2014,0
"4668",1820000,"Powiat tarnobrzeski",2014,0
"4669",1821000,"Powiat leski",2014,53.9
"4670",1861000,"Powiat m.Krosno",2014,3126.4
"4671",1862000,"Powiat m.Przemyśl",2014,4180.2
"4672",1863000,"Powiat m.Rzeszów",2014,10312.8
"4673",1864000,"Powiat m.Tarnobrzeg",2014,2330.2
"4674",2001000,"Powiat augustowski",2014,125.9
"4675",2002000,"Powiat białostocki",2014,133.4
"4676",2003000,"Powiat bielski",2014,199.3
"4677",2004000,"Powiat grajewski",2014,13.4
"4678",2005000,"Powiat hajnowski",2014,176.2
"4679",2006000,"Powiat kolneński",2014,44.7
"4680",2007000,"Powiat łomżyński",2014,14
"4681",2008000,"Powiat moniecki",2014,0
"4682",2009000,"Powiat sejneński",2014,120.4
"4683",2010000,"Powiat siemiatycki",2014,27.4
"4684",2011000,"Powiat sokólski",2014,13.6
"4685",2012000,"Powiat suwalski",2014,49
"4686",2013000,"Powiat wysokomazowiecki",2014,27.9
"4687",2014000,"Powiat zambrowski",2014,99.6
"4688",2061000,"Powiat m.Białystok",2014,10378.9
"4689",2062000,"Powiat m.Łomża",2014,6336.1
"4690",2063000,"Powiat m.Suwałki",2014,6350.2
"4691",2201000,"Powiat bytowski",2014,173.8
"4692",2202000,"Powiat chojnicki",2014,958.1
"4693",2203000,"Powiat człuchowski",2014,173.3
"4694",2204000,"Powiat gdański",2014,680.3
"4695",2205000,"Powiat kartuski",2014,102.6
"4696",2206000,"Powiat kościerski",2014,157
"4697",2207000,"Powiat kwidzyński",2014,369
"4698",2208000,"Powiat lęborski",2014,352.7
"4699",2209000,"Powiat malborski",2014,603
"4700",2210000,"Powiat nowodworski",2014,80.4
"4701",2211000,"Powiat pucki",2014,2017
"4702",2212000,"Powiat słupski",2014,225.2
"4703",2213000,"Powiat starogardzki",2014,234.1
"4704",2214000,"Powiat tczewski",2014,377.3
"4705",2215000,"Powiat wejherowski",2014,554.8
"4706",2216000,"Powiat sztumski",2014,803.3
"4707",2261000,"Powiat m.Gdańsk",2014,6100.2
"4708",2262000,"Powiat m.Gdynia",2014,3929.3
"4709",2263000,"Powiat m.Słupsk",2014,7045.2
"4710",2264000,"Powiat m.Sopot",2014,10474.5
"4711",2401000,"Powiat będziński",2014,741.5
"4712",2402000,"Powiat bielski",2014,490.6
"4713",2403000,"Powiat cieszyński",2014,253.3
"4714",2404000,"Powiat częstochowski",2014,190.5
"4715",2405000,"Powiat gliwicki",2014,135.5
"4716",2406000,"Powiat kłobucki",2014,40.5
"4717",2407000,"Powiat lubliniecki",2014,452.4
"4718",2408000,"Powiat mikołowski",2014,90.1
"4719",2409000,"Powiat myszkowski",2014,235.8
"4720",2410000,"Powiat pszczyński",2014,127.4
"4721",2411000,"Powiat raciborski",2014,750.3
"4722",2412000,"Powiat rybnicki",2014,67.1
"4723",2413000,"Powiat tarnogórski",2014,189.4
"4724",2414000,"Powiat bieruńsko-lędziński",2014,1934.9
"4725",2415000,"Powiat wodzisławski",2014,505.7
"4726",2416000,"Powiat zawierciański",2014,305.3
"4727",2417000,"Powiat żywiecki",2014,13.5
"4728",2461000,"Powiat m.Bielsko-Biała",2014,2088.2
"4729",2462000,"Powiat m.Bytom",2014,1353.7
"4730",2463000,"Powiat m.Chorzów",2014,4994
"4731",2464000,"Powiat m.Częstochowa",2014,3193.3
"4732",2465000,"Powiat m.Dąbrowa Górnicza",2014,317.9
"4733",2466000,"Powiat m.Gliwice",2014,2181.1
"4734",2467000,"Powiat m.Jastrzębie-Zdrój",2014,1992.3
"4735",2468000,"Powiat m.Jaworzno",2014,996.1
"4736",2469000,"Powiat m.Katowice",2014,3528.9
"4737",2470000,"Powiat m.Mysłowice",2014,137.2
"4738",2471000,"Powiat m.Piekary Śląskie",2014,675.3
"4739",2472000,"Powiat m.Ruda Śląska",2014,1814
"4740",2473000,"Powiat m.Rybnik",2014,795.4
"4741",2474000,"Powiat m.Siemianowice Śląskie",2014,902
"4742",2475000,"Powiat m.Sosnowiec",2014,1240.9
"4743",2476000,"Powiat m.Świętochłowice",2014,14951.2
"4744",2477000,"Powiat m.Tychy",2014,5170.5
"4745",2478000,"Powiat m.Zabrze",2014,1965.2
"4746",2479000,"Powiat m.Żory",2014,201.1
"4747",2601000,"Powiat buski",2014,61
"4748",2602000,"Powiat jędrzejowski",2014,105.8
"4749",2603000,"Powiat kazimierski",2014,18.9
"4750",2604000,"Powiat kielecki",2014,166.5
"4751",2605000,"Powiat konecki",2014,144.8
"4752",2606000,"Powiat opatowski",2014,0
"4753",2607000,"Powiat ostrowiecki",2014,567.5
"4754",2609000,"Powiat sandomierski",2014,10.4
"4755",2610000,"Powiat skarżyski",2014,88.5
"4756",2611000,"Powiat starachowicki",2014,89.8
"4757",2612000,"Powiat staszowski",2014,109.2
"4758",2613000,"Powiat włoszczowski",2014,65
"4759",2661000,"Powiat m.Kielce",2014,2553.6
"4760",2801000,"Powiat bartoszycki",2014,24.5
"4761",2802000,"Powiat braniewski",2014,13.3
"4762",2803000,"Powiat działdowski",2014,98.5
"4763",2804000,"Powiat elbląski",2014,110.2
"4764",2805000,"Powiat ełcki",2014,113.2
"4765",2806000,"Powiat giżycki",2014,116.1
"4766",2807000,"Powiat iławski",2014,393.4
"4767",2808000,"Powiat kętrzyński",2014,202
"4768",2809000,"Powiat lidzbarski",2014,298.4
"4769",2810000,"Powiat mrągowski",2014,98.6
"4770",2811000,"Powiat nidzicki",2014,142.6
"4771",2812000,"Powiat nowomiejski",2014,119.6
"4772",2813000,"Powiat olecki",2014,57.2
"4773",2814000,"Powiat olsztyński",2014,39.5
"4774",2815000,"Powiat ostródzki",2014,53.2
"4775",2816000,"Powiat piski",2014,94.1
"4776",2817000,"Powiat szczycieński",2014,66.2
"4777",2818000,"Powiat gołdapski",2014,132.1
"4778",2819000,"Powiat węgorzewski",2014,315.9
"4779",2861000,"Powiat m.Elbląg",2014,4760.7
"4780",2862000,"Powiat m.Olsztyn",2014,6713.5
"4781",3001000,"Powiat chodzieski",2014,211.7
"4782",3002000,"Powiat czarnkowsko-trzcianecki",2014,163.9
"4783",3003000,"Powiat gnieźnieński",2014,359.4
"4784",3004000,"Powiat gostyński",2014,357.9
"4785",3005000,"Powiat grodziski",2014,551.5
"4786",3006000,"Powiat jarociński",2014,218
"4787",3007000,"Powiat kaliski",2014,15.5
"4788",3008000,"Powiat kępiński",2014,346.9
"4789",3009000,"Powiat kolski",2014,160.3
"4790",3010000,"Powiat koniński",2014,265.5
"4791",3011000,"Powiat kościański",2014,744.7
"4792",3012000,"Powiat krotoszyński",2014,179.4
"4793",3013000,"Powiat leszczyński",2014,654
"4794",3014000,"Powiat międzychodzki",2014,61.1
"4795",3015000,"Powiat nowotomyski",2014,399.6
"4796",3016000,"Powiat obornicki",2014,194.1
"4797",3017000,"Powiat ostrowski",2014,532.7
"4798",3018000,"Powiat ostrzeszowski",2014,275.7
"4799",3019000,"Powiat pilski",2014,364.3
"4800",3020000,"Powiat pleszewski",2014,223
"4801",3021000,"Powiat poznański",2014,724.3
"4802",3022000,"Powiat rawicki",2014,260.2
"4803",3023000,"Powiat słupecki",2014,114.6
"4804",3024000,"Powiat szamotulski",2014,381.5
"4805",3025000,"Powiat średzki",2014,195.6
"4806",3026000,"Powiat śremski",2014,496.4
"4807",3027000,"Powiat turecki",2014,191.5
"4808",3028000,"Powiat wągrowiecki",2014,192.4
"4809",3029000,"Powiat wolsztyński",2014,506.1
"4810",3030000,"Powiat wrzesiński",2014,116.5
"4811",3031000,"Powiat złotowski",2014,112
"4812",3061000,"Powiat m.Kalisz",2014,5358.7
"4813",3062000,"Powiat m.Konin",2014,4111.9
"4814",3063000,"Powiat m.Leszno",2014,12743.3
"4815",3064000,"Powiat m.Poznań",2014,5112.4
"4816",3201000,"Powiat białogardzki",2014,235.4
"4817",3202000,"Powiat choszczeński",2014,33.1
"4818",3203000,"Powiat drawski",2014,8.5
"4819",3204000,"Powiat goleniowski",2014,67.5
"4820",3205000,"Powiat gryficki",2014,201.5
"4821",3206000,"Powiat gryfiński",2014,57.2
"4822",3207000,"Powiat kamieński",2014,406.6
"4823",3208000,"Powiat kołobrzeski",2014,730
"4824",3209000,"Powiat koszaliński",2014,271.6
"4825",3210000,"Powiat myśliborski",2014,109.1
"4826",3211000,"Powiat policki",2014,852.2
"4827",3212000,"Powiat pyrzycki",2014,199.7
"4828",3213000,"Powiat sławieński",2014,238.7
"4829",3214000,"Powiat stargardzki",2014,340.1
"4830",3215000,"Powiat szczecinecki",2014,152.4
"4831",3216000,"Powiat świdwiński",2014,299.2
"4832",3217000,"Powiat wałecki",2014,87.6
"4833",3218000,"Powiat łobeski",2014,8.4
"4834",3261000,"Powiat m.Koszalin",2014,4698
"4835",3262000,"Powiat m.Szczecin",2014,3660
"4836",3263000,"Powiat m.Świnoujście",2014,1211.8
"4837",201000,"Powiat bolesławiecki",2015,221.7
"4838",202000,"Powiat dzierżoniowski",2015,4167.1
"4839",203000,"Powiat głogowski",2015,349.7
"4840",204000,"Powiat górowski",2015,43.3
"4841",205000,"Powiat jaworski",2015,70.5
"4842",208000,"Powiat kłodzki",2015,118.7
"4843",209000,"Powiat legnicki",2015,55.1
"4844",211000,"Powiat lubiński",2015,525.6
"4845",212000,"Powiat lwówecki",2015,114.1
"4846",213000,"Powiat milicki",2015,120.3
"4847",214000,"Powiat oleśnicki",2015,130.6
"4848",215000,"Powiat oławski",2015,261.4
"4849",216000,"Powiat polkowicki",2015,174.5
"4850",217000,"Powiat strzeliński",2015,38.6
"4851",218000,"Powiat średzki",2015,230.1
"4852",219000,"Powiat świdnicki",2015,268.5
"4853",220000,"Powiat trzebnicki",2015,29.3
"4854",221000,"Powiat wałbrzyski",2015,153.4
"4855",222000,"Powiat wołowski",2015,351.1
"4856",223000,"Powiat wrocławski",2015,223.7
"4857",224000,"Powiat ząbkowicki",2015,0
"4858",225000,"Powiat zgorzelecki",2015,263.5
"4859",226000,"Powiat złotoryjski",2015,0
"4860",261000,"Powiat m.Jelenia Góra",2015,3918.7
"4861",262000,"Powiat m.Legnica",2015,5329.5
"4862",264000,"Powiat m.Wrocław",2015,7847.8
"4863",265000,"Powiat m.Wałbrzych od 2013",2015,1723.7
"4864",401000,"Powiat aleksandrowski",2015,630
"4865",402000,"Powiat brodnicki",2015,136.5
"4866",403000,"Powiat bydgoski",2015,1005.7
"4867",404000,"Powiat chełmiński",2015,544.7
"4868",405000,"Powiat golubsko-dobrzyński",2015,571.1
"4869",406000,"Powiat grudziądzki",2015,149.8
"4870",407000,"Powiat inowrocławski",2015,422.8
"4871",408000,"Powiat lipnowski",2015,4.9
"4872",409000,"Powiat mogileński",2015,118.5
"4873",410000,"Powiat nakielski",2015,50.9
"4874",411000,"Powiat radziejowski",2015,205.9
"4875",412000,"Powiat rypiński",2015,59.7
"4876",413000,"Powiat sępoleński",2015,370.4
"4877",414000,"Powiat świecki",2015,201.5
"4878",415000,"Powiat toruński",2015,1252.4
"4879",416000,"Powiat tucholski",2015,199.9
"4880",417000,"Powiat wąbrzeski",2015,374.5
"4881",418000,"Powiat włocławski",2015,117.4
"4882",419000,"Powiat żniński",2015,99.5
"4883",461000,"Powiat m.Bydgoszcz",2015,4642.6
"4884",462000,"Powiat m.Grudziądz",2015,9366.3
"4885",463000,"Powiat m.Toruń",2015,8382.3
"4886",464000,"Powiat m.Włocławek",2015,5929.8
"4887",601000,"Powiat bialski",2015,113.6
"4888",602000,"Powiat biłgorajski",2015,257
"4889",603000,"Powiat chełmski",2015,94.9
"4890",604000,"Powiat hrubieszowski",2015,28.4
"4891",605000,"Powiat janowski",2015,29.7
"4892",606000,"Powiat krasnostawski",2015,51.4
"4893",607000,"Powiat kraśnicki",2015,123.3
"4894",608000,"Powiat lubartowski",2015,253.7
"4895",609000,"Powiat lubelski",2015,155.4
"4896",610000,"Powiat łęczyński",2015,182.2
"4897",611000,"Powiat łukowski",2015,294.8
"4898",612000,"Powiat opolski",2015,39.5
"4899",613000,"Powiat parczewski",2015,21
"4900",614000,"Powiat puławski",2015,119.9
"4901",615000,"Powiat radzyński",2015,67.4
"4902",616000,"Powiat rycki",2015,239.2
"4903",617000,"Powiat świdnicki",2015,230.6
"4904",618000,"Powiat tomaszowski",2015,226.3
"4905",619000,"Powiat włodawski",2015,345.4
"4906",620000,"Powiat zamojski",2015,107.5
"4907",661000,"Powiat m.Biała Podlaska",2015,2166
"4908",662000,"Powiat m.Chełm",2015,4506.8
"4909",663000,"Powiat m.Lublin",2015,8815.4
"4910",664000,"Powiat m.Zamość",2015,10975.6
"4911",801000,"Powiat gorzowski",2015,608.6
"4912",802000,"Powiat krośnieński",2015,246.5
"4913",803000,"Powiat międzyrzecki",2015,140.5
"4914",804000,"Powiat nowosolski",2015,561.8
"4915",805000,"Powiat słubicki",2015,290.2
"4916",806000,"Powiat strzelecko-drezdenecki",2015,226.8
"4917",807000,"Powiat sulęciński",2015,287.8
"4918",808000,"Powiat świebodziński",2015,353.4
"4919",809000,"Powiat zielonogórski",2015,354.9
"4920",810000,"Powiat żagański",2015,147.6
"4921",811000,"Powiat żarski",2015,391.3
"4922",812000,"Powiat wschowski",2015,70.5
"4923",861000,"Powiat m.Gorzów Wielkopolski",2015,5004.7
"4924",862000,"Powiat m.Zielona Góra",2015,2234.8
"4925",1001000,"Powiat bełchatowski",2015,1248.4
"4926",1002000,"Powiat kutnowski",2015,197.3
"4927",1003000,"Powiat łaski",2015,176.3
"4928",1004000,"Powiat łęczycki",2015,18.1
"4929",1005000,"Powiat łowicki",2015,59.7
"4930",1006000,"Powiat łódzki wschodni",2015,438.2
"4931",1007000,"Powiat opoczyński",2015,133.6
"4932",1008000,"Powiat pabianicki",2015,170.7
"4933",1009000,"Powiat pajęczański",2015,373.2
"4934",1010000,"Powiat piotrkowski",2015,121.8
"4935",1011000,"Powiat poddębicki",2015,194.1
"4936",1012000,"Powiat radomszczański",2015,69.3
"4937",1013000,"Powiat rawski",2015,29.4
"4938",1014000,"Powiat sieradzki",2015,134.8
"4939",1015000,"Powiat skierniewicki",2015,88.9
"4940",1016000,"Powiat tomaszowski",2015,323
"4941",1017000,"Powiat wieluński",2015,139.2
"4942",1018000,"Powiat wieruszowski",2015,254.7
"4943",1019000,"Powiat zduńskowolski",2015,1180.8
"4944",1020000,"Powiat zgierski",2015,170.7
"4945",1021000,"Powiat brzeziński",2015,11.2
"4946",1061000,"Powiat m.Łódź",2015,4262.6
"4947",1062000,"Powiat m.Piotrków Trybunalski",2015,3212.4
"4948",1063000,"Powiat m.Skierniewice",2015,6358.4
"4949",1201000,"Powiat bocheński",2015,75.6
"4950",1202000,"Powiat brzeski",2015,15.2
"4951",1203000,"Powiat chrzanowski",2015,156.1
