"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_80_m2_szt"
"27737",3218000,"Powiat łobeski",2017,4
"27738",3261000,"Powiat m.Koszalin",2017,46
"27739",3262000,"Powiat m.Szczecin",2017,280
"27740",3263000,"Powiat m.Świnoujście",2017,22
"27741",201000,"Powiat bolesławiecki",2018,56
"27742",202000,"Powiat dzierżoniowski",2018,30
"27743",203000,"Powiat głogowski",2018,23
"27744",204000,"Powiat górowski",2018,6
"27745",205000,"Powiat jaworski",2018,15
"27746",206000,"Powiat jeleniogórski",2018,20
"27747",207000,"Powiat kamiennogórski",2018,14
"27748",208000,"Powiat kłodzki",2018,52
"27749",209000,"Powiat legnicki",2018,8
"27750",210000,"Powiat lubański",2018,13
"27751",211000,"Powiat lubiński",2018,17
"27752",212000,"Powiat lwówecki",2018,11
"27753",213000,"Powiat milicki",2018,9
"27754",214000,"Powiat oleśnicki",2018,20
"27755",215000,"Powiat oławski",2018,14
"27756",216000,"Powiat polkowicki",2018,8
"27757",217000,"Powiat strzeliński",2018,10
"27758",218000,"Powiat średzki",2018,11
"27759",219000,"Powiat świdnicki",2018,95
"27760",220000,"Powiat trzebnicki",2018,25
"27761",221000,"Powiat wałbrzyski",2018,21
"27762",222000,"Powiat wołowski",2018,22
"27763",223000,"Powiat wrocławski",2018,113
"27764",224000,"Powiat ząbkowicki",2018,24
"27765",225000,"Powiat zgorzelecki",2018,24
"27766",226000,"Powiat złotoryjski",2018,11
"27767",261000,"Powiat m.Jelenia Góra",2018,116
"27768",262000,"Powiat m.Legnica",2018,118
"27769",264000,"Powiat m.Wrocław",2018,587
"27770",265000,"Powiat m.Wałbrzych od 2013",2018,55
"27771",401000,"Powiat aleksandrowski",2018,3
"27772",402000,"Powiat brodnicki",2018,11
"27773",403000,"Powiat bydgoski",2018,12
"27774",404000,"Powiat chełmiński",2018,4
"27775",405000,"Powiat golubsko-dobrzyński",2018,0
"27776",406000,"Powiat grudziądzki",2018,0
"27777",407000,"Powiat inowrocławski",2018,18
"27778",408000,"Powiat lipnowski",2018,0
"27779",409000,"Powiat mogileński",2018,0
"27780",410000,"Powiat nakielski",2018,9
"27781",411000,"Powiat radziejowski",2018,3
"27782",412000,"Powiat rypiński",2018,0
"27783",413000,"Powiat sępoleński",2018,5
"27784",414000,"Powiat świecki",2018,11
"27785",415000,"Powiat toruński",2018,4
"27786",416000,"Powiat tucholski",2018,0
"27787",417000,"Powiat wąbrzeski",2018,0
"27788",418000,"Powiat włocławski",2018,0
"27789",419000,"Powiat żniński",2018,5
"27790",461000,"Powiat m.Bydgoszcz",2018,138
"27791",462000,"Powiat m.Grudziądz",2018,35
"27792",463000,"Powiat m.Toruń",2018,84
"27793",464000,"Powiat m.Włocławek",2018,19
"27794",601000,"Powiat bialski",2018,0
"27795",602000,"Powiat biłgorajski",2018,0
"27796",603000,"Powiat chełmski",2018,0
"27797",604000,"Powiat hrubieszowski",2018,0
"27798",605000,"Powiat janowski",2018,0
"27799",606000,"Powiat krasnostawski",2018,0
"27800",607000,"Powiat kraśnicki",2018,0
"27801",608000,"Powiat lubartowski",2018,0
"27802",609000,"Powiat lubelski",2018,15
"27803",610000,"Powiat łęczyński",2018,0
"27804",611000,"Powiat łukowski",2018,5
"27805",612000,"Powiat opolski",2018,0
"27806",613000,"Powiat parczewski",2018,0
"27807",614000,"Powiat puławski",2018,4
"27808",615000,"Powiat radzyński",2018,0
"27809",616000,"Powiat rycki",2018,3
"27810",617000,"Powiat świdnicki",2018,0
"27811",618000,"Powiat tomaszowski",2018,5
"27812",619000,"Powiat włodawski",2018,5
"27813",620000,"Powiat zamojski",2018,0
"27814",661000,"Powiat m.Biała Podlaska",2018,4
"27815",662000,"Powiat m.Chełm",2018,3
"27816",663000,"Powiat m.Lublin",2018,79
"27817",664000,"Powiat m.Zamość",2018,6
"27818",801000,"Powiat gorzowski",2018,20
"27819",802000,"Powiat krośnieński",2018,9
"27820",803000,"Powiat międzyrzecki",2018,13
"27821",804000,"Powiat nowosolski",2018,14
"27822",805000,"Powiat słubicki",2018,19
"27823",806000,"Powiat strzelecko-drezdenecki",2018,7
"27824",807000,"Powiat sulęciński",2018,6
"27825",808000,"Powiat świebodziński",2018,17
"27826",809000,"Powiat zielonogórski",2018,15
"27827",810000,"Powiat żagański",2018,25
"27828",811000,"Powiat żarski",2018,27
"27829",812000,"Powiat wschowski",2018,6
"27830",861000,"Powiat m.Gorzów Wielkopolski",2018,79
"27831",862000,"Powiat m.Zielona Góra",2018,61
"27832",1001000,"Powiat bełchatowski",2018,5
"27833",1002000,"Powiat kutnowski",2018,5
"27834",1003000,"Powiat łaski",2018,0
"27835",1004000,"Powiat łęczycki",2018,0
"27836",1005000,"Powiat łowicki",2018,4
"27837",1006000,"Powiat łódzki wschodni",2018,0
"27838",1007000,"Powiat opoczyński",2018,0
"27839",1008000,"Powiat pabianicki",2018,14
"27840",1009000,"Powiat pajęczański",2018,0
"27841",1010000,"Powiat piotrkowski",2018,0
"27842",1011000,"Powiat poddębicki",2018,0
"27843",1012000,"Powiat radomszczański",2018,0
"27844",1013000,"Powiat rawski",2018,0
"27845",1014000,"Powiat sieradzki",2018,7
"27846",1015000,"Powiat skierniewicki",2018,0
"27847",1016000,"Powiat tomaszowski",2018,4
"27848",1017000,"Powiat wieluński",2018,3
"27849",1018000,"Powiat wieruszowski",2018,0
"27850",1019000,"Powiat zduńskowolski",2018,0
"27851",1020000,"Powiat zgierski",2018,10
"27852",1021000,"Powiat brzeziński",2018,0
"27853",1061000,"Powiat m.Łódź",2018,267
"27854",1062000,"Powiat m.Piotrków Trybunalski",2018,8
"27855",1063000,"Powiat m.Skierniewice",2018,5
"27856",1201000,"Powiat bocheński",2018,0
"27857",1202000,"Powiat brzeski",2018,3
"27858",1203000,"Powiat chrzanowski",2018,12
"27859",1204000,"Powiat dąbrowski",2018,0
"27860",1205000,"Powiat gorlicki",2018,7
"27861",1206000,"Powiat krakowski",2018,37
"27862",1207000,"Powiat limanowski",2018,4
"27863",1208000,"Powiat miechowski",2018,0
"27864",1209000,"Powiat myślenicki",2018,3
"27865",1210000,"Powiat nowosądecki",2018,7
"27866",1211000,"Powiat nowotarski",2018,17
"27867",1212000,"Powiat olkuski",2018,3
"27868",1213000,"Powiat oświęcimski",2018,4
"27869",1214000,"Powiat proszowicki",2018,0
"27870",1215000,"Powiat suski",2018,0
"27871",1216000,"Powiat tarnowski",2018,0
"27872",1217000,"Powiat tatrzański",2018,18
"27873",1218000,"Powiat wadowicki",2018,7
"27874",1219000,"Powiat wielicki",2018,16
"27875",1261000,"Powiat m.Kraków",2018,316
"27876",1262000,"Powiat m.Nowy Sącz",2018,30
"27877",1263000,"Powiat m.Tarnów",2018,22
"27878",1401000,"Powiat białobrzeski",2018,0
"27879",1402000,"Powiat ciechanowski",2018,8
"27880",1403000,"Powiat garwoliński",2018,0
"27881",1404000,"Powiat gostyniński",2018,4
"27882",1405000,"Powiat grodziski",2018,47
"27883",1406000,"Powiat grójecki",2018,3
"27884",1407000,"Powiat kozienicki",2018,0
"27885",1408000,"Powiat legionowski",2018,39
"27886",1409000,"Powiat lipski",2018,0
"27887",1410000,"Powiat łosicki",2018,0
"27888",1411000,"Powiat makowski",2018,0
"27889",1412000,"Powiat miński",2018,13
"27890",1413000,"Powiat mławski",2018,7
"27891",1414000,"Powiat nowodworski",2018,8
"27892",1415000,"Powiat ostrołęcki",2018,0
"27893",1416000,"Powiat ostrowski",2018,0
"27894",1417000,"Powiat otwocki",2018,16
"27895",1418000,"Powiat piaseczyński",2018,69
"27896",1419000,"Powiat płocki",2018,5
"27897",1420000,"Powiat płoński",2018,4
"27898",1421000,"Powiat pruszkowski",2018,48
"27899",1422000,"Powiat przasnyski",2018,0
"27900",1423000,"Powiat przysuski",2018,0
"27901",1424000,"Powiat pułtuski",2018,0
"27902",1425000,"Powiat radomski",2018,0
"27903",1426000,"Powiat siedlecki",2018,6
"27904",1427000,"Powiat sierpecki",2018,0
"27905",1428000,"Powiat sochaczewski",2018,3
"27906",1429000,"Powiat sokołowski",2018,0
"27907",1430000,"Powiat szydłowiecki",2018,0
"27908",1432000,"Powiat warszawski zachodni",2018,101
"27909",1433000,"Powiat węgrowski",2018,0
"27910",1434000,"Powiat wołomiński",2018,68
"27911",1435000,"Powiat wyszkowski",2018,5
"27912",1436000,"Powiat zwoleński",2018,0
"27913",1437000,"Powiat żuromiński",2018,0
"27914",1438000,"Powiat żyrardowski",2018,0
"27915",1461000,"Powiat m.Ostrołęka",2018,7
"27916",1462000,"Powiat m.Płock",2018,25
"27917",1463000,"Powiat m.Radom",2018,16
"27918",1464000,"Powiat m.Siedlce",2018,19
"27919",1465000,"Powiat m. st. Warszawa",2018,1944
"27920",1601000,"Powiat brzeski",2018,51
"27921",1602000,"Powiat głubczycki",2018,10
"27922",1603000,"Powiat kędzierzyńsko-kozielski",2018,27
"27923",1604000,"Powiat kluczborski",2018,12
"27924",1605000,"Powiat krapkowicki",2018,7
"27925",1606000,"Powiat namysłowski",2018,11
"27926",1607000,"Powiat nyski",2018,42
"27927",1608000,"Powiat oleski",2018,0
"27928",1609000,"Powiat opolski",2018,17
"27929",1610000,"Powiat prudnicki",2018,9
"27930",1611000,"Powiat strzelecki",2018,8
"27931",1661000,"Powiat m.Opole",2018,61
"27932",1801000,"Powiat bieszczadzki",2018,0
"27933",1802000,"Powiat brzozowski",2018,0
"27934",1803000,"Powiat dębicki",2018,6
"27935",1804000,"Powiat jarosławski",2018,9
"27936",1805000,"Powiat jasielski",2018,0
"27937",1806000,"Powiat kolbuszowski",2018,0
"27938",1807000,"Powiat krośnieński",2018,0
"27939",1808000,"Powiat leżajski",2018,0
"27940",1809000,"Powiat lubaczowski",2018,0
"27941",1810000,"Powiat łańcucki",2018,5
"27942",1811000,"Powiat mielecki",2018,5
"27943",1812000,"Powiat niżański",2018,0
"27944",1813000,"Powiat przemyski",2018,0
"27945",1814000,"Powiat przeworski",2018,0
"27946",1815000,"Powiat ropczycko-sędziszowski",2018,0
"27947",1816000,"Powiat rzeszowski",2018,7
"27948",1817000,"Powiat sanocki",2018,3
"27949",1818000,"Powiat stalowowolski",2018,4
"27950",1819000,"Powiat strzyżowski",2018,0
"27951",1820000,"Powiat tarnobrzeski",2018,0
"27952",1821000,"Powiat leski",2018,0
"27953",1861000,"Powiat m.Krosno",2018,6
"27954",1862000,"Powiat m.Przemyśl",2018,17
"27955",1863000,"Powiat m.Rzeszów",2018,42
"27956",1864000,"Powiat m.Tarnobrzeg",2018,0
"27957",2001000,"Powiat augustowski",2018,6
"27958",2002000,"Powiat białostocki",2018,4
"27959",2003000,"Powiat bielski",2018,0
"27960",2004000,"Powiat grajewski",2018,3
"27961",2005000,"Powiat hajnowski",2018,0
"27962",2006000,"Powiat kolneński",2018,0
"27963",2007000,"Powiat łomżyński",2018,0
"27964",2008000,"Powiat moniecki",2018,0
"27965",2009000,"Powiat sejneński",2018,0
"27966",2010000,"Powiat siemiatycki",2018,0
"27967",2011000,"Powiat sokólski",2018,0
"27968",2012000,"Powiat suwalski",2018,0
"27969",2013000,"Powiat wysokomazowiecki",2018,0
"27970",2014000,"Powiat zambrowski",2018,0
"27971",2061000,"Powiat m.Białystok",2018,48
"27972",2062000,"Powiat m.Łomża",2018,4
"27973",2063000,"Powiat m.Suwałki",2018,13
"27974",2201000,"Powiat bytowski",2018,15
"27975",2202000,"Powiat chojnicki",2018,24
"27976",2203000,"Powiat człuchowski",2018,6
"27977",2204000,"Powiat gdański",2018,68
"27978",2205000,"Powiat kartuski",2018,21
"27979",2206000,"Powiat kościerski",2018,5
"27980",2207000,"Powiat kwidzyński",2018,26
"27981",2208000,"Powiat lęborski",2018,36
"27982",2209000,"Powiat malborski",2018,20
"27983",2210000,"Powiat nowodworski",2018,5
"27984",2211000,"Powiat pucki",2018,42
"27985",2212000,"Powiat słupski",2018,10
"27986",2213000,"Powiat starogardzki",2018,14
"27987",2214000,"Powiat tczewski",2018,28
"27988",2215000,"Powiat wejherowski",2018,53
"27989",2216000,"Powiat sztumski",2018,5
"27990",2261000,"Powiat m.Gdańsk",2018,270
"27991",2262000,"Powiat m.Gdynia",2018,193
"27992",2263000,"Powiat m.Słupsk",2018,76
"27993",2264000,"Powiat m.Sopot",2018,79
"27994",2401000,"Powiat będziński",2018,17
"27995",2402000,"Powiat bielski",2018,12
"27996",2403000,"Powiat cieszyński",2018,25
"27997",2404000,"Powiat częstochowski",2018,0
"27998",2405000,"Powiat gliwicki",2018,10
"27999",2406000,"Powiat kłobucki",2018,0
"28000",2407000,"Powiat lubliniecki",2018,5
"28001",2408000,"Powiat mikołowski",2018,13
"28002",2409000,"Powiat myszkowski",2018,0
"28003",2410000,"Powiat pszczyński",2018,41
"28004",2411000,"Powiat raciborski",2018,22
"28005",2412000,"Powiat rybnicki",2018,0
"28006",2413000,"Powiat tarnogórski",2018,24
"28007",2414000,"Powiat bieruńsko-lędziński",2018,0
"28008",2415000,"Powiat wodzisławski",2018,0
"28009",2416000,"Powiat zawierciański",2018,4
"28010",2417000,"Powiat żywiecki",2018,9
"28011",2461000,"Powiat m.Bielsko-Biała",2018,88
"28012",2462000,"Powiat m.Bytom",2018,110
"28013",2463000,"Powiat m.Chorzów",2018,46
"28014",2464000,"Powiat m.Częstochowa",2018,26
"28015",2465000,"Powiat m.Dąbrowa Górnicza",2018,16
"28016",2466000,"Powiat m.Gliwice",2018,139
"28017",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"28018",2468000,"Powiat m.Jaworzno",2018,10
"28019",2469000,"Powiat m.Katowice",2018,160
"28020",2470000,"Powiat m.Mysłowice",2018,16
"28021",2471000,"Powiat m.Piekary Śląskie",2018,5
"28022",2472000,"Powiat m.Ruda Śląska",2018,24
"28023",2473000,"Powiat m.Rybnik",2018,31
"28024",2474000,"Powiat m.Siemianowice Śląskie",2018,7
"28025",2475000,"Powiat m.Sosnowiec",2018,12
"28026",2476000,"Powiat m.Świętochłowice",2018,6
"28027",2477000,"Powiat m.Tychy",2018,22
"28028",2478000,"Powiat m.Zabrze",2018,75
"28029",2479000,"Powiat m.Żory",2018,4
"28030",2601000,"Powiat buski",2018,0
"28031",2602000,"Powiat jędrzejowski",2018,0
"28032",2603000,"Powiat kazimierski",2018,0
"28033",2604000,"Powiat kielecki",2018,0
"28034",2605000,"Powiat konecki",2018,0
"28035",2606000,"Powiat opatowski",2018,0
"28036",2607000,"Powiat ostrowiecki",2018,0
"28037",2608000,"Powiat pińczowski",2018,0
"28038",2609000,"Powiat sandomierski",2018,0
"28039",2610000,"Powiat skarżyski",2018,8
"28040",2611000,"Powiat starachowicki",2018,4
"28041",2612000,"Powiat staszowski",2018,0
"28042",2613000,"Powiat włoszczowski",2018,0
"28043",2661000,"Powiat m.Kielce",2018,40
"28044",2801000,"Powiat bartoszycki",2018,11
"28045",2802000,"Powiat braniewski",2018,8
"28046",2803000,"Powiat działdowski",2018,6
"28047",2804000,"Powiat elbląski",2018,8
"28048",2805000,"Powiat ełcki",2018,39
"28049",2806000,"Powiat giżycki",2018,22
"28050",2807000,"Powiat iławski",2018,8
"28051",2808000,"Powiat kętrzyński",2018,14
"28052",2809000,"Powiat lidzbarski",2018,10
"28053",2810000,"Powiat mrągowski",2018,4
"28054",2811000,"Powiat nidzicki",2018,3
"28055",2812000,"Powiat nowomiejski",2018,4
"28056",2813000,"Powiat olecki",2018,4
"28057",2814000,"Powiat olsztyński",2018,20
"28058",2815000,"Powiat ostródzki",2018,26
"28059",2816000,"Powiat piski",2018,7
"28060",2817000,"Powiat szczycieński",2018,10
"28061",2818000,"Powiat gołdapski",2018,7
"28062",2819000,"Powiat węgorzewski",2018,0
"28063",2861000,"Powiat m.Elbląg",2018,43
"28064",2862000,"Powiat m.Olsztyn",2018,103
"28065",3001000,"Powiat chodzieski",2018,6
"28066",3002000,"Powiat czarnkowsko-trzcianecki",2018,8
"28067",3003000,"Powiat gnieźnieński",2018,12
"28068",3004000,"Powiat gostyński",2018,16
"28069",3005000,"Powiat grodziski",2018,7
"28070",3006000,"Powiat jarociński",2018,7
"28071",3007000,"Powiat kaliski",2018,4
"28072",3008000,"Powiat kępiński",2018,4
"28073",3009000,"Powiat kolski",2018,0
"28074",3010000,"Powiat koniński",2018,0
"28075",3011000,"Powiat kościański",2018,32
"28076",3012000,"Powiat krotoszyński",2018,22
"28077",3013000,"Powiat leszczyński",2018,26
"28078",3014000,"Powiat międzychodzki",2018,6
"28079",3015000,"Powiat nowotomyski",2018,9
"28080",3016000,"Powiat obornicki",2018,10
"28081",3017000,"Powiat ostrowski",2018,25
"28082",3018000,"Powiat ostrzeszowski",2018,4
"28083",3019000,"Powiat pilski",2018,29
"28084",3020000,"Powiat pleszewski",2018,11
"28085",3021000,"Powiat poznański",2018,269
"28086",3022000,"Powiat rawicki",2018,9
"28087",3023000,"Powiat słupecki",2018,0
"28088",3024000,"Powiat szamotulski",2018,25
"28089",3025000,"Powiat średzki",2018,8
"28090",3026000,"Powiat śremski",2018,23
"28091",3027000,"Powiat turecki",2018,3
"28092",3028000,"Powiat wągrowiecki",2018,9
"28093",3029000,"Powiat wolsztyński",2018,8
"28094",3030000,"Powiat wrzesiński",2018,18
"28095",3031000,"Powiat złotowski",2018,11
"28096",3061000,"Powiat m.Kalisz",2018,22
"28097",3062000,"Powiat m.Konin",2018,10
"28098",3063000,"Powiat m.Leszno",2018,32
"28099",3064000,"Powiat m.Poznań",2018,281
"28100",3201000,"Powiat białogardzki",2018,18
"28101",3202000,"Powiat choszczeński",2018,12
"28102",3203000,"Powiat drawski",2018,11
"28103",3204000,"Powiat goleniowski",2018,41
"28104",3205000,"Powiat gryficki",2018,13
"28105",3206000,"Powiat gryfiński",2018,17
"28106",3207000,"Powiat kamieński",2018,14
"28107",3208000,"Powiat kołobrzeski",2018,34
"28108",3209000,"Powiat koszaliński",2018,13
"28109",3210000,"Powiat myśliborski",2018,12
"28110",3211000,"Powiat policki",2018,66
"28111",3212000,"Powiat pyrzycki",2018,6
"28112",3213000,"Powiat sławieński",2018,15
"28113",3214000,"Powiat stargardzki",2018,39
"28114",3215000,"Powiat szczecinecki",2018,37
"28115",3216000,"Powiat świdwiński",2018,9
"28116",3217000,"Powiat wałecki",2018,17
"28117",3218000,"Powiat łobeski",2018,0
"28118",3261000,"Powiat m.Koszalin",2018,33
"28119",3262000,"Powiat m.Szczecin",2018,289
"28120",3263000,"Powiat m.Świnoujście",2018,9
"28121",201000,"Powiat bolesławiecki",2019,NA
"28122",202000,"Powiat dzierżoniowski",2019,NA
"28123",203000,"Powiat głogowski",2019,NA
"28124",204000,"Powiat górowski",2019,NA
"28125",205000,"Powiat jaworski",2019,NA
"28126",206000,"Powiat jeleniogórski",2019,NA
"28127",207000,"Powiat kamiennogórski",2019,NA
"28128",208000,"Powiat kłodzki",2019,NA
"28129",209000,"Powiat legnicki",2019,NA
"28130",210000,"Powiat lubański",2019,NA
"28131",211000,"Powiat lubiński",2019,NA
"28132",212000,"Powiat lwówecki",2019,NA
"28133",213000,"Powiat milicki",2019,NA
"28134",214000,"Powiat oleśnicki",2019,NA
"28135",215000,"Powiat oławski",2019,NA
"28136",216000,"Powiat polkowicki",2019,NA
"28137",217000,"Powiat strzeliński",2019,NA
"28138",218000,"Powiat średzki",2019,NA
"28139",219000,"Powiat świdnicki",2019,NA
"28140",220000,"Powiat trzebnicki",2019,NA
"28141",221000,"Powiat wałbrzyski",2019,NA
"28142",222000,"Powiat wołowski",2019,NA
"28143",223000,"Powiat wrocławski",2019,NA
"28144",224000,"Powiat ząbkowicki",2019,NA
"28145",225000,"Powiat zgorzelecki",2019,NA
"28146",226000,"Powiat złotoryjski",2019,NA
"28147",261000,"Powiat m.Jelenia Góra",2019,NA
"28148",262000,"Powiat m.Legnica",2019,NA
"28149",264000,"Powiat m.Wrocław",2019,NA
"28150",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"28151",401000,"Powiat aleksandrowski",2019,NA
"28152",402000,"Powiat brodnicki",2019,NA
"28153",403000,"Powiat bydgoski",2019,NA
"28154",404000,"Powiat chełmiński",2019,NA
"28155",405000,"Powiat golubsko-dobrzyński",2019,NA
"28156",406000,"Powiat grudziądzki",2019,NA
"28157",407000,"Powiat inowrocławski",2019,NA
"28158",408000,"Powiat lipnowski",2019,NA
"28159",409000,"Powiat mogileński",2019,NA
"28160",410000,"Powiat nakielski",2019,NA
"28161",411000,"Powiat radziejowski",2019,NA
"28162",412000,"Powiat rypiński",2019,NA
"28163",413000,"Powiat sępoleński",2019,NA
"28164",414000,"Powiat świecki",2019,NA
"28165",415000,"Powiat toruński",2019,NA
"28166",416000,"Powiat tucholski",2019,NA
"28167",417000,"Powiat wąbrzeski",2019,NA
"28168",418000,"Powiat włocławski",2019,NA
"28169",419000,"Powiat żniński",2019,NA
"28170",461000,"Powiat m.Bydgoszcz",2019,NA
"28171",462000,"Powiat m.Grudziądz",2019,NA
"28172",463000,"Powiat m.Toruń",2019,NA
"28173",464000,"Powiat m.Włocławek",2019,NA
"28174",601000,"Powiat bialski",2019,NA
"28175",602000,"Powiat biłgorajski",2019,NA
"28176",603000,"Powiat chełmski",2019,NA
"28177",604000,"Powiat hrubieszowski",2019,NA
"28178",605000,"Powiat janowski",2019,NA
"28179",606000,"Powiat krasnostawski",2019,NA
"28180",607000,"Powiat kraśnicki",2019,NA
"28181",608000,"Powiat lubartowski",2019,NA
"28182",609000,"Powiat lubelski",2019,NA
"28183",610000,"Powiat łęczyński",2019,NA
"28184",611000,"Powiat łukowski",2019,NA
"28185",612000,"Powiat opolski",2019,NA
"28186",613000,"Powiat parczewski",2019,NA
"28187",614000,"Powiat puławski",2019,NA
"28188",615000,"Powiat radzyński",2019,NA
"28189",616000,"Powiat rycki",2019,NA
"28190",617000,"Powiat świdnicki",2019,NA
"28191",618000,"Powiat tomaszowski",2019,NA
"28192",619000,"Powiat włodawski",2019,NA
"28193",620000,"Powiat zamojski",2019,NA
"28194",661000,"Powiat m.Biała Podlaska",2019,NA
"28195",662000,"Powiat m.Chełm",2019,NA
"28196",663000,"Powiat m.Lublin",2019,NA
"28197",664000,"Powiat m.Zamość",2019,NA
"28198",801000,"Powiat gorzowski",2019,NA
"28199",802000,"Powiat krośnieński",2019,NA
"28200",803000,"Powiat międzyrzecki",2019,NA
"28201",804000,"Powiat nowosolski",2019,NA
"28202",805000,"Powiat słubicki",2019,NA
"28203",806000,"Powiat strzelecko-drezdenecki",2019,NA
"28204",807000,"Powiat sulęciński",2019,NA
"28205",808000,"Powiat świebodziński",2019,NA
"28206",809000,"Powiat zielonogórski",2019,NA
"28207",810000,"Powiat żagański",2019,NA
"28208",811000,"Powiat żarski",2019,NA
"28209",812000,"Powiat wschowski",2019,NA
"28210",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"28211",862000,"Powiat m.Zielona Góra",2019,NA
"28212",1001000,"Powiat bełchatowski",2019,NA
"28213",1002000,"Powiat kutnowski",2019,NA
"28214",1003000,"Powiat łaski",2019,NA
"28215",1004000,"Powiat łęczycki",2019,NA
"28216",1005000,"Powiat łowicki",2019,NA
"28217",1006000,"Powiat łódzki wschodni",2019,NA
"28218",1007000,"Powiat opoczyński",2019,NA
"28219",1008000,"Powiat pabianicki",2019,NA
"28220",1009000,"Powiat pajęczański",2019,NA
"28221",1010000,"Powiat piotrkowski",2019,NA
"28222",1011000,"Powiat poddębicki",2019,NA
"28223",1012000,"Powiat radomszczański",2019,NA
"28224",1013000,"Powiat rawski",2019,NA
"28225",1014000,"Powiat sieradzki",2019,NA
"28226",1015000,"Powiat skierniewicki",2019,NA
"28227",1016000,"Powiat tomaszowski",2019,NA
"28228",1017000,"Powiat wieluński",2019,NA
"28229",1018000,"Powiat wieruszowski",2019,NA
"28230",1019000,"Powiat zduńskowolski",2019,NA
"28231",1020000,"Powiat zgierski",2019,NA
"28232",1021000,"Powiat brzeziński",2019,NA
"28233",1061000,"Powiat m.Łódź",2019,NA
"28234",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"28235",1063000,"Powiat m.Skierniewice",2019,NA
"28236",1201000,"Powiat bocheński",2019,NA
"28237",1202000,"Powiat brzeski",2019,NA
"28238",1203000,"Powiat chrzanowski",2019,NA
"28239",1204000,"Powiat dąbrowski",2019,NA
"28240",1205000,"Powiat gorlicki",2019,NA
"28241",1206000,"Powiat krakowski",2019,NA
"28242",1207000,"Powiat limanowski",2019,NA
"28243",1208000,"Powiat miechowski",2019,NA
"28244",1209000,"Powiat myślenicki",2019,NA
"28245",1210000,"Powiat nowosądecki",2019,NA
"28246",1211000,"Powiat nowotarski",2019,NA
"28247",1212000,"Powiat olkuski",2019,NA
"28248",1213000,"Powiat oświęcimski",2019,NA
"28249",1214000,"Powiat proszowicki",2019,NA
"28250",1215000,"Powiat suski",2019,NA
"28251",1216000,"Powiat tarnowski",2019,NA
"28252",1217000,"Powiat tatrzański",2019,NA
"28253",1218000,"Powiat wadowicki",2019,NA
"28254",1219000,"Powiat wielicki",2019,NA
"28255",1261000,"Powiat m.Kraków",2019,NA
"28256",1262000,"Powiat m.Nowy Sącz",2019,NA
"28257",1263000,"Powiat m.Tarnów",2019,NA
"28258",1401000,"Powiat białobrzeski",2019,NA
"28259",1402000,"Powiat ciechanowski",2019,NA
"28260",1403000,"Powiat garwoliński",2019,NA
"28261",1404000,"Powiat gostyniński",2019,NA
"28262",1405000,"Powiat grodziski",2019,NA
"28263",1406000,"Powiat grójecki",2019,NA
"28264",1407000,"Powiat kozienicki",2019,NA
"28265",1408000,"Powiat legionowski",2019,NA
"28266",1409000,"Powiat lipski",2019,NA
"28267",1410000,"Powiat łosicki",2019,NA
"28268",1411000,"Powiat makowski",2019,NA
"28269",1412000,"Powiat miński",2019,NA
"28270",1413000,"Powiat mławski",2019,NA
"28271",1414000,"Powiat nowodworski",2019,NA
"28272",1415000,"Powiat ostrołęcki",2019,NA
"28273",1416000,"Powiat ostrowski",2019,NA
"28274",1417000,"Powiat otwocki",2019,NA
"28275",1418000,"Powiat piaseczyński",2019,NA
"28276",1419000,"Powiat płocki",2019,NA
"28277",1420000,"Powiat płoński",2019,NA
"28278",1421000,"Powiat pruszkowski",2019,NA
"28279",1422000,"Powiat przasnyski",2019,NA
"28280",1423000,"Powiat przysuski",2019,NA
"28281",1424000,"Powiat pułtuski",2019,NA
"28282",1425000,"Powiat radomski",2019,NA
"28283",1426000,"Powiat siedlecki",2019,NA
"28284",1427000,"Powiat sierpecki",2019,NA
"28285",1428000,"Powiat sochaczewski",2019,NA
"28286",1429000,"Powiat sokołowski",2019,NA
"28287",1430000,"Powiat szydłowiecki",2019,NA
"28288",1432000,"Powiat warszawski zachodni",2019,NA
"28289",1433000,"Powiat węgrowski",2019,NA
"28290",1434000,"Powiat wołomiński",2019,NA
"28291",1435000,"Powiat wyszkowski",2019,NA
"28292",1436000,"Powiat zwoleński",2019,NA
"28293",1437000,"Powiat żuromiński",2019,NA
"28294",1438000,"Powiat żyrardowski",2019,NA
"28295",1461000,"Powiat m.Ostrołęka",2019,NA
"28296",1462000,"Powiat m.Płock",2019,NA
"28297",1463000,"Powiat m.Radom",2019,NA
"28298",1464000,"Powiat m.Siedlce",2019,NA
"28299",1465000,"Powiat m. st. Warszawa",2019,NA
"28300",1601000,"Powiat brzeski",2019,NA
"28301",1602000,"Powiat głubczycki",2019,NA
"28302",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"28303",1604000,"Powiat kluczborski",2019,NA
"28304",1605000,"Powiat krapkowicki",2019,NA
"28305",1606000,"Powiat namysłowski",2019,NA
"28306",1607000,"Powiat nyski",2019,NA
