"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_produkcyjnym_proc"
"12096",2474000,"Powiat m.Siemianowice Śląskie",2015,62.3
"12097",2475000,"Powiat m.Sosnowiec",2015,62
"12098",2476000,"Powiat m.Świętochłowice",2015,62.2
"12099",2477000,"Powiat m.Tychy",2015,63.1
"12100",2478000,"Powiat m.Zabrze",2015,63.7
"12101",2479000,"Powiat m.Żory",2015,63.2
"12102",2601000,"Powiat buski",2015,61.2
"12103",2602000,"Powiat jędrzejowski",2015,61.3
"12104",2603000,"Powiat kazimierski",2015,62.5
"12105",2604000,"Powiat kielecki",2015,64.5
"12106",2605000,"Powiat konecki",2015,61.7
"12107",2606000,"Powiat opatowski",2015,62.2
"12108",2607000,"Powiat ostrowiecki",2015,62
"12109",2608000,"Powiat pińczowski",2015,61.5
"12110",2609000,"Powiat sandomierski",2015,61.9
"12111",2610000,"Powiat skarżyski",2015,61.8
"12112",2611000,"Powiat starachowicki",2015,61.3
"12113",2612000,"Powiat staszowski",2015,62.7
"12114",2613000,"Powiat włoszczowski",2015,61.7
"12115",2661000,"Powiat m.Kielce",2015,61.1
"12116",2801000,"Powiat bartoszycki",2015,63.9
"12117",2802000,"Powiat braniewski",2015,65.3
"12118",2803000,"Powiat działdowski",2015,63.4
"12119",2804000,"Powiat elbląski",2015,64.2
"12120",2805000,"Powiat ełcki",2015,64.2
"12121",2806000,"Powiat giżycki",2015,63.5
"12122",2807000,"Powiat iławski",2015,63.2
"12123",2808000,"Powiat kętrzyński",2015,63.8
"12124",2809000,"Powiat lidzbarski",2015,63.6
"12125",2810000,"Powiat mrągowski",2015,64.7
"12126",2811000,"Powiat nidzicki",2015,63.9
"12127",2812000,"Powiat nowomiejski",2015,62.2
"12128",2813000,"Powiat olecki",2015,63.2
"12129",2814000,"Powiat olsztyński",2015,65.2
"12130",2815000,"Powiat ostródzki",2015,63.4
"12131",2816000,"Powiat piski",2015,63.9
"12132",2817000,"Powiat szczycieński",2015,64.4
"12133",2818000,"Powiat gołdapski",2015,63.7
"12134",2819000,"Powiat węgorzewski",2015,63.3
"12135",2861000,"Powiat m.Elbląg",2015,63
"12136",2862000,"Powiat m.Olsztyn",2015,62.9
"12137",3001000,"Powiat chodzieski",2015,62.4
"12138",3002000,"Powiat czarnkowsko-trzcianecki",2015,62.7
"12139",3003000,"Powiat gnieźnieński",2015,62.5
"12140",3004000,"Powiat gostyński",2015,63.3
"12141",3005000,"Powiat grodziski",2015,63.7
"12142",3006000,"Powiat jarociński",2015,62.6
"12143",3007000,"Powiat kaliski",2015,62.8
"12144",3008000,"Powiat kępiński",2015,63.1
"12145",3009000,"Powiat kolski",2015,62.3
"12146",3010000,"Powiat koniński",2015,64.2
"12147",3011000,"Powiat kościański",2015,63.3
"12148",3012000,"Powiat krotoszyński",2015,62.6
"12149",3013000,"Powiat leszczyński",2015,63
"12150",3014000,"Powiat międzychodzki",2015,62.8
"12151",3015000,"Powiat nowotomyski",2015,62.6
"12152",3016000,"Powiat obornicki",2015,63
"12153",3017000,"Powiat ostrowski",2015,63
"12154",3018000,"Powiat ostrzeszowski",2015,62.8
"12155",3019000,"Powiat pilski",2015,63.4
"12156",3020000,"Powiat pleszewski",2015,62.7
"12157",3021000,"Powiat poznański",2015,63.3
"12158",3022000,"Powiat rawicki",2015,61.9
"12159",3023000,"Powiat słupecki",2015,63
"12160",3024000,"Powiat szamotulski",2015,63.1
"12161",3025000,"Powiat średzki",2015,63.4
"12162",3026000,"Powiat śremski",2015,63
"12163",3027000,"Powiat turecki",2015,62.9
"12164",3028000,"Powiat wągrowiecki",2015,63.1
"12165",3029000,"Powiat wolsztyński",2015,62.5
"12166",3030000,"Powiat wrzesiński",2015,62.8
"12167",3031000,"Powiat złotowski",2015,63.8
"12168",3061000,"Powiat m.Kalisz",2015,60
"12169",3062000,"Powiat m.Konin",2015,61.5
"12170",3063000,"Powiat m.Leszno",2015,61.4
"12171",3064000,"Powiat m.Poznań",2015,61.3
"12172",3201000,"Powiat białogardzki",2015,63.7
"12173",3202000,"Powiat choszczeński",2015,63.9
"12174",3203000,"Powiat drawski",2015,63.3
"12175",3204000,"Powiat goleniowski",2015,63.8
"12176",3205000,"Powiat gryficki",2015,64.1
"12177",3206000,"Powiat gryfiński",2015,64.3
"12178",3207000,"Powiat kamieński",2015,64.4
"12179",3208000,"Powiat kołobrzeski",2015,62.8
"12180",3209000,"Powiat koszaliński",2015,65.5
"12181",3210000,"Powiat myśliborski",2015,63.6
"12182",3211000,"Powiat policki",2015,65.6
"12183",3212000,"Powiat pyrzycki",2015,63.5
"12184",3213000,"Powiat sławieński",2015,63.4
"12185",3214000,"Powiat stargardzki",2015,63.6
"12186",3215000,"Powiat szczecinecki",2015,63
"12187",3216000,"Powiat świdwiński",2015,63.7
"12188",3217000,"Powiat wałecki",2015,63.5
"12189",3218000,"Powiat łobeski",2015,63
"12190",3261000,"Powiat m.Koszalin",2015,60.9
"12191",3262000,"Powiat m.Szczecin",2015,61.7
"12192",3263000,"Powiat m.Świnoujście",2015,62.6
"12193",201000,"Powiat bolesławiecki",2016,62.6
"12194",202000,"Powiat dzierżoniowski",2016,61.6
"12195",203000,"Powiat głogowski",2016,61.5
"12196",204000,"Powiat górowski",2016,62.6
"12197",205000,"Powiat jaworski",2016,63
"12198",206000,"Powiat jeleniogórski",2016,63.1
"12199",207000,"Powiat kamiennogórski",2016,62.4
"12200",208000,"Powiat kłodzki",2016,61.8
"12201",209000,"Powiat legnicki",2016,63.3
"12202",210000,"Powiat lubański",2016,62.4
"12203",211000,"Powiat lubiński",2016,61.3
"12204",212000,"Powiat lwówecki",2016,63.3
"12205",213000,"Powiat milicki",2016,61.2
"12206",214000,"Powiat oleśnicki",2016,62.5
"12207",215000,"Powiat oławski",2016,61.8
"12208",216000,"Powiat polkowicki",2016,63.7
"12209",217000,"Powiat strzeliński",2016,62.8
"12210",218000,"Powiat średzki",2016,64.3
"12211",219000,"Powiat świdnicki",2016,62.2
"12212",220000,"Powiat trzebnicki",2016,63.1
"12213",221000,"Powiat wałbrzyski",2016,62.5
"12214",222000,"Powiat wołowski",2016,63.1
"12215",223000,"Powiat wrocławski",2016,63.6
"12216",224000,"Powiat ząbkowicki",2016,62.6
"12217",225000,"Powiat zgorzelecki",2016,62.9
"12218",226000,"Powiat złotoryjski",2016,64.2
"12219",261000,"Powiat m.Jelenia Góra",2016,59.5
"12220",262000,"Powiat m.Legnica",2016,61.4
"12221",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"12222",264000,"Powiat m.Wrocław",2016,60.9
"12223",265000,"Powiat m.Wałbrzych od 2013",2016,60.9
"12224",401000,"Powiat aleksandrowski",2016,61.9
"12225",402000,"Powiat brodnicki",2016,62.7
"12226",403000,"Powiat bydgoski",2016,63.8
"12227",404000,"Powiat chełmiński",2016,63.1
"12228",405000,"Powiat golubsko-dobrzyński",2016,62.9
"12229",406000,"Powiat grudziądzki",2016,63.2
"12230",407000,"Powiat inowrocławski",2016,63.2
"12231",408000,"Powiat lipnowski",2016,63.3
"12232",409000,"Powiat mogileński",2016,63.2
"12233",410000,"Powiat nakielski",2016,62.9
"12234",411000,"Powiat radziejowski",2016,63.1
"12235",412000,"Powiat rypiński",2016,61.9
"12236",413000,"Powiat sępoleński",2016,62.4
"12237",414000,"Powiat świecki",2016,62.9
"12238",415000,"Powiat toruński",2016,63.6
"12239",416000,"Powiat tucholski",2016,62.3
"12240",417000,"Powiat wąbrzeski",2016,62.5
"12241",418000,"Powiat włocławski",2016,63.5
"12242",419000,"Powiat żniński",2016,62.3
"12243",461000,"Powiat m.Bydgoszcz",2016,60.4
"12244",462000,"Powiat m.Grudziądz",2016,60.6
"12245",463000,"Powiat m.Toruń",2016,61.4
"12246",464000,"Powiat m.Włocławek",2016,60.9
"12247",601000,"Powiat bialski",2016,61.7
"12248",602000,"Powiat biłgorajski",2016,62
"12249",603000,"Powiat chełmski",2016,63.1
"12250",604000,"Powiat hrubieszowski",2016,61.5
"12251",605000,"Powiat janowski",2016,61.7
"12252",606000,"Powiat krasnostawski",2016,60.5
"12253",607000,"Powiat kraśnicki",2016,61.3
"12254",608000,"Powiat lubartowski",2016,61.6
"12255",609000,"Powiat lubelski",2016,62.3
"12256",610000,"Powiat łęczyński",2016,64.7
"12257",611000,"Powiat łukowski",2016,60.9
"12258",612000,"Powiat opolski",2016,61.7
"12259",613000,"Powiat parczewski",2016,61.4
"12260",614000,"Powiat puławski",2016,59.9
"12261",615000,"Powiat radzyński",2016,61.5
"12262",616000,"Powiat rycki",2016,61.3
"12263",617000,"Powiat świdnicki",2016,60.7
"12264",618000,"Powiat tomaszowski",2016,62.2
"12265",619000,"Powiat włodawski",2016,61.9
"12266",620000,"Powiat zamojski",2016,62
"12267",661000,"Powiat m.Biała Podlaska",2016,63.5
"12268",662000,"Powiat m.Chełm",2016,62.4
"12269",663000,"Powiat m.Lublin",2016,60.8
"12270",664000,"Powiat m.Zamość",2016,62.8
"12271",801000,"Powiat gorzowski",2016,64
"12272",802000,"Powiat krośnieński",2016,63.6
"12273",803000,"Powiat międzyrzecki",2016,63
"12274",804000,"Powiat nowosolski",2016,61.4
"12275",805000,"Powiat słubicki",2016,64.3
"12276",806000,"Powiat strzelecko-drezdenecki",2016,62.1
"12277",807000,"Powiat sulęciński",2016,63.4
"12278",808000,"Powiat świebodziński",2016,62.7
"12279",809000,"Powiat zielonogórski",2016,63.8
"12280",810000,"Powiat żagański",2016,62.9
"12281",811000,"Powiat żarski",2016,63.1
"12282",812000,"Powiat wschowski",2016,62.4
"12283",861000,"Powiat m.Gorzów Wielkopolski",2016,60.6
"12284",862000,"Powiat m.Zielona Góra",2016,60.8
"12285",1001000,"Powiat bełchatowski",2016,64.6
"12286",1002000,"Powiat kutnowski",2016,61.5
"12287",1003000,"Powiat łaski",2016,62
"12288",1004000,"Powiat łęczycki",2016,61.2
"12289",1005000,"Powiat łowicki",2016,60.9
"12290",1006000,"Powiat łódzki wschodni",2016,61.9
"12291",1007000,"Powiat opoczyński",2016,61.4
"12292",1008000,"Powiat pabianicki",2016,60.5
"12293",1009000,"Powiat pajęczański",2016,62
"12294",1010000,"Powiat piotrkowski",2016,61.3
"12295",1011000,"Powiat poddębicki",2016,61.5
"12296",1012000,"Powiat radomszczański",2016,61.3
"12297",1013000,"Powiat rawski",2016,61.5
"12298",1014000,"Powiat sieradzki",2016,61.9
"12299",1015000,"Powiat skierniewicki",2016,60.8
"12300",1016000,"Powiat tomaszowski",2016,60.3
"12301",1017000,"Powiat wieluński",2016,61.5
"12302",1018000,"Powiat wieruszowski",2016,62.4
"12303",1019000,"Powiat zduńskowolski",2016,61.6
"12304",1020000,"Powiat zgierski",2016,60.9
"12305",1021000,"Powiat brzeziński",2016,61.3
"12306",1061000,"Powiat m.Łódź",2016,58.9
"12307",1062000,"Powiat m.Piotrków Trybunalski",2016,59.8
"12308",1063000,"Powiat m.Skierniewice",2016,60.7
"12309",1201000,"Powiat bocheński",2016,62.1
"12310",1202000,"Powiat brzeski",2016,62.9
"12311",1203000,"Powiat chrzanowski",2016,62.2
"12312",1204000,"Powiat dąbrowski",2016,64.4
"12313",1205000,"Powiat gorlicki",2016,62
"12314",1206000,"Powiat krakowski",2016,62.4
"12315",1207000,"Powiat limanowski",2016,61.6
"12316",1208000,"Powiat miechowski",2016,60.2
"12317",1209000,"Powiat myślenicki",2016,62.9
"12318",1210000,"Powiat nowosądecki",2016,62.2
"12319",1211000,"Powiat nowotarski",2016,62.7
"12320",1212000,"Powiat olkuski",2016,61.7
"12321",1213000,"Powiat oświęcimski",2016,61.7
"12322",1214000,"Powiat proszowicki",2016,62.1
"12323",1215000,"Powiat suski",2016,62.1
"12324",1216000,"Powiat tarnowski",2016,63.4
"12325",1217000,"Powiat tatrzański",2016,61.6
"12326",1218000,"Powiat wadowicki",2016,62.3
"12327",1219000,"Powiat wielicki",2016,62.6
"12328",1261000,"Powiat m.Kraków",2016,61.2
"12329",1262000,"Powiat m.Nowy Sącz",2016,61.5
"12330",1263000,"Powiat m.Tarnów",2016,60.8
"12331",1401000,"Powiat białobrzeski",2016,62.1
"12332",1402000,"Powiat ciechanowski",2016,62.6
"12333",1403000,"Powiat garwoliński",2016,61.4
"12334",1404000,"Powiat gostyniński",2016,62
"12335",1405000,"Powiat grodziski",2016,60.3
"12336",1406000,"Powiat grójecki",2016,61.3
"12337",1407000,"Powiat kozienicki",2016,62
"12338",1408000,"Powiat legionowski",2016,60.6
"12339",1409000,"Powiat lipski",2016,61.2
"12340",1410000,"Powiat łosicki",2016,60.5
"12341",1411000,"Powiat makowski",2016,61.2
"12342",1412000,"Powiat miński",2016,61.1
"12343",1413000,"Powiat mławski",2016,62.4
"12344",1414000,"Powiat nowodworski",2016,62.5
"12345",1415000,"Powiat ostrołęcki",2016,63.7
"12346",1416000,"Powiat ostrowski",2016,61.7
"12347",1417000,"Powiat otwocki",2016,60.3
"12348",1418000,"Powiat piaseczyński",2016,60.7
"12349",1419000,"Powiat płocki",2016,63.2
"12350",1420000,"Powiat płoński",2016,62
"12351",1421000,"Powiat pruszkowski",2016,60
"12352",1422000,"Powiat przasnyski",2016,61.7
"12353",1423000,"Powiat przysuski",2016,61.6
"12354",1424000,"Powiat pułtuski",2016,62.3
"12355",1425000,"Powiat radomski",2016,63
"12356",1426000,"Powiat siedlecki",2016,61.7
"12357",1427000,"Powiat sierpecki",2016,62.6
"12358",1428000,"Powiat sochaczewski",2016,61.8
"12359",1429000,"Powiat sokołowski",2016,60.8
"12360",1430000,"Powiat szydłowiecki",2016,62.5
"12361",1432000,"Powiat warszawski zachodni",2016,60.8
"12362",1433000,"Powiat węgrowski",2016,61.1
"12363",1434000,"Powiat wołomiński",2016,61.9
"12364",1435000,"Powiat wyszkowski",2016,62.4
"12365",1436000,"Powiat zwoleński",2016,62.1
"12366",1437000,"Powiat żuromiński",2016,61.6
"12367",1438000,"Powiat żyrardowski",2016,60.5
"12368",1461000,"Powiat m.Ostrołęka",2016,62.2
"12369",1462000,"Powiat m.Płock",2016,60.4
"12370",1463000,"Powiat m.Radom",2016,61.2
"12371",1464000,"Powiat m.Siedlce",2016,60.3
"12372",1465000,"Powiat m. st. Warszawa",2016,59.1
"12373",1601000,"Powiat brzeski",2016,62.5
"12374",1602000,"Powiat głubczycki",2016,62.6
"12375",1603000,"Powiat kędzierzyńsko-kozielski",2016,62.9
"12376",1604000,"Powiat kluczborski",2016,64.1
"12377",1605000,"Powiat krapkowicki",2016,64.6
"12378",1606000,"Powiat namysłowski",2016,62.9
"12379",1607000,"Powiat nyski",2016,62.9
"12380",1608000,"Powiat oleski",2016,63.5
"12381",1609000,"Powiat opolski",2016,65.1
"12382",1610000,"Powiat prudnicki",2016,62.7
"12383",1611000,"Powiat strzelecki",2016,64.5
"12384",1661000,"Powiat m.Opole",2016,60.9
"12385",1801000,"Powiat bieszczadzki",2016,64.9
"12386",1802000,"Powiat brzozowski",2016,62.2
"12387",1803000,"Powiat dębicki",2016,63.2
"12388",1804000,"Powiat jarosławski",2016,62.9
"12389",1805000,"Powiat jasielski",2016,63.5
"12390",1806000,"Powiat kolbuszowski",2016,64.2
"12391",1807000,"Powiat krośnieński",2016,62.2
"12392",1808000,"Powiat leżajski",2016,63.2
"12393",1809000,"Powiat lubaczowski",2016,63.6
"12394",1810000,"Powiat łańcucki",2016,61.5
"12395",1811000,"Powiat mielecki",2016,62.6
"12396",1812000,"Powiat niżański",2016,65.3
"12397",1813000,"Powiat przemyski",2016,64.4
"12398",1814000,"Powiat przeworski",2016,62.7
"12399",1815000,"Powiat ropczycko-sędziszowski",2016,62.5
"12400",1816000,"Powiat rzeszowski",2016,62.8
"12401",1817000,"Powiat sanocki",2016,62.7
"12402",1818000,"Powiat stalowowolski",2016,62.8
"12403",1819000,"Powiat strzyżowski",2016,63.4
"12404",1820000,"Powiat tarnobrzeski",2016,63.9
"12405",1821000,"Powiat leski",2016,63.3
"12406",1861000,"Powiat m.Krosno",2016,60.4
"12407",1862000,"Powiat m.Przemyśl",2016,61.2
"12408",1863000,"Powiat m.Rzeszów",2016,62.5
"12409",1864000,"Powiat m.Tarnobrzeg",2016,61.8
"12410",2001000,"Powiat augustowski",2016,62.6
"12411",2002000,"Powiat białostocki",2016,63.2
"12412",2003000,"Powiat bielski",2016,59.6
"12413",2004000,"Powiat grajewski",2016,63.7
"12414",2005000,"Powiat hajnowski",2016,59
"12415",2006000,"Powiat kolneński",2016,63.8
"12416",2007000,"Powiat łomżyński",2016,63.3
"12417",2008000,"Powiat moniecki",2016,63.3
"12418",2009000,"Powiat sejneński",2016,62.2
"12419",2010000,"Powiat siemiatycki",2016,61.8
"12420",2011000,"Powiat sokólski",2016,62.3
"12421",2012000,"Powiat suwalski",2016,62.6
"12422",2013000,"Powiat wysokomazowiecki",2016,61.4
"12423",2014000,"Powiat zambrowski",2016,63
"12424",2061000,"Powiat m.Białystok",2016,63
"12425",2062000,"Powiat m.Łomża",2016,64.1
"12426",2063000,"Powiat m.Suwałki",2016,64.3
"12427",2201000,"Powiat bytowski",2016,63
"12428",2202000,"Powiat chojnicki",2016,61.8
"12429",2203000,"Powiat człuchowski",2016,63.2
"12430",2204000,"Powiat gdański",2016,63.4
"12431",2205000,"Powiat kartuski",2016,61.2
"12432",2206000,"Powiat kościerski",2016,61.6
"12433",2207000,"Powiat kwidzyński",2016,63.2
"12434",2208000,"Powiat lęborski",2016,62.6
"12435",2209000,"Powiat malborski",2016,62.7
"12436",2210000,"Powiat nowodworski",2016,63.8
"12437",2211000,"Powiat pucki",2016,62.7
"12438",2212000,"Powiat słupski",2016,63.7
"12439",2213000,"Powiat starogardzki",2016,62.8
"12440",2214000,"Powiat tczewski",2016,62.2
"12441",2215000,"Powiat wejherowski",2016,62.2
"12442",2216000,"Powiat sztumski",2016,63.9
"12443",2261000,"Powiat m.Gdańsk",2016,60.1
"12444",2262000,"Powiat m.Gdynia",2016,59.5
"12445",2263000,"Powiat m.Słupsk",2016,60.6
"12446",2264000,"Powiat m.Sopot",2016,57.8
"12447",2401000,"Powiat będziński",2016,60.7
"12448",2402000,"Powiat bielski",2016,62.2
"12449",2403000,"Powiat cieszyński",2016,61.1
"12450",2404000,"Powiat częstochowski",2016,63
"12451",2405000,"Powiat gliwicki",2016,62.9
"12452",2406000,"Powiat kłobucki",2016,62.7
"12453",2407000,"Powiat lubliniecki",2016,63.4
"12454",2408000,"Powiat mikołowski",2016,62.3
"12455",2409000,"Powiat myszkowski",2016,61.5
"12456",2410000,"Powiat pszczyński",2016,64
"12457",2411000,"Powiat raciborski",2016,64.3
"12458",2412000,"Powiat rybnicki",2016,63.2
"12459",2413000,"Powiat tarnogórski",2016,62
"12460",2414000,"Powiat bieruńsko-lędziński",2016,64.2
"12461",2415000,"Powiat wodzisławski",2016,62
"12462",2416000,"Powiat zawierciański",2016,60.9
"12463",2417000,"Powiat żywiecki",2016,62.4
"12464",2461000,"Powiat m.Bielsko-Biała",2016,59.3
"12465",2462000,"Powiat m.Bytom",2016,61.8
"12466",2463000,"Powiat m.Chorzów",2016,60.5
"12467",2464000,"Powiat m.Częstochowa",2016,60.4
"12468",2465000,"Powiat m.Dąbrowa Górnicza",2016,61.6
"12469",2466000,"Powiat m.Gliwice",2016,61.3
"12470",2467000,"Powiat m.Jastrzębie-Zdrój",2016,60.7
"12471",2468000,"Powiat m.Jaworzno",2016,63.4
"12472",2469000,"Powiat m.Katowice",2016,60.9
"12473",2470000,"Powiat m.Mysłowice",2016,63.3
"12474",2471000,"Powiat m.Piekary Śląskie",2016,62.1
"12475",2472000,"Powiat m.Ruda Śląska",2016,62.2
"12476",2473000,"Powiat m.Rybnik",2016,62.4
"12477",2474000,"Powiat m.Siemianowice Śląskie",2016,61.3
"12478",2475000,"Powiat m.Sosnowiec",2016,60.8
"12479",2476000,"Powiat m.Świętochłowice",2016,61.3
"12480",2477000,"Powiat m.Tychy",2016,61.8
"12481",2478000,"Powiat m.Zabrze",2016,63
"12482",2479000,"Powiat m.Żory",2016,61.9
"12483",2601000,"Powiat buski",2016,60.9
"12484",2602000,"Powiat jędrzejowski",2016,60.8
"12485",2603000,"Powiat kazimierski",2016,62.2
"12486",2604000,"Powiat kielecki",2016,64.2
"12487",2605000,"Powiat konecki",2016,61.2
"12488",2606000,"Powiat opatowski",2016,61.8
"12489",2607000,"Powiat ostrowiecki",2016,61.3
"12490",2608000,"Powiat pińczowski",2016,61.2
"12491",2609000,"Powiat sandomierski",2016,61.5
"12492",2610000,"Powiat skarżyski",2016,61
"12493",2611000,"Powiat starachowicki",2016,60.8
"12494",2612000,"Powiat staszowski",2016,62.5
"12495",2613000,"Powiat włoszczowski",2016,61.2
"12496",2661000,"Powiat m.Kielce",2016,60.2
"12497",2801000,"Powiat bartoszycki",2016,63.3
"12498",2802000,"Powiat braniewski",2016,64.9
"12499",2803000,"Powiat działdowski",2016,63
"12500",2804000,"Powiat elbląski",2016,63.7
"12501",2805000,"Powiat ełcki",2016,63.9
"12502",2806000,"Powiat giżycki",2016,63
"12503",2807000,"Powiat iławski",2016,62.7
"12504",2808000,"Powiat kętrzyński",2016,63.2
"12505",2809000,"Powiat lidzbarski",2016,63.1
"12506",2810000,"Powiat mrągowski",2016,64.3
"12507",2811000,"Powiat nidzicki",2016,63.4
"12508",2812000,"Powiat nowomiejski",2016,62
"12509",2813000,"Powiat olecki",2016,62.7
"12510",2814000,"Powiat olsztyński",2016,64.7
"12511",2815000,"Powiat ostródzki",2016,62.8
"12512",2816000,"Powiat piski",2016,63.7
"12513",2817000,"Powiat szczycieński",2016,63.9
"12514",2818000,"Powiat gołdapski",2016,63.3
"12515",2819000,"Powiat węgorzewski",2016,62.8
"12516",2861000,"Powiat m.Elbląg",2016,62.1
"12517",2862000,"Powiat m.Olsztyn",2016,61.9
"12518",3001000,"Powiat chodzieski",2016,62
"12519",3002000,"Powiat czarnkowsko-trzcianecki",2016,62.1
"12520",3003000,"Powiat gnieźnieński",2016,61.8
"12521",3004000,"Powiat gostyński",2016,62.9
"12522",3005000,"Powiat grodziski",2016,63.2
"12523",3006000,"Powiat jarociński",2016,62
"12524",3007000,"Powiat kaliski",2016,62.4
"12525",3008000,"Powiat kępiński",2016,62.7
"12526",3009000,"Powiat kolski",2016,61.9
"12527",3010000,"Powiat koniński",2016,64
"12528",3011000,"Powiat kościański",2016,62.8
"12529",3012000,"Powiat krotoszyński",2016,62.1
"12530",3013000,"Powiat leszczyński",2016,62.6
"12531",3014000,"Powiat międzychodzki",2016,62.4
"12532",3015000,"Powiat nowotomyski",2016,62
"12533",3016000,"Powiat obornicki",2016,62.4
"12534",3017000,"Powiat ostrowski",2016,62.4
"12535",3018000,"Powiat ostrzeszowski",2016,62.4
"12536",3019000,"Powiat pilski",2016,62.8
"12537",3020000,"Powiat pleszewski",2016,62.2
"12538",3021000,"Powiat poznański",2016,62.6
"12539",3022000,"Powiat rawicki",2016,61.4
"12540",3023000,"Powiat słupecki",2016,62.8
"12541",3024000,"Powiat szamotulski",2016,62.4
"12542",3025000,"Powiat średzki",2016,62.8
"12543",3026000,"Powiat śremski",2016,62.4
"12544",3027000,"Powiat turecki",2016,62.6
"12545",3028000,"Powiat wągrowiecki",2016,62.7
"12546",3029000,"Powiat wolsztyński",2016,61.9
"12547",3030000,"Powiat wrzesiński",2016,62.3
"12548",3031000,"Powiat złotowski",2016,63.3
"12549",3061000,"Powiat m.Kalisz",2016,59.3
"12550",3062000,"Powiat m.Konin",2016,60.7
"12551",3063000,"Powiat m.Leszno",2016,60.5
"12552",3064000,"Powiat m.Poznań",2016,60.4
"12553",3201000,"Powiat białogardzki",2016,63.3
"12554",3202000,"Powiat choszczeński",2016,63.4
"12555",3203000,"Powiat drawski",2016,62.8
"12556",3204000,"Powiat goleniowski",2016,63.1
"12557",3205000,"Powiat gryficki",2016,63.6
"12558",3206000,"Powiat gryfiński",2016,63.6
"12559",3207000,"Powiat kamieński",2016,63.3
"12560",3208000,"Powiat kołobrzeski",2016,62
"12561",3209000,"Powiat koszaliński",2016,64.8
"12562",3210000,"Powiat myśliborski",2016,62.9
"12563",3211000,"Powiat policki",2016,64.8
"12564",3212000,"Powiat pyrzycki",2016,62.9
"12565",3213000,"Powiat sławieński",2016,62.8
"12566",3214000,"Powiat stargardzki",2016,62.8
"12567",3215000,"Powiat szczecinecki",2016,62.3
"12568",3216000,"Powiat świdwiński",2016,63.1
"12569",3217000,"Powiat wałecki",2016,62.8
"12570",3218000,"Powiat łobeski",2016,62.3
"12571",3261000,"Powiat m.Koszalin",2016,59.9
"12572",3262000,"Powiat m.Szczecin",2016,60.7
"12573",3263000,"Powiat m.Świnoujście",2016,61.7
"12574",201000,"Powiat bolesławiecki",2017,61.9
"12575",202000,"Powiat dzierżoniowski",2017,60.8
"12576",203000,"Powiat głogowski",2017,60.6
"12577",204000,"Powiat górowski",2017,61.9
"12578",205000,"Powiat jaworski",2017,62.3
"12579",206000,"Powiat jeleniogórski",2017,62.2
"12580",207000,"Powiat kamiennogórski",2017,61.6
"12581",208000,"Powiat kłodzki",2017,61
"12582",209000,"Powiat legnicki",2017,62.6
"12583",210000,"Powiat lubański",2017,61.8
"12584",211000,"Powiat lubiński",2017,60.3
"12585",212000,"Powiat lwówecki",2017,62.5
"12586",213000,"Powiat milicki",2017,60.4
"12587",214000,"Powiat oleśnicki",2017,61.9
"12588",215000,"Powiat oławski",2017,61.1
"12589",216000,"Powiat polkowicki",2017,63.2
"12590",217000,"Powiat strzeliński",2017,62.2
"12591",218000,"Powiat średzki",2017,63.6
"12592",219000,"Powiat świdnicki",2017,61.3
"12593",220000,"Powiat trzebnicki",2017,62.4
"12594",221000,"Powiat wałbrzyski",2017,61.9
"12595",222000,"Powiat wołowski",2017,62.3
"12596",223000,"Powiat wrocławski",2017,62.9
"12597",224000,"Powiat ząbkowicki",2017,61.9
"12598",225000,"Powiat zgorzelecki",2017,62.2
"12599",226000,"Powiat złotoryjski",2017,63.2
"12600",261000,"Powiat m.Jelenia Góra",2017,58.5
"12601",262000,"Powiat m.Legnica",2017,60.5
"12602",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"12603",264000,"Powiat m.Wrocław",2017,60
"12604",265000,"Powiat m.Wałbrzych od 2013",2017,60
"12605",401000,"Powiat aleksandrowski",2017,61.5
"12606",402000,"Powiat brodnicki",2017,62.2
"12607",403000,"Powiat bydgoski",2017,63.4
"12608",404000,"Powiat chełmiński",2017,62.6
"12609",405000,"Powiat golubsko-dobrzyński",2017,62.6
"12610",406000,"Powiat grudziądzki",2017,62.9
"12611",407000,"Powiat inowrocławski",2017,62.6
"12612",408000,"Powiat lipnowski",2017,62.9
"12613",409000,"Powiat mogileński",2017,62.6
"12614",410000,"Powiat nakielski",2017,62.4
"12615",411000,"Powiat radziejowski",2017,62.8
"12616",412000,"Powiat rypiński",2017,61.4
"12617",413000,"Powiat sępoleński",2017,61.8
"12618",414000,"Powiat świecki",2017,62.3
"12619",415000,"Powiat toruński",2017,63.2
"12620",416000,"Powiat tucholski",2017,61.8
"12621",417000,"Powiat wąbrzeski",2017,62
"12622",418000,"Powiat włocławski",2017,63.1
"12623",419000,"Powiat żniński",2017,61.6
"12624",461000,"Powiat m.Bydgoszcz",2017,59.5
"12625",462000,"Powiat m.Grudziądz",2017,59.7
"12626",463000,"Powiat m.Toruń",2017,60.5
"12627",464000,"Powiat m.Włocławek",2017,60
"12628",601000,"Powiat bialski",2017,61.5
"12629",602000,"Powiat biłgorajski",2017,61.6
"12630",603000,"Powiat chełmski",2017,62.6
"12631",604000,"Powiat hrubieszowski",2017,61.1
"12632",605000,"Powiat janowski",2017,61.5
